全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
131229,,東京都葛飾区,2022,11,14168,22144,8851,248,57,250,485,1417,1358,
131229,,東京都葛飾区,2022,12,13554,20720,7936,183,60,249,484,1471,1423,
131229,,東京都葛飾区,2023,01,14140,20369,8509,140,54,246,595,1707,1518,
131229,,東京都葛飾区,2023,02,14368,22271,8821,163,58,200,461,1924,1856,
131229,,東京都葛飾区,2023,03,17481,26795,9957,206,74,209,473,4770,3560,
131229,,東京都葛飾区,2023,04,13123,23459,8972,115,74,204,393,3110,2476,
131229,,東京都葛飾区,2023,05,14140,21034,8567,172,50,238,399,2149,1984,
131229,,東京都葛飾区,2023,06,15682,22861,8885,117,55,235,387,1829,1933,
131229,,東京都葛飾区,2023,07,14100,22365,8794,146,60,233,397,1769,1969,
131229,,東京都葛飾区,2023,08,15981,22027,8670,190,60,253,476,1831,1862,
131229,,東京都葛飾区,2023,09,14537,20982,8852,131,76,234,431,1949,1794,
131229,,東京都葛飾区,2023,10,16070,22784,9080,137,61,260,462,2159,1995,
