"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","生活状況等について","Q1. 現在のあなたの要介護度について、ご回答ください。（○は１つ）","要支援１","256","12.4","13.0"
"202003","生活状況等について","Q1. 現在のあなたの要介護度について、ご回答ください。（○は１つ）","要支援２","138","6.7","7.0"
"202003","生活状況等について","Q1. 現在のあなたの要介護度について、ご回答ください。（○は１つ）","要介護１","112","5.4","5.7"
"202003","生活状況等について","Q1. 現在のあなたの要介護度について、ご回答ください。（○は１つ）","要介護２","106","5.1","5.4"
"202003","生活状況等について","Q1. 現在のあなたの要介護度について、ご回答ください。（○は１つ）","要介護３","78","3.8","4.0"
"202003","生活状況等について","Q1. 現在のあなたの要介護度について、ご回答ください。（○は１つ）","事業対象者","28","1.4","1.4"
"202003","生活状況等について","Q1. 現在のあなたの要介護度について、ご回答ください。（○は１つ）","要介護認定は受けていない","1253","60.6","63.6"
"202003","生活状況等について","Q1. 現在のあなたの要介護度について、ご回答ください。（○は１つ）","無回答","98","4.7",

"港区保健福祉基礎調査（高齢者）・単純集計表・生活状況等についてQ1","Ver202003",,,,,
