"年月[西暦]","調査項目","設問","基本政策","政策","調査回答者の属性種別","調査回答者の属性","調査数[人]","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(12) コミュニティ活動のための多様な場と機会を確保する","全体",,"658","60","227","110","42","204","15"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(12) コミュニティ活動のための多様な場と機会を確保する","性・年代別","男性（計）","248","26","79","40","15","81","7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(12) コミュニティ活動のための多様な場と機会を確保する","性・年代別","男性 18～29歳","23","6","7","2","1","7","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(12) コミュニティ活動のための多様な場と機会を確保する","性・年代別","男性 30～39歳","35","6","11","5","4","9","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(12) コミュニティ活動のための多様な場と機会を確保する","性・年代別","男性 40～49歳","41","7","20","3","0","11","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(12) コミュニティ活動のための多様な場と機会を確保する","性・年代別","男性 50～59歳","49","3","15","10","5","16","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(12) コミュニティ活動のための多様な場と機会を確保する","性・年代別","男性 60～69歳","39","1","8","10","3","16","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(12) コミュニティ活動のための多様な場と機会を確保する","性・年代別","男性 70歳以上","60","2","18","10","2","22","6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(12) コミュニティ活動のための多様な場と機会を確保する","性・年代別","男性 無回答","1","1","0","0","0","0","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(12) コミュニティ活動のための多様な場と機会を確保する","性・年代別","女性（計）","400","34","143","69","27","120","7"
