"年月[西暦]","調査項目","設問","話題","回答者の属性種別","回答者の属性","内容を詳しく知っている[人]","内容を多少知っている[人]","言葉は聞いたことがある[人]","聞いたこともない[人]","無回答[人]","内容を詳しく知っている[%]","内容を多少知っている[%]","言葉は聞いたことがある[%]","聞いたこともない[%]","無回答[%]"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","ＳＤＧｓ（持続可能な開発目標）","性別","男性","21","49","59","114","0","8.6","20.2","24.3","46.9","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","ＳＤＧｓ（持続可能な開発目標）","性別","女性","17","36","65","154","0","6.3","13.2","23.9","56.6","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","ＳＤＧｓ（持続可能な開発目標）","年齢","18～29歳","5","9","11","22","0","10.6","19.1","23.4","46.8","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","ＳＤＧｓ（持続可能な開発目標）","年齢","30～39歳","9","17","20","52","0","9.2","17.3","20.4","53.1","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","ＳＤＧｓ（持続可能な開発目標）","年齢","40～49歳","6","20","46","76","0","4.1","13.5","31.1","51.4","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","ＳＤＧｓ（持続可能な開発目標）","年齢","50～59歳","9","25","24","73","0","6.9","19.1","18.3","55.7","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","ＳＤＧｓ（持続可能な開発目標）","年齢","60～69歳","7","10","11","32","0","11.7","16.7","18.3","53.3","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","ＳＤＧｓ（持続可能な開発目標）","年齢","70歳以上","2","4","12","13","0","6.5","12.9","38.7","41.9","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","３Ｒ","性別","男性","35","89","48","71","0","14.4","36.6","19.8","29.2","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","３Ｒ","性別","女性","44","93","49","86","0","16.2","34.2","18.0","31.6","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","３Ｒ","年齢","18～29歳","14","19","8","6","0","29.8","40.4","17.0","12.8","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","３Ｒ","年齢","30～39歳","10","38","16","34","0","10.2","38.8","16.3","34.7","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","３Ｒ","年齢","40～49歳","23","62","33","30","0","15.5","41.9","22.3","20.3","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","３Ｒ","年齢","50～59歳","17","40","25","49","0","13.0","30.5","19.1","37.4","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","３Ｒ","年齢","60～69歳","6","16","8","30","0","10.0","26.7","13.3","50.0","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","３Ｒ","年齢","70歳以上","9","7","7","8","0","29.0","22.6","22.6","25.8","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","食品ロス（食品廃棄物）","性別","男性","53","131","43","16","0","21.8","53.9","17.7","6.6","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","食品ロス（食品廃棄物）","性別","女性","81","127","42","22","0","29.8","46.7","15.4","8.1","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","食品ロス（食品廃棄物）","年齢","18～29歳","14","21","7","5","0","29.8","44.7","14.9","10.6","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","食品ロス（食品廃棄物）","年齢","30～39歳","28","49","15","6","0","28.6","50.0","15.3","6.1","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","食品ロス（食品廃棄物）","年齢","40～49歳","36","77","24","11","0","24.3","52.0","16.2","7.4","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","食品ロス（食品廃棄物）","年齢","50～59歳","32","62","28","9","0","24.4","47.3","21.4","6.9","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","食品ロス（食品廃棄物）","年齢","60～69歳","13","33","8","6","0","21.7","55.0","13.3","10.0","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","食品ロス（食品廃棄物）","年齢","70歳以上","11","16","3","1","0","35.5","51.6","9.7","3.2","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","海洋プラスチックごみ","性別","男性","49","141","42","11","0","20.2","58.0","17.3","4.5","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","海洋プラスチックごみ","性別","女性","62","137","52","21","0","22.8","50.4","19.1","7.7","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","海洋プラスチックごみ","年齢","18～29歳","6","22","13","6","0","12.8","46.8","27.7","12.8","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","海洋プラスチックごみ","年齢","30～39歳","19","53","24","2","0","19.4","54.1","24.5","2.0","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","海洋プラスチックごみ","年齢","40～49歳","32","83","23","10","0","21.6","56.1","15.5","6.8","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","海洋プラスチックごみ","年齢","50～59歳","26","69","25","11","0","19.8","52.7","19.1","8.4","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","海洋プラスチックごみ","年齢","60～69歳","14","38","6","2","0","23.3","63.3","10.0","3.3","0.0"
"202003","環境問題への関心","Q3. あなたは、環境に関するＡ～Ｄの話題をどのくらい知っていますか。","海洋プラスチックごみ","年齢","70歳以上","14","13","3","1","0","45.2","41.9","9.7","3.2","0.0"

"港区の環境に関する区民アンケート（Web）調査結果・クロス集計表・環境問題への関心Q3","Ver202003",,,,,,,,,,,,,,
