区分,,,平成23年度,平成24年度,平成25年度,平成26年度,平成27年度
高齢者個室借上げ住宅事業,応募件数[件],単身,69,64,52,59,62
高齢者個室借上げ住宅事業,応募件数[件],世帯,32,47,16,17,9
高齢者個室借上げ住宅事業,入居件数[件],単身,(3)  12,(6)  8,(10) 10,（7）　7,(7)19
高齢者個室借上げ住宅事業,入居件数[件],世帯,5,4,5,4,3
高齢者向住宅あっせん事業,申請件数[件],,26,13,18,33,45
高齢者向住宅あっせん事業,成立件数[件],,2,2,4,6,6
シルバーピア,応募件数[件],単身,123,130,112,98,99
シルバーピア,応募件数[件],世帯,24,,,21,14
シルバーピア,入居件数[件],単身,(6)  9,(5)  5,(5)  5,(6)　 6,(8)  8
シルバーピア,入居件数[件],世帯,1,,,1,(1)  1
区民住宅,応募件数(件),,41,18,17,9,9
区民住宅,入居件数[件],,(6)  17,(9)  19,(3)  11,4,（1）5
指定法人管理型住宅,応募件数(件),,13,7,15,7,9
指定法人管理型住宅,入居件数[件],,(1)  2,(3)  3,(1)  3,(1)　4,（2）4
区営住宅,応募件数[件],,230,163,254,168,189
区営住宅,入居件数[件],,※　(0)  0,(3)  6,(2)  7,(4)　8,(2)  8
