業種番号,適正管理化学物質名,報告数,使用量,製造量,製品としての出荷量,環境への排出量,環境への排出量（内、大気）,環境への排出量（内、公共用水域）,環境への排出量（内、その他）,事業所外への移動量,事業所外への移動量（内、廃棄物）,事業所外への移動量（内、廃水(下水道））,,,,,,,,,,,,,
1200,食料品製造業,6,513850,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1300,飲料・たばこ・飼料製造業(下の業種を除く）,1,230000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1320,酒類製造業,1,24000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1350,たばこ製造業,,,,,,,,,,,,,,,,,,,,,,,,
1400,繊維工業（衣服その他の繊維製品を除く）,1,520,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1500,衣服・その他の繊維製品製造業,1,380,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1700,家具・装備品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1800,パルプ・紙・紙加工品製造業,1,24000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1900,出版・印刷・同関連産業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1931,印刷業,,,,,,,,,,,,,,,,,,,,,,,,
1941,製版業,1,3600,0,0,0,0,0,0,3600,3600,0,,,,,,,,,,,,,
1951,製本業,,,,,,,,,,,,,,,,,,,,,,,,
1952,印刷物加工業,,,,,,,,,,,,,,,,,,,,,,,,
2000,化学工業（下の業種を除く）,33,24599750,0,630785,604,604,0,0,630,630,0,,,,,,,,,,,,,
2060,医薬品製造業,4,32940,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2100,石油製品・石炭製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
2200,プラスチック製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
2300,ゴム製品製造業,1,12000,0,0,0,0,0,0,30,30,0,,,,,,,,,,,,,
2400,なめし革・同製品・毛皮製造業,,,,,,,,,,,,,,,,,,,,,,,,
2500,窯業・土石製品製造業,4,338000,0,0,4400,4400,0,0,86000,86000,0,,,,,,,,,,,,,
2600,鉄鋼業,2,130200,0,0,680,680,0,0,130200,130200,0,,,,,,,,,,,,,
2700,非鉄金属製造業,6,368400,0,0,1305.7,1305.7,0,0,0,0,0,,,,,,,,,,,,,
2800,金属製品製造業（下の業種を除く）,15,30160,0,0,0,0,0,0,860,860,0,,,,,,,,,,,,,
2861,金属製品塗装業,4,1740,0,0,0,0,0,0,370,370,0,,,,,,,,,,,,,
2862,溶触めっき業（表面処理鋼材製造業を除く）,2,57000,0,0,0,0,0,0,29100,29100,0,,,,,,,,,,,,,
2864,電気めっき業（表面処理鋼材製造業を除く）,153,380450,0,0,1,1,0,0,16445,15944,501,,,,,,,,,,,,,
2865,金属熱処理業,2,24200,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2900,一般機械器具製造業,1,4500,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
3000,電気機械器具製造業（下の業種を除く）,16,124920,0,0,110,110,0,0,21350,20250,1100,,,,,,,,,,,,,
3060,電子応用装置製造業,1,2900,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3070,電気計測器製造業,2,19650,0,0,0,0,0,0,620,620,0,,,,,,,,,,,,,
3100,輸送用機械器具製造業（下の業種を除く）,2,32500,0,0,0.3,0.3,0,0,290,290,0,,,,,,,,,,,,,
3120,鉄道車両・同部分品製造業,,,,,,,,,,,,,,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,,,,,,,,,,,,,,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,2,1960,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3230,医療用機械器具・医療用品製造業,,,,,,,,,,,,,,,,,,,,,,,,
3300,武器製造業,,,,,,,,,,,,,,,,,,,,,,,,
3400,その他の製造業,1,150,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
