業種番号,適正管理化学物質名,報告数,使用量,製造量,製品としての出荷量,環境への排出量,環境への排出量（内、大気）,環境への排出量（内、公共用水域）,環境への排出量（内、その他）,事業所外への移動量,事業所外への移動量（内、廃棄物）,事業所外への移動量（内、廃水(下水道））,,,,,,,,,,,,,
1200,食料品製造業,1,220,0,0,50,50,0,0,120,120,0,,,,,,,,,,,,,
1300,飲料・たばこ・飼料製造業(下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1320,酒類製造業,,,,,,,,,,,,,,,,,,,,,,,,
1350,たばこ製造業,,,,,,,,,,,,,,,,,,,,,,,,
1400,繊維工業（衣服その他の繊維製品を除く）,1,2200,0,0,1500,1500,0,0,650,650,0,,,,,,,,,,,,,
1500,衣服・その他の繊維製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,1,120,0,0,120,120,0,0,0,0,0,,,,,,,,,,,,,
1700,家具・装備品製造業,6,4900,0,0,4480,4480,0,0,420,420,0,,,,,,,,,,,,,
1800,パルプ・紙・紙加工品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1900,出版・印刷・同関連産業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1931,印刷業,21,72190,0,0,65360.2,65360.2,0,0,6206,6206,0,,,,,,,,,,,,,
1941,製版業,,,,,,,,,,,,,,,,,,,,,,,,
1951,製本業,,,,,,,,,,,,,,,,,,,,,,,,
1952,印刷物加工業,9,14670,0,0,14570,14570,0,0,100,100,0,,,,,,,,,,,,,
2000,化学工業（下の業種を除く）,34,788180,0,617460,12979.7,12979.7,0,0,43231.3,43130.3,111.3,,,,,,,,,,,,,
2060,医薬品製造業,2,25740,0,0,50,50,0,0,25740,25740,50,,,,,,,,,,,,,
2100,石油製品・石炭製品製造業,2,3700,0,2506.5,11.5,5,0,0,640,640,0,,,,,,,,,,,,,
2200,プラスチック製品製造業,12,80360,0,3550,47736,47736,0,0,29132,29132,0,,,,,,,,,,,,,
2300,ゴム製品製造業,9,54460,0,30000,19850,19850,0,0,108,108,0,,,,,,,,,,,,,
2400,なめし革・同製品・毛皮製造業,5,3250,0,0,2950,2950,0,0,300,300,0,,,,,,,,,,,,,
2500,窯業・土石製品製造業,1,2500,0,0,2500,2500,0,0,0,0,0,,,,,,,,,,,,,
2600,鉄鋼業,2,2060,0,0,2060,2060,0,0,0,0,0,,,,,,,,,,,,,
2700,非鉄金属製造業,,,,,,,,,,,,,,,,,,,,,,,,
2800,金属製品製造業（下の業種を除く）,19,17470,0,0,11660,11660,0,0,5907,5907,0,,,,,,,,,,,,,
2861,金属製品塗装業,63,92740,0,1090,56039,56039,0,0,31820,31810,10,,,,,,,,,,,,,
2862,溶触めっき業（表面処理鋼材製造業を除く）,1,580,0,0,460,460,0,0,120,120,0,,,,,,,,,,,,,
2864,電気めっき業（表面処理鋼材製造業を除く）,6,1130,0,0,593,593,0,0,447,447,0,,,,,,,,,,,,,
2865,金属熱処理業,1,1600,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2900,一般機械器具製造業,17,31580,0,0,28796,28796,0,0,1450,1450,1,,,,,,,,,,,,,
3000,電気機械器具製造業（下の業種を除く）,24,27662,0,0,16731.1,16731.1,0,0,8826,8826,0,,,,,,,,,,,,,
3060,電子応用装置製造業,1,110,0,0,110,110,0,0,0,0,0,,,,,,,,,,,,,
3070,電気計測器製造業,3,1340,0,0,960,960,0,0,420,420,0,,,,,,,,,,,,,
3100,輸送用機械器具製造業（下の業種を除く）,12,476220,0,100000,97938.1,97938.1,0,0,8060,3760,4300,,,,,,,,,,,,,
3120,鉄道車両・同部分品製造業,,,,,,,,,,,,,,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,1,340,0,0,320,320,0,0,17,17,0,,,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,4,9100,0,0,4700,4700,0,0,4400,4400,0,,,,,,,,,,,,,
3230,医療用機械器具・医療用品製造業,1,460,0,0,460,460,0,0,0,0,0,,,,,,,,,,,,,
3300,武器製造業,,,,,,,,,,,,,,,,,,,,,,,,
3400,その他の製造業,10,6457,0,570,2544,2544,0,0,3340,3340,0,,,,,,,,,,,,,
3500,電気業,2,249,400,0,430,430,0,0,210,210,0,,,,,,,,,,,,,
3700,熱供給業,,,,,,,,,,,,,,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,,,,,,,,,,,,,,
3830,下水道業,,,,,,,,,,,,,,,,,,,,,,,,
3900,鉄道業,2,2050,0,1200,590,590,0,0,320,320,0,,,,,,,,,,,,,
4400,倉庫業,1,1200,0,0,0.3,0.3,0,0,0,0,0,,,,,,,,,,,,,
