業種番号,適正管理化学物質名,報告数,使用量,製造量,製品としての出荷量,環境への排出量,環境への排出量（内、大気）,環境への排出量（内、公共用水域）,環境への排出量（内、その他）,事業所外への移動量,事業所外への移動量（内、廃棄物）,事業所外への移動量（内、廃水(下水道））,,,,,,,,,,,,,
1200,食料品製造業,42,1501360,0,0,39019,39019,0,0,7148,6908,240,,,,,,,,,,,,,
1300,飲料・たばこ・飼料製造業(下の業種を除く）,5,406520,0,0,0,0,0,0,120,120,0,,,,,,,,,,,,,
1320,酒類製造業,3,694000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1350,たばこ製造業,3,2310,0,0,49.1,49.1,0,0,2290,2234,78,,,,,,,,,,,,,
1400,繊維工業（衣服その他の繊維製品を除く）,6,18030,0,0,2930,2930,0,0,1270,1270,0,,,,,,,,,,,,,
1500,衣服・その他の繊維製品製造業,3,7880,0,0,930,930,0,0,4600,4600,0,,,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,11,2142090,0,50000,166557,166557,0,0,1145.8,1145.8,0,,,,,,,,,,,,,
1700,家具・装備品製造業,32,21000,0,0,18710,18710,0,0,2217,2217,0,,,,,,,,,,,,,
1800,パルプ・紙・紙加工品製造業,8,124230,0,74980,2140,2140,0,0,8,0,8,,,,,,,,,,,,,
1900,出版・印刷・同関連産業（下の業種を除く）,3,780,0,0,190,190,0,0,10,10,0,,,,,,,,,,,,,
1931,印刷業,132,502662,0,220,443747.2,443747.2,0,0,42009.4,40180.4,1829,,,,,,,,,,,,,
1941,製版業,5,11430,0,0,120,120,0,0,11306,11306,0,,,,,,,,,,,,,
1951,製本業,2,16900,0,0,16900,16900,0,0,0,0,0,,,,,,,,,,,,,
1952,印刷物加工業,28,70470,0,0,70350,70350,0,0,120,120,0,,,,,,,,,,,,,
2000,化学工業（下の業種を除く）,426,65462453.5,40000,33934266.5,123108.9,123108.9,0,0,419402.6,407396.9,12031.4,,,,,,,,,,,,,
2060,医薬品製造業,64,532574.3,0,183624.3,960,960,0,0,262172.8,262107.8,175.8,,,,,,,,,,,,,
2100,石油製品・石炭製品製造業,13,26650,0,22692.5,51.5,45,0,0,2885.9,2885.9,0,,,,,,,,,,,,,
2200,プラスチック製品製造業,58,398904,0,23333,203446,203446,0,0,124244,124244,0,,,,,,,,,,,,,
2300,ゴム製品製造業,39,88910,0,33320,37130,37130,0,0,1901.3,1861.3,26,,,,,,,,,,,,,
2400,なめし革・同製品・毛皮製造業,16,6221,0,0,5770,5770,0,0,451,451,0,,,,,,,,,,,,,
2500,窯業・土石製品製造業,62,2547859,0,280450,17306.4,17306.4,0,0,1178770.7,1174877,3873.7,,,,,,,,,,,,,
2600,鉄鋼業,31,3623030,0,1749500,7990,7990,0,0,921861,921731,130,,,,,,,,,,,,,
2700,非鉄金属製造業,39,1048944,0,272646,11058.7,11058.7,0,0,6828,6828,0,,,,,,,,,,,,,
2800,金属製品製造業（下の業種を除く）,199,412540,1300,36410,138357,138355,2,0,71488.9,71388,124.3,,,,,,,,,,,,,
2861,金属製品塗装業,218,372490,0,9980,171258,171258,0,0,166134,166124,10,,,,,,,,,,,,,
2862,溶触めっき業（表面処理鋼材製造業を除く）,8,59500,0,0,760,760,0,0,29260,29260,0,,,,,,,,,,,,,
2864,電気めっき業（表面処理鋼材製造業を除く）,1056,2176661.3,260,219926.5,247435.5,247424.5,11,0,211190.1,203181.3,7770.8,,,,,,,,,,,,,
2865,金属熱処理業,18,115570,0,5300,10711,10711,0,0,15180,15180,0,,,,,,,,,,,,,
2900,一般機械器具製造業,86,110610,0,17703,75020,75020,0,0,8029.3,8008.3,36,,,,,,,,,,,,,
3000,電気機械器具製造業（下の業種を除く）,207,770789.3,0,281853.1,75747.2,75747.2,0,0,123678.3,118173.3,5472.1,,,,,,,,,,,,,
3060,電子応用装置製造業,9,33740,0,7600,4431,4426,0,5,17989,17989,0,,,,,,,,,,,,,
3070,電気計測器製造業,26,58505,0,37,7030,7030,0,0,12553,12543,6,,,,,,,,,,,,,
3100,輸送用機械器具製造業（下の業種を除く）,124,1865870,1,471919.7,527929.2,527842.2,87,0,118049.6,106289.6,11678.3,,,,,,,,,,,,,
3120,鉄道車両・同部分品製造業,,,,,,,,,,,,,,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,5,3650,0,0,3630,3630,0,0,74,74,0,,,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,59,73800,0,1860,29258,29258,0,0,32963.7,32076.7,607,,,,,,,,,,,,,
3230,医療用機械器具・医療用品製造業,8,1900,0,0,1480,1480,0,0,94,94,0,,,,,,,,,,,,,
