業種番号,適正管理化学物質名,報告数,使用量,製造量,製品としての出荷量,環境への排出量,環境への排出量（内、大気）,環境への排出量（内、公共用水域）,環境への排出量（内、その他）,事業所外への移動量,事業所外への移動量（内、廃棄物）,事業所外への移動量（内、廃水(下水道））,,,,,,,,,,,,,
1200,食料品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1300,飲料・たばこ・飼料製造業(下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1320,酒類製造業,,,,,,,,,,,,,,,,,,,,,,,,
1350,たばこ製造業,,,,,,,,,,,,,,,,,,,,,,,,
1400,繊維工業（衣服その他の繊維製品を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1500,衣服・その他の繊維製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1700,家具・装備品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1800,パルプ・紙・紙加工品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1900,出版・印刷・同関連産業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1931,印刷業,,,,,,,,,,,,,,,,,,,,,,,,
1941,製版業,,,,,,,,,,,,,,,,,,,,,,,,
1951,製本業,,,,,,,,,,,,,,,,,,,,,,,,
1952,印刷物加工業,,,,,,,,,,,,,,,,,,,,,,,,
2000,化学工業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
2060,医薬品製造業,,,,,,,,,,,,,,,,,,,,,,,,
2100,石油製品・石炭製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
2200,プラスチック製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
2300,ゴム製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
2400,なめし革・同製品・毛皮製造業,,,,,,,,,,,,,,,,,,,,,,,,
2500,窯業・土石製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
2600,鉄鋼業,,,,,,,,,,,,,,,,,,,,,,,,
2700,非鉄金属製造業,,,,,,,,,,,,,,,,,,,,,,,,
2800,金属製品製造業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
2861,金属製品塗装業,,,,,,,,,,,,,,,,,,,,,,,,
2862,溶触めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,,,,,,,,,,,,,,
2864,電気めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,,,,,,,,,,,,,,
2865,金属熱処理業,,,,,,,,,,,,,,,,,,,,,,,,
2900,一般機械器具製造業,,,,,,,,,,,,,,,,,,,,,,,,
3000,電気機械器具製造業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
3060,電子応用装置製造業,,,,,,,,,,,,,,,,,,,,,,,,
3070,電気計測器製造業,,,,,,,,,,,,,,,,,,,,,,,,
3100,輸送用機械器具製造業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
3120,鉄道車両・同部分品製造業,,,,,,,,,,,,,,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,,,,,,,,,,,,,,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
3230,医療用機械器具・医療用品製造業,,,,,,,,,,,,,,,,,,,,,,,,
3300,武器製造業,,,,,,,,,,,,,,,,,,,,,,,,
3400,その他の製造業,,,,,,,,,,,,,,,,,,,,,,,,
3500,電気業,,,,,,,,,,,,,,,,,,,,,,,,
3700,熱供給業,,,,,,,,,,,,,,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,,,,,,,,,,,,,,
3830,下水道業,,,,,,,,,,,,,,,,,,,,,,,,
3900,鉄道業,,,,,,,,,,,,,,,,,,,,,,,,
4400,倉庫業,,,,,,,,,,,,,,,,,,,,,,,,
5132,石油卸売業,,,,,,,,,,,,,,,,,,,,,,,,
5930,燃料小売業,,,,,,,,,,,,,,,,,,,,,,,,
7200,洗濯・理容・浴場業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
7211,普通洗濯業,,,,,,,,,,,,,,,,,,,,,,,,
7213,リネンサプライ業,,,,,,,,,,,,,,,,,,,,,,,,
7430,写真業,,,,,,,,,,,,,,,,,,,,,,,,
7700,自動車整備業,,,,,,,,,,,,,,,,,,,,,,,,
7810,機械修理業,,,,,,,,,,,,,,,,,,,,,,,,
8632,環境計量証明業,1,130,0,0,0,0,0,0,130,130,0,,,,,,,,,,,,,
8700,廃棄物処理業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
8710,一般廃棄物処理業,,,,,,,,,,,,,,,,,,,,,,,,
8716,ごみ処分業,,,,,,,,,,,,,,,,,,,,,,,,
8722,産業廃棄物処分業,,,,,,,,,,,,,,,,,,,,,,,,
8724,特別産業廃棄物処分業,,,,,,,,,,,,,,,,,,,,,,,,
8800,医療業,,,,,,,,,,,,,,,,,,,,,,,,
9100,教育,1,8300,0,0,280,280,0,0,4900,4900,0,,,,,,,,,,,,,
9210,自然科学研究所,,,,,,,,,,,,,,,,,,,,,,,,
9999,分類不明,,,,,,,,,,,,,,,,,,,,,,,,
3600,ガス業,,,,,,,,,,,,,,,,,,,,,,,,
,総　計,2,8430,0,0,280,280,0,0,5030,5030,0,,,,,,,,,,,,,
