業種番号,適正管理化学物質名,報告数,使用量,製造量,製品としての出荷量,環境への排出量,環境への排出量（内、大気）,環境への排出量（内、公共用水域）,環境への排出量（内、その他）,事業所外への移動量,事業所外への移動量（内、廃棄物）,事業所外への移動量（内、廃水(下水道））,,,,,,,,,,,,,
1200,食料品製造業,5,1360,0,0,196,196,0,0,1160,1060,100,,,,,,,,,,,,,
1300,飲料・たばこ・飼料製造業(下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1320,酒類製造業,,,,,,,,,,,,,,,,,,,,,,,,
1350,たばこ製造業,,,,,,,,,,,,,,,,,,,,,,,,
1400,繊維工業（衣服その他の繊維製品を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1500,衣服・その他の繊維製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,1,40,0,0,10,10,0,0,30,30,0,,,,,,,,,,,,,
1700,家具・装備品製造業,2,260,0,0,260,260,0,0,0,0,0,,,,,,,,,,,,,
1800,パルプ・紙・紙加工品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1900,出版・印刷・同関連産業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1931,印刷業,3,870,0,0,860,860,0,0,10,10,0,,,,,,,,,,,,,
1941,製版業,,,,,,,,,,,,,,,,,,,,,,,,
1951,製本業,,,,,,,,,,,,,,,,,,,,,,,,
1952,印刷物加工業,2,240,0,0,240,240,0,0,0,0,0,,,,,,,,,,,,,
2000,化学工業（下の業種を除く）,27,107640,0,91885,2206.4,2206.4,0,0,14027,13467,561.5,,,,,,,,,,,,,
2060,医薬品製造業,10,92940,0,0,423,423,0,0,78070,78070,18,,,,,,,,,,,,,
2100,石油製品・石炭製品製造業,1,170,0,0,10,10,0,0,160,160,0,,,,,,,,,,,,,
2200,プラスチック製品製造業,5,14800,0,300,11448,11448,0,0,2220,2220,0,,,,,,,,,,,,,
2300,ゴム製品製造業,2,1670,0,0,950,950,0,0,678.8,678.8,0,,,,,,,,,,,,,
2400,なめし革・同製品・毛皮製造業,1,56,0,0,56,56,0,0,0,0,0,,,,,,,,,,,,,
2500,窯業・土石製品製造業,2,2300,0,0,2230,2230,0,0,67,67,0,,,,,,,,,,,,,
2600,鉄鋼業,,,,,,,,,,,,,,,,,,,,,,,,
2700,非鉄金属製造業,1,3200,0,630,1000,1000,0,0,1500,1500,0,,,,,,,,,,,,,
2800,金属製品製造業（下の業種を除く）,4,2020,0,0,1840,1840,0,0,180,180,0,,,,,,,,,,,,,
2861,金属製品塗装業,1,2100,0,0,700,700,0,0,1400,1400,0,,,,,,,,,,,,,
2862,溶触めっき業（表面処理鋼材製造業を除く）,1,120,0,0,100,100,0,0,20,20,0,,,,,,,,,,,,,
2864,電気めっき業（表面処理鋼材製造業を除く）,1,150,0,0,150,150,0,0,0,0,0,,,,,,,,,,,,,
2865,金属熱処理業,,,,,,,,,,,,,,,,,,,,,,,,
2900,一般機械器具製造業,8,8670,0,0,5968,5968,0,0,2732,2732,5,,,,,,,,,,,,,
3000,電気機械器具製造業（下の業種を除く）,10,19020,0,0,3980,3980,0,0,10973,10973,0,,,,,,,,,,,,,
3060,電子応用装置製造業,1,290,0,0,260,260,0,0,30,30,0,,,,,,,,,,,,,
3070,電気計測器製造業,2,158,0,0,140,140,0,0,18,18,0,,,,,,,,,,,,,
3100,輸送用機械器具製造業（下の業種を除く）,5,82080,0,0,10670,10670,0,0,2221.5,121.5,2100,,,,,,,,,,,,,
3120,鉄道車両・同部分品製造業,,,,,,,,,,,,,,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,,,,,,,,,,,,,,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,6,3330,0,400,2282,2282,0,0,622,622,0,,,,,,,,,,,,,
3230,医療用機械器具・医療用品製造業,3,490,0,0,480,480,0,0,14,14,0,,,,,,,,,,,,,
3300,武器製造業,,,,,,,,,,,,,,,,,,,,,,,,
3400,その他の製造業,7,5510,0,0,5247,5247,0,0,260,230,30,,,,,,,,,,,,,
3500,電気業,1,220,0,0,210,210,0,0,10,10,0,,,,,,,,,,,,,
3700,熱供給業,,,,,,,,,,,,,,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,,,,,,,,,,,,,,
3830,下水道業,,,,,,,,,,,,,,,,,,,,,,,,
3900,鉄道業,,,,,,,,,,,,,,,,,,,,,,,,
4400,倉庫業,,,,,,,,,,,,,,,,,,,,,,,,
5132,石油卸売業,,,,,,,,,,,,,,,,,,,,,,,,
5930,燃料小売業,,,,,,,,,,,,,,,,,,,,,,,,
7200,洗濯・理容・浴場業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
7211,普通洗濯業,,,,,,,,,,,,,,,,,,,,,,,,
7213,リネンサプライ業,,,,,,,,,,,,,,,,,,,,,,,,
7430,写真業,,,,,,,,,,,,,,,,,,,,,,,,
7700,自動車整備業,7,1713,0,0,1293,1293,0,0,420,420,0,,,,,,,,,,,,,
7810,機械修理業,1,180,0,0,180,180,0,0,0,0,0,,,,,,,,,,,,,
8632,環境計量証明業,8,8297,0,0,686,686,0,0,7677,7137,526,,,,,,,,,,,,,
8700,廃棄物処理業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
8710,一般廃棄物処理業,,,,,,,,,,,,,,,,,,,,,,,,
8716,ごみ処分業,,,,,,,,,,,,,,,,,,,,,,,,
8722,産業廃棄物処分業,,,,,,,,,,,,,,,,,,,,,,,,
8724,特別産業廃棄物処分業,1,2300,0,0,380,380,0,0,0,0,0,,,,,,,,,,,,,
8800,医療業,4,1100,0,0,22,22,0,0,1080,1080,0,,,,,,,,,,,,,
9100,教育,37,118290,0,0,18332.9,18218.9,110,0,89566,88866,945.5,,,,,,,,,,,,,
9210,自然科学研究所,21,47020,0,0,2438,2438,0,0,43900,43699,102.9,,,,,,,,,,,,,
9999,分類不明,3,700,0,0,168,168,0,0,540,530,5,,,,,,,,,,,,,
3600,ガス業,,,,,,,,,,,,,,,,,,,,,,,,
,総　計,194,529304,0,93215,75416.3,75302.3,110,0,259586.3,255345.3,4393.9,,,,,,,,,,,,,
