年度従業員数規模／年度,14,15,16,17,18,19,20,21,22,23,24,25,26(割合％)
20人以下,1435,1542,1546,1531,1138,1126,969,861,905,843,820,811,"790
(27)"
21人～50人,1192,1398,1167,1043,1029,997,1016,832,886,849,816,742,"672
(23)"
51人～100人,1038,1336,1188,918,856,939,735,555,567,476,490,375,"388
(13)"
101人～300人,989,935,745,663,568,543,429,339,433,425,338,326,"363
(12)"
301人以上,3312,2450,2048,1742,1573,1212,802,765,754,767,798,776,"723
(25)"
合計,7966,7661,6694,5898,5165,4817,3950,3352,3545,3359,3263,3030,2937(100)
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
