業種番号,適正管理化学物質名,報告数,使用量,製造量,製品としての出荷量,環境への排出量,環境への排出量（内、大気）,環境への排出量（内、公共用水域）,環境への排出量（内、その他）,事業所外への移動量,事業所外への移動量（内、廃棄物）,事業所外への移動量（内、廃水(下水道））,,,,,,,,,,,,,
1200,食料品製造業,4,38040,0,0,37037.3,37037.3,0,0,1000,1000,0,,,,,,,,,,,,,
1300,飲料・たばこ・飼料製造業(下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1320,酒類製造業,,,,,,,,,,,,,,,,,,,,,,,,
1350,たばこ製造業,1,140,0,0,20,20,0,0,120,94,26,,,,,,,,,,,,,
1400,繊維工業（衣服その他の繊維製品を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1500,衣服・その他の繊維製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1700,家具・装備品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1800,パルプ・紙・紙加工品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1900,出版・印刷・同関連産業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1931,印刷業,1,190,0,0,190,190,0,0,0,0,0,,,,,,,,,,,,,
1941,製版業,,,,,,,,,,,,,,,,,,,,,,,,
1951,製本業,,,,,,,,,,,,,,,,,,,,,,,,
1952,印刷物加工業,,,,,,,,,,,,,,,,,,,,,,,,
2000,化学工業（下の業種を除く）,12,19494,0,18294,63.7,63.7,0,0,1205.2,1205.2,0.4,,,,,,,,,,,,,
2060,医薬品製造業,5,2940,0,0,29,29,0,0,2910,2910,0.1,,,,,,,,,,,,,
2100,石油製品・石炭製品製造業,1,230,0,0,4.3,4.3,0,0,22,22,0,,,,,,,,,,,,,
2200,プラスチック製品製造業,2,600,0,0,330,330,0,0,270,270,0,,,,,,,,,,,,,
2300,ゴム製品製造業,2,3300,0,0,3300,3300,0,0,16,16,0,,,,,,,,,,,,,
2400,なめし革・同製品・毛皮製造業,4,2470,0,0,2470,2470,0,0,0,0,0,,,,,,,,,,,,,
2500,窯業・土石製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
2600,鉄鋼業,,,,,,,,,,,,,,,,,,,,,,,,
2700,非鉄金属製造業,,,,,,,,,,,,,,,,,,,,,,,,
2800,金属製品製造業（下の業種を除く）,1,500,0,0,500,500,0,0,0,0,0,,,,,,,,,,,,,
2861,金属製品塗装業,1,130,0,0,120,120,0,0,10,10,0,,,,,,,,,,,,,
2862,溶触めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,,,,,,,,,,,,,,
2864,電気めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,,,,,,,,,,,,,,
2865,金属熱処理業,,,,,,,,,,,,,,,,,,,,,,,,
2900,一般機械器具製造業,1,460,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3000,電気機械器具製造業（下の業種を除く）,3,975,0,0,49.3,49.3,0,0,130,130,0,,,,,,,,,,,,,
3060,電子応用装置製造業,,,,,,,,,,,,,,,,,,,,,,,,
3070,電気計測器製造業,,,,,,,,,,,,,,,,,,,,,,,,
3100,輸送用機械器具製造業（下の業種を除く）,6,131440,0,39000,5955.5,5955.5,0,0,212,212,0,,,,,,,,,,,,,
3120,鉄道車両・同部分品製造業,,,,,,,,,,,,,,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,,,,,,,,,,,,,,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,5,2800,0,0,638,638,0,0,2191.7,2191.7,0,,,,,,,,,,,,,
3230,医療用機械器具・医療用品製造業,,,,,,,,,,,,,,,,,,,,,,,,
3300,武器製造業,,,,,,,,,,,,,,,,,,,,,,,,
3400,その他の製造業,1,240,0,0,36,36,0,0,200,200,0,,,,,,,,,,,,,
3500,電気業,2,240,460,0,690,690,0,0,10,10,0,,,,,,,,,,,,,
3700,熱供給業,,,,,,,,,,,,,,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,,,,,,,,,,,,,,
3830,下水道業,,,,,,,,,,,,,,,,,,,,,,,,
3900,鉄道業,,,,,,,,,,,,,,,,,,,,,,,,
4400,倉庫業,1,420,0,0,0.7,0.7,0,0,0,0,0,,,,,,,,,,,,,
5132,石油卸売業,4,36174000,0,36170000,7680,7680,0,0,0,0,0,,,,,,,,,,,,,
5930,燃料小売業,978,48691010,0,48267320,73963.18,73963.48,0,0,0,0,0,,,,,,,,,,,,,
7200,洗濯・理容・浴場業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
7211,普通洗濯業,,,,,,,,,,,,,,,,,,,,,,,,
7213,リネンサプライ業,,,,,,,,,,,,,,,,,,,,,,,,
7430,写真業,,,,,,,,,,,,,,,,,,,,,,,,
7700,自動車整備業,11,298310,0,292600,1899.4,1899.4,0,0,362,362,0,,,,,,,,,,,,,
7810,機械修理業,,,,,,,,,,,,,,,,,,,,,,,,
8632,環境計量証明業,9,4770,0,0,465,465,0,0,4240,4130,70,,,,,,,,,,,,,
8700,廃棄物処理業（下の業種を除く）,1,520,0,520,1.3,1.3,0,0,0,0,0,,,,,,,,,,,,,
8710,一般廃棄物処理業,1,370,0,0,0.4,0.4,0,0,0,0,0,,,,,,,,,,,,,
8716,ごみ処分業,,,,,,,,,,,,,,,,,,,,,,,,
8722,産業廃棄物処分業,,,,,,,,,,,,,,,,,,,,,,,,
8724,特別産業廃棄物処分業,1,12000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8800,医療業,1,720,0,0,0,0,0,0,720,720,0,,,,,,,,,,,,,
9100,教育,36,87740,0,5760,9848.1,9848.1,0.07,0,67580,67080,538.5,,,,,,,,,,,,,
9210,自然科学研究所,13,35670,0,0,2629.8,2629.8,0,0,32340.4,32340.4,2.5,,,,,,,,,,,,,
