業種番号,適正管理化学物質名,報告数,使用量,製造量,製品としての出荷量,環境への排出量,環境への排出量（内、大気）,環境への排出量（内、公共用水域）,環境への排出量（内、その他）,事業所外への移動量,事業所外への移動量（内、廃棄物）,事業所外への移動量（内、廃水(下水道））,,,,,,,,,,,,,
1200,食料品製造業,2,1820,0,0,1520,1520,0,0,300,300,0,,,,,,,,,,,,,
1300,飲料・たばこ・飼料製造業(下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1320,酒類製造業,,,,,,,,,,,,,,,,,,,,,,,,
1350,たばこ製造業,,,,,,,,,,,,,,,,,,,,,,,,
1400,繊維工業（衣服その他の繊維製品を除く）,1,470,0,0,330,330,0,0,140,140,0,,,,,,,,,,,,,
1500,衣服・その他の繊維製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1700,家具・装備品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1800,パルプ・紙・紙加工品製造業,,,,,,,,,,,,,,,,,,,,,,,,
1900,出版・印刷・同関連産業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
1931,印刷業,6,40240,0,0,34090,34090,0,0,6130,6130,0,,,,,,,,,,,,,
1941,製版業,,,,,,,,,,,,,,,,,,,,,,,,
1951,製本業,,,,,,,,,,,,,,,,,,,,,,,,
1952,印刷物加工業,,,,,,,,,,,,,,,,,,,,,,,,
2000,化学工業（下の業種を除く）,24,1190730,0,1129524,10108.5,10108.5,0,0,40229.7,40229.7,0,,,,,,,,,,,,,
2060,医薬品製造業,2,480,0,190,1.7,1.7,0,0,283.8,282.8,1,,,,,,,,,,,,,
2100,石油製品・石炭製品製造業,1,2400,0,2400,4.8,4.8,0,0,0,0,0,,,,,,,,,,,,,
2200,プラスチック製品製造業,4,58380,0,819,35046,35046,0,0,22650,22650,0,,,,,,,,,,,,,
2300,ゴム製品製造業,5,2970,0,0,2670,2670,0,0,230,230,0,,,,,,,,,,,,,
2400,なめし革・同製品・毛皮製造業,1,82,0,0,82,82,0,0,0,0,0,,,,,,,,,,,,,
2500,窯業・土石製品製造業,,,,,,,,,,,,,,,,,,,,,,,,
2600,鉄鋼業,,,,,,,,,,,,,,,,,,,,,,,,
2700,非鉄金属製造業,,,,,,,,,,,,,,,,,,,,,,,,
2800,金属製品製造業（下の業種を除く）,1,320,0,0,320,320,0,0,0,0,0,,,,,,,,,,,,,
2861,金属製品塗装業,11,20560,0,70,9590,9590,0,0,8832,8832,0,,,,,,,,,,,,,
2862,溶触めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,,,,,,,,,,,,,,
2864,電気めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,,,,,,,,,,,,,,
2865,金属熱処理業,,,,,,,,,,,,,,,,,,,,,,,,
2900,一般機械器具製造業,6,4600,0,0,4304,4304,0,0,300,300,0,,,,,,,,,,,,,
3000,電気機械器具製造業（下の業種を除く）,5,824,0,0,664,664,0,0,164,164,0,,,,,,,,,,,,,
3060,電子応用装置製造業,,,,,,,,,,,,,,,,,,,,,,,,
3070,電気計測器製造業,3,2730,0,0,2140,2140,0,0,570,570,0,,,,,,,,,,,,,
3100,輸送用機械器具製造業（下の業種を除く）,10,23170,0,0,21200,21200,0,0,1032.4,632.4,400,,,,,,,,,,,,,
3120,鉄道車両・同部分品製造業,,,,,,,,,,,,,,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,,,,,,,,,,,,,,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
3230,医療用機械器具・医療用品製造業,1,200,0,0,200,200,0,0,0,0,0,,,,,,,,,,,,,
3300,武器製造業,,,,,,,,,,,,,,,,,,,,,,,,
3400,その他の製造業,2,255,0,0,255,255,0,0,0,0,0,,,,,,,,,,,,,
3500,電気業,,,,,,,,,,,,,,,,,,,,,,,,
3700,熱供給業,,,,,,,,,,,,,,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,,,,,,,,,,,,,,
3830,下水道業,,,,,,,,,,,,,,,,,,,,,,,,
3900,鉄道業,1,120,0,0,120,120,0,0,0,0,0,,,,,,,,,,,,,
4400,倉庫業,,,,,,,,,,,,,,,,,,,,,,,,
5132,石油卸売業,,,,,,,,,,,,,,,,,,,,,,,,
5930,燃料小売業,,,,,,,,,,,,,,,,,,,,,,,,
