"年月[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"202003","あなたご自身のことについて","性別","男性","156","36.3"
"202003","あなたご自身のことについて","性別","女性","271","63.0"
"202003","あなたご自身のことについて","性別","無回答","3","0.7"
"202003","あなたご自身のことについて","年齢","18～29歳","33","7.7"
"202003","あなたご自身のことについて","年齢","30～39歳","65","15.1"
"202003","あなたご自身のことについて","年齢","40～49歳","96","22.3"
"202003","あなたご自身のことについて","年齢","50～59歳","90","20.9"
"202003","あなたご自身のことについて","年齢","60～69歳","60","14.0"
"202003","あなたご自身のことについて","年齢","70歳以上","84","19.5"
"202003","あなたご自身のことについて","年齢","無回答","2","0.5"
"202003","あなたご自身のことについて","同居している家族の人数","1人","92","21.4"
"202003","あなたご自身のことについて","同居している家族の人数","2人","149","34.7"
"202003","あなたご自身のことについて","同居している家族の人数","3人","93","21.6"
"202003","あなたご自身のことについて","同居している家族の人数","4人以上","82","19.1"
"202003","あなたご自身のことについて","同居している家族の人数","無回答","14","3.3"
"202003","あなたご自身のことについて","住宅の形態","持家（一戸建）","61","14.2"
"202003","あなたご自身のことについて","住宅の形態","持家（マンション）","203","47.2"
"202003","あなたご自身のことについて","住宅の形態","借家（一戸建）","7","1.6"
"202003","あなたご自身のことについて","住宅の形態","民間の賃貸マンション・アパート","98","22.8"
"202003","あなたご自身のことについて","住宅の形態","都営住宅・区民住宅・区立住宅","16","3.7"
"202003","あなたご自身のことについて","住宅の形態","UR（旧公団）・公社の賃貸住宅","13","3.0"
"202003","あなたご自身のことについて","住宅の形態","社宅・公務員宿舎","11","2.6"
"202003","あなたご自身のことについて","住宅の形態","寮・寄宿舎・住み込み・間借り","1","0.2"
"202003","あなたご自身のことについて","住宅の形態","その他","4","0.9"
"202003","あなたご自身のことについて","住宅の形態","無回答","16","3.7"
"202003","あなたご自身のことについて","区内での居住年数","３年未満","47","10.9"
"202003","あなたご自身のことについて","区内での居住年数","４年以上５年未満","34","7.9"
"202003","あなたご自身のことについて","区内での居住年数","５年以上10年未満","59","13.7"
"202003","あなたご自身のことについて","区内での居住年数","10年以上20年未満","110","25.6"
"202003","あなたご自身のことについて","区内での居住年数","引っ越してきてから20年以上","112","26.0"
"202003","あなたご自身のことについて","区内での居住年数","生まれてからずっと港区に住んでいる","49","11.4"
"202003","あなたご自身のことについて","区内での居住年数","無回答","19","4.4"
"202003","あなたご自身のことについて","居住地区","芝地区","68","15.8"
"202003","あなたご自身のことについて","居住地区","麻布地区","86","20.0"
"202003","あなたご自身のことについて","居住地区","赤坂地区","59","13.7"
"202003","あなたご自身のことについて","居住地区","高輪地区","119","27.7"
"202003","あなたご自身のことについて","居住地区","芝浦港南地区","83","19.3"
"202003","あなたご自身のことについて","居住地区","無回答","15","3.5"

"港区の環境に関する区民アンケート（郵送）調査結果・単純集計表・あなたご自身のことについてQ15","Ver202003",,,,
