"年月[西暦]","調査項目","設問","意見や考え","回答者の属性種別","回答者の属性","大変そう思う[人]","ややそう思う[人]","あまりそう思わない[人]","全くそうは思わない[人]","無回答[人]","大変そう思う[%]","ややそう思う[%]","あまりそう思わない[%]","全くそうは思わない[%]","無回答[%]"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境保全の取組を進めることは、地域経済の発展につながる","性別","男性","41","153","34","15","0","16.9","63.0","14.0","6.2","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境保全の取組を進めることは、地域経済の発展につながる","性別","女性","78","158","29","7","0","28.7","58.1","10.7","2.6","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境保全の取組を進めることは、地域経済の発展につながる","年齢","18～29歳","16","21","6","4","0","34.0","44.7","12.8","8.5","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境保全の取組を進めることは、地域経済の発展につながる","年齢","30～39歳","23","59","12","4","0","23.5","60.2","12.2","4.1","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境保全の取組を進めることは、地域経済の発展につながる","年齢","40～49歳","32","82","26","8","0","21.6","55.4","17.6","5.4","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境保全の取組を進めることは、地域経済の発展につながる","年齢","50～59歳","22","91","13","5","0","16.8","69.5","9.9","3.8","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境保全の取組を進めることは、地域経済の発展につながる","年齢","60～69歳","17","38","4","1","0","28.3","63.3","6.7","1.7","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","環境保全の取組を進めることは、地域経済の発展につながる","年齢","70歳以上","9","20","2","0","0","29.0","64.5","6.5","0.0","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","日常生活における一人ひとりの行動が、環境に大きな影響を及ぼしている","性別","男性","83","132","20","8","0","34.2","54.3","8.2","3.3","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","日常生活における一人ひとりの行動が、環境に大きな影響を及ぼしている","性別","女性","144","111","14","3","0","52.9","40.8","5.1","1.1","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","日常生活における一人ひとりの行動が、環境に大きな影響を及ぼしている","年齢","18～29歳","21","17","7","2","0","44.7","36.2","14.9","4.3","0.0"
"202003","環境問題への関心","Q2. 環境問題に対する次の意見や考えについて、「大変そう思う」から「全くそうは思わない」までの４段階で、あなたの考えや意見に最も近いものに○をつけてください。（○はそれぞれ１つ）","日常生活における一人ひとりの行動が、環境に大きな影響を及ぼしている","年齢","30～39歳","44","47","7","0","0","44.9","48.0","7.1","0.0","0.0"
