全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,絵本,雑誌,点字本,視聴覚資料,外国語の本,新聞(全国紙),新聞(地方紙),新聞(その他),地元出身の作家の本コーナー,インターネットを使える端末,インターネットでの蔵書検索,プリンター,フリーWi-Fi,飲食物を購入できる場所,おはなし会,映画会,講座等,閲覧できる場所,映像が見れる場所,自習室,ソファー,キッズスペース,飲み物,食べ物,私語,自習,パソコン作業
131059,1,東京都文京区,真砂中央図書館,,Masago Central Library,,,,,131059,,東京都文京区本郷4-8-15,東京都,文京区,本郷 4,8-15,,35.708554,139.756996,,,(03)3815-6801,,,,,1130033,6000020131059,文京区,,09:00,21:00,開館時間（日曜・祝日）9:00-19:00、休館日：第4月曜日(祝日が重なった場合は開館し、翌日が休館)、年末年始(12/30～1/4)、特別整理期間,,,,,,,,,,,,,,,,,,,http://www.lib.city.bunkyo.tokyo.jp/lib01-masago.html,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,有,有,有,有,有,無,,,,有,無,無,,,,,,,
131059,2,東京都文京区,本郷図書館,,Hongo Library,,,,,131059,,東京都文京区千駄木3-2-6汐見地域センター内,東京都,文京区,千駄木 3,2-6,汐見地域センター内,35.72552194,139.7614226,,,(03)3828-2070,,,,,1130022,6000020131059,文京区,,09:00,21:00,開館時間（日曜・祝日）9:00-19:00、休館日：第4月曜日(祝日が重なった場合は開館し、翌日が休館)、年末年始(12/30～1/4)、特別整理期間,,,,,,,,,,,,,,,,,,,http://www.lib.city.bunkyo.tokyo.jp/lib02-hongo.html,,,,有,有,無,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,有,有,有,有,有,無,,,,有,無,無,,,,,,,
131059,3,東京都文京区,小石川図書館,,Koishikawa Library,,,,,131059,,東京都文京区小石川5-9-20,東京都,文京区,小石川 5,9-20,,35.716972,139.740124,,,(03)3814-6745,,,,,1120002,6000020131059,文京区,,09:00,21:00,開館時間（日曜・祝日）9:00-19:00、休館日：第3月曜日(祝日が重なった場合は開館し、翌日が休館)、年末年始(12/30～1/4)、特別整理期間,,,,,,,,,,,,,,,,,,,http://www.lib.city.bunkyo.tokyo.jp/lib03-koishi.html,,,,有,有,無,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,有,有,有,有,有,無,,,,有,無,無,,,,,,,
131059,4,東京都文京区,本駒込図書館,,Honkomagome Library,,,,,131059,,東京都文京区本駒込4-35-15,東京都,文京区,本駒込 4,35-15,,35.733276,139.755369,,,(03)3828-4117,,,,,1130021,6000020131059,文京区,,09:00,21:00,開館時間（日曜・祝日）9:00-19:00、休館日：第3月曜日(祝日が重なった場合は開館し、翌日が休館)、年末年始(12/30～1/4)、特別整理期間,,,,,,,,,,,,,,,,,,,http://www.lib.city.bunkyo.tokyo.jp/lib04-honkoma.html,,,,有,有,無,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,有,有,有,有,有,無,,,,有,無,無,,,,,,,
131059,5,東京都文京区,水道端図書館,,Suidobata Library,,,,,131059,,東京都文京区水道2-16-14,東京都,文京区,水道 2,16-14,,35.710636,139.737721,,,(03)3945-1621,,,,,1120005,6000020131059,文京区,,09:00,21:00,開館時間（日曜・祝日）9:00-19:00、休館日：第3月曜日(祝日が重なった場合は開館し、翌日が休館)、年末年始(12/30～1/4)、特別整理期間,,,,,,,,,,,,,,,,,,,http://www.lib.city.bunkyo.tokyo.jp/lib05-suido.html,,,,有,有,無,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,有,有,有,有,有,無,,,,有,無,無,,,,,,,
131059,6,東京都文京区,目白台図書館,,Mejirodai Library,,,,,131059,,東京都文京区関口3-17-9,東京都,文京区,関口 3,17-9,,35.715148,139.72551,,,(03)3943-5641,,,,,1120014,6000020131059,文京区,,09:00,21:00,開館時間（日曜・祝日）9:00-19:00、休館日：第4月曜日(祝日が重なった場合は開館し、翌日が休館)、年末年始(12/30～1/4)、特別整理期間,,,,,,,,,,,,,,,,,,,http://www.lib.city.bunkyo.tokyo.jp/lib06-mejiro.html,,,,有,有,無,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,有,有,有,有,有,無,,,,有,無,無,,,,,,,
131059,7,東京都文京区,千石図書館,,Sengoku Library,,,,,131059,,東京都文京区千石 1-25-3,東京都,文京区,千石 1,25-3,,35.727577,139.74375,,,(03)3946-7748,,,,,1120011,6000020131059,文京区,,09:00,20:00,開館時間（日曜・祝日）9:00-19:00、休館日：第4月曜日(祝日が重なった場合は開館し、翌日が休館)、年末年始(12/30～1/4)、特別整理期間,,,,,,,,,,,,,,,,,,,http://www.lib.city.bunkyo.tokyo.jp/lib07-sengoku.html,,,,有,有,無,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,有,有,有,有,有,無,,,,有,無,無,,,,,,,
131059,8,東京都文京区,湯島図書館,,Yushima Library,,,,,131059,,東京都文京区本郷3-10-18湯島総合センター4階,東京都,文京区,本郷 3,10-18,湯島総合センター4階,35.704012,139.763646,,,(03)3814-9242,,,,,1130033,6000020131059,文京区,,09:00,21:00,開館時間（日曜・祝日）9:00-19:00、休館日：第3月曜日(祝日が重なった場合は開館し、翌日が休館)、年末年始(12/30～1/4)、特別整理期間,,,,,,,,,,,,,,,,,,,http://www.lib.city.bunkyo.tokyo.jp/lib09-nedu.html,,,,有,有,無,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,有,有,有,有,有,無,,,,有,無,無,,,,,,,
131059,9,東京都文京区,根津図書室,,Nezu Library,,,,,131059,,東京都文京区根津2-20-7不忍通りふれあい館2階,東京都,文京区,根津 2,20-7,不忍通りふれあい館2階,35.719192,139.764204,,,(03)3824-2608,,,,,1130031,6000020131059,文京区,,09:00,21:00,開館時間（日曜・祝日）9:00-19:00、休館日：第3月曜日(10月は変更あり。祝日が重なった場合は開館し（午後5時まで）、翌日が休館)、年末年始(12/29～1/4)、特別整理期間,,,,,,,,,,,,,,,,,,,http://www.lib.city.bunkyo.tokyo.jp/lib10-otsuka.html,,,,有,有,無,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,,有,有,有,有,有,無,,,,有,無,無,,,,,,,
131059,10,東京都文京区,大塚公園みどりの図書室,,Otsuka Park Midorino Library,,,,,131059,,東京都文京区大塚4-49-2大塚公園内,東京都,文京区,大塚 4,49-2,大塚公園内,35.72383,139.73245,,,(03)3945-0734,,,,,1120012,6000020131059,文京区,,09:00,21:00,開館時間（日曜・祝日）9:00-19:00、休館日：第3月曜日(祝日が重なった場合は開館し、翌日が休館)、年末年始(12/30～1/4)、特別整理期間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
