"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","何かあったときに相談できる人がいるか不安","94","38.4","40.5"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","介助してくれる人がいるか不安","104","42.4","44.8"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","一緒に暮らす配偶者や家族がいるか不安","94","38.4","40.5"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","学校等希望する進路に進めるか不安","3","1.2","1.3"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","働く場があるか不安","47","19.2","20.3"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","十分な収入があるか不安","81","33.1","34.9"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","財産の管理ができるかどうか不安","90","36.7","38.8"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","趣味や生きがいを持てるか不安","46","18.8","19.8"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","生活する上で必要な情報が入手できるか不安","35","14.3","15.1"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","今住んでいる場所に住み続けられるか不安","94","38.4","40.5"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","健康や体力が不安","107","43.7","46.1"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","その他","10","4.1","4.3"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","不安はない","10","4.1","4.3"
"202003","将来の生活について","Q42. あなたは将来の生活について、特にどのようなことに不安を感じていますか。（あてはまるものすべてに○）","無回答","13","5.3",

"港区保健福祉基礎調査（知的障害者）・単純集計表・将来の生活についてQ42","Ver202003",,,,,
