"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","まちづくり・景観[人]","住宅対策[人]","道路・交通対策[人]","自転車対策[人]","防災・生活安全[人]","公園整備[人]","緑や水辺の整備[人]","ごみ・リサイクル[人]","地球温暖化対策[人]","環境保全・公害対策[人]","たばこ対策[人]","健康づくり[人]","区民参画・区民協働[人]","中小企業支援・商店街振興[人]","観光振興[人]","消費生活対策[人]","国際化・国際交流[人]","子育て支援[人]","学校教育の充実[人]","高齢者福祉[人]","障害者福祉[人]","低所得世帯への支援[人]","スポーツの振興[人]","生涯学習・文化振興[人]","男女平等参画の推進[人]"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","全体",,"558","175","163","141","175","130","255","145","115","156","115","78","139","62","94","78","72","38","154","126","82","57","171","96","100","117"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","男性（計）","231","80","76","60","77","49","104","58","49","69","43","36","60","24","52","33","45","19","64","56","36","29","64","38","47","45"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","男性 18～29歳","13","3","4","3","4","2","7","6","0","3","2","2","1","1","3","0","1","1","2","4","0","1","2","2","1","4"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","男性 30～39歳","38","13","11","10","20","9","12","10","5","8","2","8","10","2","8","2","7","1","18","13","3","7","2","2","3","3"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","男性 40～49歳","50","15","15","18","18","5","20","6","13","16","6","3","13","5","11","8","11","7","20","19","8","5","5","5","5","7"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","男性 50～59歳","47","17","14","8","13","10","27","14","12","20","12","11","13","7","11","8","9","3","10","8","12","10","19","12","8","14"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","男性 60～69歳","42","20","16","10","12","11","21","11","7","9","6","5","12","4","10","9","5","5","8","8","9","3","16","6","11","9"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","男性 70歳以上","40","12","15","11","10","12","17","11","12","13","15","7","10","5","9","6","12","2","6","3","4","3","19","10","18","8"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","男性 無回答","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性（計）","313","89","83","74","93","80","146","87","63","85","69","42","75","37","39","43","26","17","87","67","46","26","104","57","51","69"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 18～29歳","26","13","11","5","8","6","15","9","4","7","6","4","8","3","3","3","4","5","12","6","1","4","3","4","7","4"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 30～39歳","49","12","13","9","13","7","14","9","9","10","4","8","13","7","6","4","2","1","28","13","4","2","6","5","6","5"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 40～49歳","78","18","21","18","26","16","35","20","18","25","21","9","20","10","13","11","5","5","28","28","8","8","20","12","14","20"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 50～59歳","62","18","14","14","21","15","32","19","14","19","11","7","14","9","7","11","8","3","5","9","13","8","23","10","8","21"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 60～69歳","56","15","14","13","12","17","27","16","10","11","17","7","10","6","6","5","4","1","7","5","10","2","25","15","8","11"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 70歳以上","42","13","10","15","13","19","23","14","8","13","10","7","10","2","4","9","3","2","7","6","10","2","27","11","8","8"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","性・年代別","無回答","14","6","4","7","5","1","5","0","3","2","3","0","4","1","3","2","1","2","3","3","0","2","3","1","2","3"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","自営業主・家族従業","86","21","26","20","27","21","38","20","15","28","16","9","19","8","12","15","21","7","19","18","12","10","28","14","19","12"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","会社員・団体職員・公務員","243","87","74","60","87","49","112","64","50","65","43","33","56","32","47","29","28","18","87","69","36","28","60","34","31","56"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","アルバイト・パートタイマー","35","13","10","12","9","11","14","11","10","8","10","5","11","4","3","2","3","2","6","5","5","2","11","7","10","8"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","家事専業","55","7","13","9","18","15","23","19","13","15","13","10","12","3","10","9","4","3","10","9","10","4","17","9","6","8"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","学生","13","3","6","4","6","4","9","5","0","4","3","3","5","1","2","2","2","2","3","3","1","3","4","4","4","4"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","無職","81","26","20","22","17","24","39","20","19","24","21","10","22","8","14","18","10","3","15","10","13","7","37","19","22","20"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","その他","31","13","10","8","9","4","15","5","5","10","7","8","9","4","4","2","3","2","12","9","5","2","10","6","6","6"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","職業別","無回答","14","5","4","6","2","2","5","1","3","2","2","0","5","2","2","1","1","1","2","3","0","1","4","3","2","3"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","居住地区別","芝地区","86","29","21","17","26","16","41","21","17","17","15","12","23","10","15","5","11","3","21","12","6","8","28","15","15","20"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","居住地区別","麻布地区","87","24","31","20","28","21","33","14","19","27","16","9","22","10","18","16","15","8","27","20","13","6","19","10","20","17"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","居住地区別","赤坂地区","81","25","28","23","24","26","41","19","18","25","12","6","21","11","18","17","11","6","21","11","14","7","22","11","14","14"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","居住地区別","高輪地区","146","50","43","47","48","30","63","43","33","41","32","24","30","14","20","16","20","8","37","40","23","17","48","27","22","30"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","居住地区別","芝浦港南地区","139","43","35","27","44","34","70","46","25","42","36","25","34","15","21","22","13","12","44","37","22","17","46","28","24","31"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","居住地区別","無回答","19","4","5","7","5","3","7","2","3","4","4","2","9","2","2","2","2","1","4","6","4","2","8","5","5","5"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","持家（一戸建）","64","23","19","21","22","16","32","20","15","20","13","9","20","6","11","8","15","3","11","14","12","4","24","11","18","16"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","持家（マンション）","267","80","88","72","87","70","126","66","56","79","62","41","64","29","41","39","29","19","70","56","46","28","92","50","40","61"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","借家（一戸建）","9","2","2","2","3","2","4","2","1","4","2","1","3","1","1","1","2","1","3","4","1","0","4","2","3","3"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","民間の賃貸マンション・アパート","151","45","43","33","48","29","64","42","29","35","21","17","34","21","31","22","20","10","55","39","16","18","31","19","20","25"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","都営住宅・区営住宅・区立住宅","26","9","4","5","4","5","9","2","4","5","3","2","5","1","3","3","3","2","6","6","4","5","8","7","10","4"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","5","1","2","4","2","5","6","1","5","6","3","2","0","3","1","1","1","2","2","1","0","5","3","3","2"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","社宅・公務員宿舎","10","4","2","1","3","3","7","4","4","4","2","2","4","1","1","1","1","0","2","1","1","1","3","2","3","2"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","寮・寄宿舎・住み込み・間借り","4","2","0","0","0","2","3","1","1","1","1","2","2","1","0","0","0","0","2","1","1","0","2","1","1","1"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","その他","5","1","1","0","2","0","2","2","2","1","3","1","1","1","1","2","0","1","1","0","0","0","0","0","0","1"
