全国地方公共団体コード,ID,地方公共団体名,地区名,ごみの品目,ごみの品目_カナ,ごみの品目_英字,分別区分,出し方,注意点,備考,粗大ごみ回収料金
132012,132012GMLT000001,八王子市,全域,アイロン,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000002,八王子市,全域,アイロン台,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000003,八王子市,全域,空き缶,,,缶,家庭で用意した容器,,飲料用・食品用のみ対象,
132012,132012GMLT000004,八王子市,全域,空き箱（紙製）,,,雑誌・雑紙,ひもでしっかりとしばる,,ダンボール製はダンボールへ,
132012,132012GMLT000005,八王子市,全域,空きびん,,,びん,家庭で用意した容器,,飲料用・食品用・化粧品用のみ対象,
132012,132012GMLT000006,八王子市,全域,アコーディオンカーテン,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000007,八王子市,全域,足ふきマット（繊維製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000008,八王子市,全域,足踏みミシン,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000009,八王子市,全域,アタッシュケース,,,不燃ごみ,指定袋（黄色）,,革製のものは可燃ごみへ,
132012,132012GMLT000010,八王子市,全域,アダプター（電源用）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000011,八王子市,全域,油,,,可燃ごみ,指定袋（青色）,,紙・布にしみ込ませるか、凝固剤で固めてください,
132012,132012GMLT000012,八王子市,全域,油紙,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000013,八王子市,全域,油取り紙,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000014,八王子市,全域,油びん（食用）,,,びん,家庭で用意した容器,,油を切ってください,
132012,132012GMLT000015,八王子市,全域,雨具（カッパ）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000016,八王子市,全域,編み機,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000017,八王子市,全域,網戸,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,お問い合わせください。,
132012,132012GMLT000018,八王子市,全域,アルカリ乾電池,,,有害ごみ,透明・半透明の袋,,,
132012,132012GMLT000019,八王子市,全域,アルバム,,,可燃ごみ,指定袋（青色）,,金具はできるだけ外して不燃ごみへ,
132012,132012GMLT000020,八王子市,全域,アルミコーティング袋,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000021,八王子市,全域,アルミサッシ,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,数量制限があります。お問い合わせください。,
132012,132012GMLT000022,八王子市,全域,アルミ箔,,,不燃ごみ,指定袋（黄色）,,汚れが取れない物は可燃ごみへ,
