設置,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号,定員
社福法人,三井記念病院,101-0024,千代田区神田和泉町１,139.777421,35.699016,JGD2011,03-3862-9111,-
社福法人,総合母子保健センター愛育病院,105-8321,港区芝浦１－１６－１０,139.752402,35.645958,JGD2011,03-6453-7300,-
社福法人,総合母子保健センター愛育クリニック,106-8580,港区南麻布５－６－８,139.726843,35.653445,JGD2011,03-3473-8310,-
社福法人,東京都済生会中央病院,108-0073,港区三田１－４－１７,139.7442,35.653962,JGD2011,03-3451-8211,-
社福法人,聖母病院,161-8521,新宿区中落合２－５－１,139.693491,35.720439,JGD2011,03-3951-1111,-
事務組合,橋場診療所歯科,111-0023,台東区橋場２－２－５,139.807071,35.726265,JGD2011,03-3875-8480,-
事務組合,橋場診療所,111-0023,台東区橋場２－２－５,139.807071,35.726265,JGD2011,03-3875-8480,-
社福法人,浅草寺病院,111-0032,台東区浅草２－３０－１７,139.796655,35.715807,JGD2011,03-3841-3330,-
社福法人,賛育会病院,130-0012,墨田区太平３－２０－２,139.813938,35.702572,JGD2011,03-3622-9191,-
社福法人,同愛記念病院,130-0015,墨田区横網２－１－１１,139.794293,35.6999,JGD2011,03-3625-6381,-
社福法人,東京都済生会向島病院,131-0041,墨田区八広１－５－１０,139.822133,35.720616,JGD2011,03-3610-3651,-
社福法人,あそか病院,135-0002,江東区住吉１－１８－１,139.811861,35.689859,JGD2011,03-3632-0290,-
医療法人,大田歯科,143-0012,大田区大森東４－３－１１,139.73774,35.568489,JGD2011,03-3762-0418,-
医療法人,大田病院,143-0012,大田区大森東４－４－１４,139.737904,35.569178,JGD2011,03-3762-8421,-
医療法人,大田病院附属大森中診療所,143-0014,大田区大森中１－２２－２,139.735268,35.568672,JGD2011,03-6404-2301,-
社福法人,児玉経堂病院,156-0052,世田谷区経堂２－５－２１,139.635398,35.652473,JGD2011,03-3420-1028,-
社福法人,有隣病院,156-0055,世田谷区船橋２－１５－３８,139.619191,35.651023,JGD2011,03-3482-3611,-
社福法人,久我山病院,157-0061,世田谷区北烏山２－１４－２０,139.598894,35.681622,JGD2011,03-3309-1111,-
医療法人,代々木病院,151-8556,渋谷区千駄ヶ谷１－３０－７,139.709696,35.680736,JGD2011,03-3404-7661,-
医療法人,中野共立病院,164-0001,中野区中野５－４４－７,139.667329,35.708834,JGD2011,03-3386-3166,-
医療法人,中野共立病院附属中野共立診療所,164-0001,中野区中野５－４５－４,139.667352,35.708137,JGD2011,03-3386-7311,-
医療法人,川島診療所,164-0013,中野区弥生町３－２７－１１,139.672424,35.687582,JGD2011,03-3372-4438,-
社福法人,武蔵野療園病院,165-0022,中野区江古田２－２４－１１,139.664157,35.727277,JGD2011,03-3389-5511,-
社福法人,中野江古田病院,165-0022,中野区江古田４－１９－９,139.663204,35.727382,JGD2011,03-3387-7321,-
他の法人,救世軍ブース記念病院,166-0012,杉並区和田１－４０－５,139.660572,35.6907,JGD2011,03-3381-7236,-
社福法人,浴風会病院,168-0071,杉並区高井戸西１－１２－１,139.609946,35.680417,JGD2011,03-3332-6511,-
事務組合,王子生協病院,114-0003,北区豊島３－４－１５,139.744135,35.760211,JGD2011,03-3912-2201,-
社福法人,滝野川病院,114-0023,北区滝野川２－３２－１２,139.731411,35.750565,JGD2011,03-3910-6336,-
社福法人,上智クリニック,116-0001,荒川区町屋４－９－１０,139.776805,35.747231,JGD2011,03-3892-4514,-
社福法人,日暮里上宮病院,116-0014,荒川区東日暮里２－２９－８,139.785114,35.728697,JGD2011,03-3891-5291,-
医療法人,小豆沢病院,174-0051,板橋区小豆沢１－６－８,139.700727,35.772989,JGD2011,03-3966-8411,-
公益法人,板橋区医師会病院,175-0082,板橋区高島平３－１２－６,139.658058,35.786975,JGD2011,03-3975-8151,-
事務組合,大泉生協病院,178-0063,練馬区東大泉６－３－３,139.584479,35.741481,JGD2011,03-5387-3111,-
医療法人,柳原リハビリテーション病院,120-0022,足立区柳原１－２７－５,139.812049,35.745896,JGD2011,03-5813-2121,-
医療法人,柳原病院,120-0023,足立区千住曙町３５－１,139.816408,35.741969,JGD2011,03-3882-1928,-
社福法人,勝楽堂病院,120-0032,足立区千住柳町５－１,139.797242,35.753022,JGD2011,03-3881-0137,-
社福法人,江戸川病院,133-0052,江戸川区東小岩２－２４－１８,139.892892,35.728607,JGD2011,03-3673-1221,-
社福法人,メディカルプラザ江戸川,133-0052,江戸川区東小岩２－６－１,139.891626,35.728229,JGD2011,03-3673-1566,-
他の法人,仁和会総合病院,192-0046,八王子市明神町４－８－１,139.341467,35.658299,JGD2011,042-644-3711,-
医療法人,相互歯科,190-0022,立川市錦町１－１７－１０　健生会歯科ビル,139.421801,35.696671,JGD2011,042-525-6480,-
医療法人,立川相互ふれあいクリニック,190-0022,立川市錦町１－２３－４,139.422562,35.695991,JGD2011,042-524-1371,-
医療法人,立川相互病院,190-8578,立川市緑町４－１,139.413293,35.703626,JGD2011,042-525-2585,-
社福法人,昭島病院,196-0022,昭島市中神町１２６０,139.382215,35.709385,JGD2011,042-546-3111,-
社福法人,桜町病院,184-8511,小金井市桜町１－２－２０,139.511426,35.709547,JGD2011,042-383-4111,-
社福法人,南台病院,187-0032,小平市小川町１－４８５,139.440373,35.727651,JGD2011,042-341-7111,-
社福法人,多摩済生病院,187-0041,小平市美園町３－１１－１,139.489257,35.740607,JGD2011,042-341-1611,-
社福法人,緑風荘病院,189-0012,東村山市萩山町３－３１－１,139.468078,35.74455,JGD2011,042-392-1101,-
社福法人,東京白十字病院,189-0021,東村山市諏訪町２－２６－１,139.463658,35.771892,JGD2011,042-391-6111,-
社福法人,国分寺病院,185-0014,国分寺市東恋ケ窪４－２－２,139.469438,35.706505,JGD2011,042-322-0123,-
他の法人,救世軍清瀬病院,204-0023,清瀬市竹丘１－１７－９,139.507249,35.770235,JGD2011,0424-91-1411,-
社福法人,清瀬リハビリテーション病院,204-0023,清瀬市竹丘３－３－３３,139.502652,35.767971,JGD2011,042-493-6111,-
社福法人,信愛病院,204-0024,清瀬市梅園２－５－９,139.503152,35.77382,JGD2011,042-491-3211,-
社福法人,ベトレヘムの園病院,204-0024,清瀬市梅園３－１４－７２,139.501658,35.772012,JGD2011,042-491-2525,-
社福法人,桜ケ丘記念病院,206-0021,多摩市連光寺１－１－１,139.457608,35.647819,JGD2011,042-375-6311,-
