項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,739,-,-,101,-,105,-,107,-,110,-,110,-,104,-,102,-
0,世帯人員,2.98,-,-,2.68,-,2.77,-,2.89,-,3,-,2.99,-,3.15,-,3.34,-
0,有業人員,1.31,-,-,1.06,-,1.28,-,1.21,-,1.25,-,1.21,-,1.55,-,1.6,-
0,世帯主平均年齢,59.2,-,-,64.4,-,61.8,-,59.6,-,61.6,-,57,-,54.7,-,55.5,-
0,消費支出,349838,100,-3.8,105473,100,163220,100,209021,100,254338,100,314960,100,418144,100,979159,100
2,基礎的支出,168991,48.3,-2.5,81759,77.5,115233,70.6,133264,63.8,166872,65.6,184421,58.6,219222,52.4,281082,28.7
3,選択的支出,180846,51.7,-5.1,23713,22.5,47987,29.4,75757,36.2,87466,34.4,130539,41.4,198922,47.6,698077,71.3
1,食料,88451,25.3,3.9,51770,49.1,63771,39.1,77775,37.2,83515,32.8,95117,30.2,113937,27.2,132836,13.6
2,基礎的支出,67603,19.3,1.9,45085,42.7,53405,32.7,63064,30.2,68996,27.1,73372,23.3,81359,19.5,87724,9
3,選択的支出,20849,6,11.2,6686,6.3,10366,6.4,14711,7,14519,5.7,21745,6.9,32578,7.8,45112,4.6
1,住居,21003,6,-2.4,1773,1.7,9702,5.9,9454,4.5,20594,8.1,25283,8,29605,7.1,50347,5.1
2,基礎的支出,19682,5.6,-3.5,1773,1.7,9682,5.9,7888,3.8,20390,8,23436,7.4,29044,6.9,45304,4.6
3,選択的支出,1321,0.4,17.2,-,-,19,0,1565,0.7,204,0.1,1847,0.6,560,0.1,5043,0.5
1,光熱・水道,23946,6.8,-15.4,15465,14.7,21151,13,22060,10.6,25405,10,24761,7.9,29737,7.1,28962,3
2,基礎的支出,23946,6.8,-15.4,15465,14.7,21151,13,22060,10.6,25405,10,24761,7.9,29737,7.1,28962,3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,9578,2.7,-6.1,2842,2.7,5363,3.3,5127,2.5,7765,3.1,9240,2.9,14246,3.4,22346,2.3
2,基礎的支出,5622,1.6,-2.9,2484,2.4,3754,2.3,4343,2.1,5915,2.3,6610,2.1,7215,1.7,9002,0.9
3,選択的支出,3956,1.1,-10.3,359,0.3,1608,1,783,0.4,1849,0.7,2630,0.8,7032,1.7,13344,1.4
1,被服及び履物,14929,4.3,-15.3,3233,3.1,6465,4,9535,4.6,10596,4.2,15615,5,24607,5.9,34266,3.5
2,基礎的支出,911,0.3,15.9,443,0.4,742,0.5,641,0.3,999,0.4,847,0.3,823,0.2,1877,0.2
3,選択的支出,14018,4,-16.8,2790,2.6,5723,3.5,8894,4.3,9598,3.8,14768,4.7,23784,5.7,32389,3.3
1,保健医療,16305,4.7,11.8,5149,4.9,6659,4.1,8995,4.3,9603,3.8,14307,4.5,17822,4.3,51372,5.2
2,基礎的支出,14476,4.1,15.7,4839,4.6,6297,3.9,7646,3.7,8753,3.4,12789,4.1,15118,3.6,45682,4.7
3,選択的支出,1830,0.5,-12,309,0.3,362,0.2,1348,0.6,850,0.3,1518,0.5,2704,0.6,5690,0.6
1,交通・通信,41224,11.8,28.3,6122,5.8,11563,7.1,16582,7.9,25832,10.2,37478,11.9,44239,10.6,146050,14.9
2,基礎的支出,8406,2.4,-17.3,2628,2.5,3430,2.1,4925,2.4,9888,3.9,10690,3.4,11953,2.9,15255,1.6
3,選択的支出,32818,9.4,49.4,3494,3.3,8132,5,11658,5.6,15943,6.3,26788,8.5,32286,7.7,130795,13.4
1,教育,45215,12.9,-17.7,510,0.5,3707,2.3,5573,2.7,3024,1.2,7475,2.4,21184,5.1,273692,28
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,45215,12.9,-17.7,510,0.5,3707,2.3,5573,2.7,3024,1.2,7475,2.4,21184,5.1,273692,28
1,教養娯楽,34349,9.8,-7.5,8717,8.3,14999,9.2,23032,11,33596,13.2,37906,12,51007,12.2,70832,7.2
2,基礎的支出,7231,2.1,-6.2,4044,3.8,6495,4,7069,3.4,8227,3.2,7989,2.5,8959,2.1,7820,0.8
3,選択的支出,27118,7.8,-7.8,4672,4.4,8504,5.2,15964,7.6,25369,10,29917,9.5,42048,10.1,63013,6.4
1,その他の消費支出,54837,15.7,-12,9891,9.4,19840,12.2,30889,14.8,34408,13.5,47778,15.2,71759,17.2,168456,17.2
2,基礎的支出,21115,6,-1,4997,4.7,10275,6.3,15628,7.5,18297,7.2,23928,7.6,35014,8.4,39457,4
3,選択的支出,33722,9.6,-17.7,4894,4.6,9565,5.9,15260,7.3,16111,6.3,23850,7.6,36745,8.8,128999,13.2
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年4月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
