項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2259,-,3009,-,3704,-,1028,-
0,0,0,0,0,調査世帯数,363,-,80,-,109,-,137,-,37,-
0,0,0,0,0,世帯人員,3.36,-,2,-,3,-,4,-,5.11,-
0,0,0,0,0,有業人員,1.64,-,1.58,-,1.63,-,1.66,-,1.71,-
0,0,0,0,0,世帯主平均年齢,48.2,-,55.7,-,47,-,45.4,-,45.4,-
1,0,0,0,0,受取,986515,-,960972,-,1005227,-,997915,-,946799,-
1,1,0,0,0,実収入,495942,100,463381,100,503093,100,528291,100,429990,100
1,2,0,0,0,経常収入,491614,99.1,462225,99.8,499607,99.3,521009,98.6,426876,99.3
1,3,0,0,0,勤め先収入,483814,97.6,443979,95.8,493174,98,517001,97.9,424373,98.7
1,4,0,0,0,世帯主収入,425101,85.7,361971,78.1,453317,90.1,453194,85.8,380023,88.4
1,6,0,0,0,うち男,394144,79.5,294607,63.6,408670,81.2,449483,85.1,370983,86.3
1,5,0,0,0,定期収入,414064,83.5,360809,77.9,421482,83.8,450878,85.3,376746,87.6
1,5,0,0,0,臨時収入,2433,0.5,1162,0.3,3244,0.6,2316,0.4,3277,0.8
1,5,0,0,0,賞与,8603,1.7,-,-,28592,5.7,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,50683,10.2,68988,14.9,35696,7.1,58244,11,27075,6.3
1,6,0,0,0,うち女,49547,10,63961,13.8,35696,7.1,58244,11,27075,6.3
1,4,0,0,0,他の世帯員収入,8030,1.6,13020,2.8,4160,0.8,5564,1.1,17276,4
1,3,0,0,0,事業・内職収入,5112,1,14419,3.1,2304,0.5,2441,0.5,2503,0.6
1,4,0,0,0,家賃収入,3195,0.6,13932,3,-,-,127,0,-,-
1,4,0,0,0,他の事業収入,794,0.2,-,-,1049,0.2,597,0.1,2503,0.6
1,4,0,0,0,内職収入,1124,0.2,487,0.1,1255,0.2,1717,0.3,-,-
1,3,0,0,0,他の経常収入,2688,0.5,3828,0.8,4130,0.8,1567,0.3,-,-
1,4,0,0,0,財産収入,246,0,98,0,655,0.1,72,0,-,-
1,4,0,0,0,社会保障給付,1740,0.4,3001,0.6,1810,0.4,1398,0.3,-,-
1,5,0,0,0,公的年金給付,1222,0.2,3001,0.6,1810,0.4,-,-,-,-
1,5,0,0,0,他の社会保障給付,518,0.1,-,-,-,-,1398,0.3,-,-
1,4,0,0,0,仕送り金,702,0.1,729,0.2,1665,0.3,97,0,-,-
1,2,0,0,0,特別収入,4327,0.9,1156,0.2,3486,0.7,7282,1.4,3114,0.7
1,3,0,0,0,受贈金,2639,0.5,849,0.2,1771,0.4,4641,0.9,1899,0.4
1,3,0,0,0,他の特別収入,1688,0.3,308,0.1,1715,0.3,2640,0.5,1215,0.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),410113,-,397198,-,424099,-,400448,-,432383,-
1,2,0,0,0,預貯金引出,335526,-,314313,-,352863,-,330910,-,348034,-
1,2,0,0,0,保険金,169,-,750,-,-,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,169,-,750,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,25,-,-,-,-,-,67,-,-,-
1,2,0,0,0,分割払購入借入金,1203,-,-,-,32,-,7,-,11586,-
1,2,0,0,0,一括払購入借入金,72523,-,82078,-,71143,-,67751,-,72760,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,667,-,57,-,62,-,1714,-,3,-
1,1,0,0,0,繰入金,80461,-,100392,-,78034,-,69175,-,84427,-
2,0,0,0,0,支払,986515,-,960972,-,1005227,-,997915,-,946799,-
2,1,0,0,0,実支出,440916,-,453991,-,438644,-,432000,-,450956,-
2,2,0,0,0,生計支出,346075,-,367510,-,341660,-,330792,-,366965,-
2,3,0,0,0,消費支出,340209,100,343397,100,341660,100,329662,100,366965,100
2,4,1,0,0,食料,84693,24.9,81036,23.6,81415,23.8,87268,26.5,93050,25.4
2,5,1,1,0,穀類,6056,1.8,4543,1.3,5649,1.7,6707,2,8227,2.2
2,6,1,1,1,米類,1553,0.5,837,0.2,1184,0.3,2047,0.6,2428,0.7
2,6,1,1,2,パン,2824,0.8,2453,0.7,2854,0.8,2880,0.9,3347,0.9
2,6,1,1,3,麺類,1191,0.4,887,0.3,1153,0.3,1293,0.4,1610,0.4
2,6,1,1,4,他の穀類,488,0.1,366,0.1,459,0.1,487,0.1,841,0.2
2,5,1,2,0,魚介類,5454,1.6,5411,1.6,5483,1.6,5342,1.6,5865,1.6
2,6,1,2,1,生鮮魚介,3258,1,3042,0.9,3298,1,3347,1,3290,0.9
2,6,1,2,2,塩干魚介,954,0.3,985,0.3,976,0.3,869,0.3,1127,0.3
2,6,1,2,3,魚肉練製品,482,0.1,518,0.2,436,0.1,472,0.1,574,0.2
2,6,1,2,4,他の魚介加工品,760,0.2,865,0.3,773,0.2,653,0.2,874,0.2
2,5,1,3,0,肉類,7980,2.3,5481,1.6,7511,2.2,9055,2.7,10974,3
2,6,1,3,1,生鮮肉,6573,1.9,4465,1.3,6112,1.8,7520,2.3,9143,2.5
2,6,1,3,2,加工肉,1407,0.4,1017,0.3,1399,0.4,1535,0.5,1831,0.5
2,5,1,4,0,乳卵類,4355,1.3,3350,1,4372,1.3,4678,1.4,5350,1.5
2,6,1,4,1,牛乳,1211,0.4,758,0.2,1253,0.4,1257,0.4,1923,0.5
