区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,729,-,-,99,-,102,-,111,-,104,-,106,-,106,-,101,-
0,0,世帯人員,3.02,-,-,2.58,-,2.79,-,3.03,-,3.08,-,3.34,-,3.15,-,3.13,-
0,0,有業人員,1.34,-,-,1.05,-,1.15,-,1.25,-,1.44,-,1.54,-,1.45,-,1.46,-
0,0,世帯主平均年齢,58.9,-,-,65.5,-,63.5,-,59.9,-,56.7,-,54.3,-,55.6,-,56.7,-
0,0,消費支出,284441,100,-0.7,97302,100,151236,100,201919,100,237012,100,280047,100,358536,100,663172,100
1,0,商品,147020,51.7,-7.2,77652,79.8,105993,70.1,126967,62.9,139508,58.9,152516,54.5,177022,49.4,248784,37.5
1,1,耐久財,9636,3.4,-50.8,675,0.7,891,0.6,2368,1.2,5315,2.2,8206,2.9,10497,2.9,39420,5.9
1,2,半耐久財,21616,7.6,-4.6,3731,3.8,8465,5.6,11391,5.6,17212,7.3,21925,7.8,30418,8.5,58005,8.7
1,3,非耐久財,115768,40.7,-0.4,73246,75.3,96638,63.9,113207,56.1,116981,49.4,122385,43.7,136107,38,151359,22.8
1,0,サービス,137421,48.3,7.3,19650,20.2,45243,29.9,74952,37.1,97504,41.1,127531,45.5,181514,50.6,414388,62.5
2,0,食料,85326,30,4.9,49197,50.6,67428,44.6,79101,39.2,84356,35.6,87067,31.1,111687,31.2,118079,17.8
2,3,非耐久財,68224,24,7.3,45125,46.4,59460,39.3,66881,33.1,68912,29.1,68944,24.6,81702,22.8,86325,13
2,4,サービス,17101,6,-3.8,4072,4.2,7968,5.3,12220,6.1,15444,6.5,18123,6.5,29984,8.4,31753,4.8
2,0,住居,23514,8.3,-0.1,1602,1.6,8188,5.4,10059,5,19514,8.2,20519,7.3,35482,9.9,69083,10.4
2,1,耐久財,2424,0.9,88.3,-,-,-,-,-,-,126,0.1,1344,0.5,2228,0.6,13248,2
2,2,半耐久財,368,0.1,117.8,3,0,266,0.2,83,0,186,0.1,154,0.1,772,0.2,1109,0.2
2,4,サービス,20722,7.3,-6.2,1599,1.6,7923,5.2,9976,4.9,19202,8.1,19021,6.8,32482,9.1,54726,8.3
2,0,光熱・水道（非耐久財）,27595,9.7,-18.3,18032,18.5,24422,16.1,29078,14.4,27134,11.4,31676,11.3,29060,8.1,33626,5.1
2,0,家具・家事用品,7939,2.8,-22.8,3226,3.3,4014,2.7,6362,3.2,7261,3.1,8298,3,9192,2.6,17170,2.6
2,1,耐久財,2382,0.8,-25.1,497,0.5,385,0.3,1139,0.6,2684,1.1,2060,0.7,2152,0.6,7750,1.2
2,2,半耐久財,2494,0.9,-35.2,980,1,1509,1,2561,1.3,2007,0.8,3116,1.1,3199,0.9,4055,0.6
2,3,非耐久財,2472,0.9,14.3,1423,1.5,1686,1.1,2478,1.2,2384,1,2815,1,3413,1,3088,0.5
2,4,サービス,592,0.2,-45.7,326,0.3,434,0.3,184,0.1,185,0.1,307,0.1,427,0.1,2277,0.3
2,0,被服及び履物,11231,3.9,-11.9,2281,2.3,3786,2.5,5611,2.8,10517,4.4,12717,4.5,16199,4.5,27433,4.1
2,2,半耐久財,10709,3.8,-11.7,2186,2.2,3550,2.3,5438,2.7,10204,4.3,12097,4.3,15047,4.2,26371,4
2,4,サービス,522,0.2,-16.6,95,0.1,236,0.2,173,0.1,312,0.1,620,0.2,1152,0.3,1061,0.2
2,0,保健医療,14239,5,3.6,5333,5.5,8315,5.5,9265,4.6,12686,5.4,15050,5.4,14730,4.1,34222,5.2
2,1,耐久財,432,0.2,-32.8,-,-,181,0.1,89,0,944,0.4,355,0.1,270,0.1,1191,0.2
2,2,半耐久財,1178,0.4,494.9,41,0,156,0.1,95,0,154,0.1,626,0.2,41,0,7127,1.1
2,3,非耐久財,4930,1.7,7.2,3102,3.2,3426,2.3,4190,2.1,5878,2.5,5626,2,5828,1.6,6447,1
2,4,サービス,7699,2.7,-7.2,2190,2.3,4553,3,4891,2.4,5710,2.4,8443,3,8591,2.4,19457,2.9
