項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,368,-,-,55,-,52,-,51,-,51,-,55,-,50,-,54,-
0,0,世帯人員,3.39,-,-,3.4,-,3.22,-,3.18,-,3.46,-,3.37,-,3.69,-,3.41,-
0,0,有業人員,1.69,-,-,1.57,-,1.71,-,1.57,-,1.54,-,1.67,-,1.81,-,1.94,-
0,0,世帯主平均年齢,48.8,-,-,51.9,-,52.3,-,46.3,-,48.2,-,44.9,-,48,-,49.8,-
0,0,消費支出,345687,-,3.2,285532,-,255222,-,272916,-,292651,-,359598,-,413069,-,538200,-
0,0,公共的料金,88247,25.5,3,67258,23.6,63515,24.9,89236,32.7,92548,31.6,89234,24.8,116041,28.1,99109,18.4
1,0,公共料金等,56376,16.3,-2.6,54846,19.2,47652,18.7,49219,18,54022,18.5,58106,16.2,63109,15.3,67515,12.5
1,1,米,2055,0.6,33.9,2067,0.7,1911,0.7,1802,0.7,2341,0.8,2577,0.7,1568,0.4,2125,0.4
1,1,食塩,32,0,-27.3,14,0,37,0,46,0,19,0,27,0,48,0,29,0
1,1,学校給食,873,0.3,12.5,905,0.3,201,0.1,630,0.2,1045,0.4,887,0.2,1794,0.4,640,0.1
1,1,公営家賃,2115,0.6,-13.1,3333,1.2,1683,0.7,3773,1.4,2811,1,-,-,1581,0.4,1632,0.3
1,1,電気代,7928,2.3,-21.1,8040,2.8,7236,2.8,6951,2.5,7626,2.6,7518,2.1,9552,2.3,8557,1.6
1,1,都市ガス,3130,0.9,-15.5,3138,1.1,2712,1.1,2745,1,3171,1.1,3103,0.9,3428,0.8,3609,0.7
1,1,上下水道料,5261,1.5,3.5,4914,1.7,4735,1.9,5226,1.9,4567,1.6,6097,1.7,6273,1.5,4980,0.9
1,1,医科診療代,2290,0.7,12.4,1551,0.5,2280,0.9,2460,0.9,2149,0.7,2655,0.7,2925,0.7,1994,0.4
1,1,歯科診療代,1179,0.3,20.1,651,0.2,899,0.4,3084,1.1,619,0.2,1638,0.5,571,0.1,761,0.1
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,287,0.1,-84.3,-,-,1508,0.6,259,0.1,-,-,255,0.1,-,-,-,-
1,1,鉄道運賃,6018,1.7,10.5,6103,2.1,7694,3,1345,0.5,4793,1.6,5866,1.6,4973,1.2,11415,2.1
1,1,鉄道通学定期代,381,0.1,-48.7,-,-,-,-,-,-,-,-,1334,0.4,316,0.1,1005,0.2
1,1,鉄道通勤定期代,2247,0.7,-4.4,1669,0.6,446,0.2,2488,0.9,3139,1.1,3179,0.9,3669,0.9,1101,0.2
1,1,バス代,709,0.2,28.2,536,0.2,285,0.1,454,0.2,346,0.1,781,0.2,644,0.2,1906,0.4
1,1,バス通学定期代,101,0,98,-,-,-,-,-,-,713,0.2,-,-,-,-,-,-
1,1,バス通勤定期代,115,0,-42.2,128,0,-,-,-,-,674,0.2,-,-,-,-,13,0
1,1,タクシー代,1291,0.4,72.8,1290,0.5,924,0.4,642,0.2,392,0.1,598,0.2,1363,0.3,3817,0.7
1,1,航空運賃,1059,0.3,-37,4438,1.6,-,-,-,-,-,-,1900,0.5,-,-,1100,0.2
1,1,郵便料,203,0.1,25.3,327,0.1,185,0.1,55,0,172,0.1,141,0,271,0.1,274,0.1
1,1,固定電話通信料,1890,0.5,-1.8,3044,1.1,1919,0.8,1612,0.6,1818,0.6,1445,0.4,1343,0.3,2070,0.4
1,1,移動電話通信料,12433,3.6,8.3,9901,3.5,9397,3.7,11513,4.2,13059,4.5,13059,3.6,15826,3.8,14194,2.6
1,1,ＮＨＫ放送受信料,1775,0.5,21.9,922,0.3,1031,0.4,1833,0.7,2258,0.8,1224,0.3,2222,0.5,2922,0.5
1,1,ケーブルテレビ放送受信料,994,0.3,1.9,1009,0.4,621,0.2,858,0.3,757,0.3,965,0.3,1136,0.3,1607,0.3
1,1,他の放送受信料,133,0,-20.4,69,0,33,0,220,0.1,14,0,138,0,239,0.1,215,0
1,1,国公立小学校,188,0.1,172.5,192,0.1,56,0,6,0,107,0,163,0,472,0.1,317,0.1
1,1,国公立中学校,490,0.1,-7.4,268,0.1,836,0.3,583,0.2,313,0.1,311,0.1,889,0.2,225,0
1,1,国公立高校,528,0.2,68.2,-,-,-,-,-,-,771,0.3,925,0.3,1130,0.3,862,0.2
1,1,国公立大学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,たばこ,670,0.2,13.2,335,0.1,1023,0.4,634,0.2,349,0.1,1320,0.4,876,0.2,145,0
2,0,準公共料金等,31871,9.2,14.8,12412,4.3,15863,6.2,40017,14.7,38526,13.2,31128,8.7,52932,12.8,31594,5.9
2,1,牛乳,1328,0.4,-1.1,984,0.3,1808,0.7,1490,0.5,1309,0.4,1203,0.3,1085,0.3,1419,0.3
2,1,灯油,9,0,...,-,-,66,0,-,-,-,-,-,-,-,-,-,-
2,1,プロパンガス,280,0.1,-22,352,0.1,191,0.1,403,0.1,299,0.1,345,0.1,369,0.1,-,-
2,1,理髪料,421,0.1,17.6,524,0.2,335,0.1,349,0.1,469,0.2,567,0.2,292,0.1,413,0.1
2,1,パーマネント代,170,0,-25.4,222,0.1,-,-,39,0,-,-,-,-,226,0.1,698,0.1
2,1,洗濯代,774,0.2,15.4,596,0.2,174,0.1,261,0.1,1156,0.4,46,0,619,0.1,2570,0.5
2,1,新聞,2019,0.6,-19.9,2361,0.8,1921,0.8,1600,0.6,2036,0.7,1514,0.4,2028,0.5,2682,0.5
2,1,私立小学校,178,0.1,...,-,-,-,-,-,-,1258,0.4,-,-,-,-,-,-
2,1,私立中学校,757,0.2,-39.1,-,-,-,-,-,-,-,-,2890,0.8,1990,0.5,383,0.1
2,1,私立高校,4448,1.3,105,176,0.1,-,-,717,0.3,6728,2.3,3486,1,9405,2.3,10538,2
2,1,私立大学,2994,0.9,61.1,-,-,-,-,129,0,-,-,8337,2.3,11768,2.8,548,0.1
2,1,幼児教育費用,2930,0.8,27.8,3813,1.3,2237,0.9,2046,0.7,3741,1.3,2644,0.7,2538,0.6,3516,0.7
2,1,民営家賃,14992,4.3,4.6,3384,1.2,8588,3.4,30353,11.1,21530,7.4,9304,2.6,22612,5.5,8826,1.6
2,1,地代,571,0.2,47.5,-,-,543,0.2,2630,1,-,-,792,0.2,-,-,-,-
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年8月,,,,,,,,,,,,,,,,,,,
第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―勤労者世帯―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
