項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8362,-,1345,-,157,-,136,-
0,0,0,0,0,調査世帯数,735,-,623,-,86,-,17,-,9,-
0,0,0,0,0,世帯人員,2.98,-,2.96,-,3.09,-,2.65,-,3.6,-
0,0,0,0,0,有業人員,1.3,-,1.28,-,1.43,-,1.24,-,1.47,-
0,0,0,0,0,世帯主平均年齢,59.2,-,61.5,-,45.9,-,62.9,-,42.9,-
2,2,0,0,0,生計支出,341798,-,342215,-,348673,-,268745,-,332674,-
2,3,0,0,0,消費支出,341798,100,342215,100,348673,100,268745,100,332674,100
2,4,1,0,0,食料,84350,24.7,86560,25.3,72413,20.8,67104,25,86445,26
2,5,1,1,0,穀類,6196,1.8,6396,1.9,5043,1.4,6234,2.3,5225,1.6
2,6,1,1,1,米類,1828,0.5,1964,0.6,1070,0.3,1669,0.6,1144,0.3
2,6,1,1,2,パン,2714,0.8,2748,0.8,2433,0.7,2942,1.1,3092,0.9
2,6,1,1,3,麺類,1231,0.4,1245,0.4,1168,0.3,1400,0.5,784,0.2
2,6,1,1,4,他の穀類,424,0.1,440,0.1,372,0.1,223,0.1,205,0.1
2,5,1,2,0,魚介類,6172,1.8,6584,1.9,4142,1.2,3939,1.5,3486,1
2,6,1,2,1,生鮮魚介,3627,1.1,3913,1.1,2196,0.6,2012,0.7,2070,0.6
2,6,1,2,2,塩干魚介,1147,0.3,1192,0.3,990,0.3,739,0.3,405,0.1
2,6,1,2,3,魚肉練製品,594,0.2,622,0.2,436,0.1,564,0.2,483,0.1
2,6,1,2,4,他の魚介加工品,804,0.2,857,0.3,521,0.1,625,0.2,527,0.2
2,5,1,3,0,肉類,7457,2.2,7693,2.2,5656,1.6,6427,2.4,11970,3.6
2,6,1,3,1,生鮮肉,6068,1.8,6289,1.8,4443,1.3,4648,1.7,10172,3.1
2,6,1,3,2,加工肉,1390,0.4,1404,0.4,1214,0.3,1778,0.7,1798,0.5
2,5,1,4,0,乳卵類,4563,1.3,4701,1.4,3849,1.1,3827,1.4,3955,1.2
2,6,1,4,1,牛乳,1491,0.4,1572,0.5,1007,0.3,1758,0.7,1037,0.3
2,6,1,4,2,乳製品,2282,0.7,2333,0.7,2135,0.6,1121,0.4,1957,0.6
2,6,1,4,3,卵,789,0.2,796,0.2,707,0.2,948,0.4,961,0.3
2,5,1,5,0,野菜・海藻,11093,3.2,11492,3.4,8708,2.5,12057,4.5,9037,2.7
