項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,725,-,-,99,-,98,-,108,-,108,-,109,-,104,-,99,-
0,0,0,0,0,世帯人員,2.99,-,-,2.45,-,2.67,-,2.85,-,3.03,-,3.25,-,3.33,-,3.31,-
0,0,0,0,0,有業人員,1.33,-,-,1.14,-,1.08,-,1.27,-,1.31,-,1.52,-,1.56,-,1.45,-
0,0,0,0,0,世帯主平均年齢,59.6,-,-,65.3,-,65.4,-,58.2,-,59.2,-,57.6,-,53.7,-,57.6,-
2,2,0,0,0,生計支出,315530,-,-9.5,113236,-,172164,-,215049,-,262636,-,322159,-,420236,-,701090,-
2,3,0,0,0,消費支出,315530,100,-9.1,113236,100,172164,100,215049,100,262636,100,322159,100,420236,100,701090,100
2,4,1,0,0,食料,81134,25.7,2.1,48061,42.4,60018,34.9,69189,32.2,82159,31.3,87958,27.3,101655,24.2,118626,16.9
2,5,1,1,0,穀類,6063,1.9,-0.8,4007,3.5,4769,2.8,5896,2.7,6221,2.4,7163,2.2,6508,1.5,7859,1.1
2,6,1,1,1,米類,1689,0.5,1.2,1028,0.9,1142,0.7,1791,0.8,1735,0.7,1959,0.6,1820,0.4,2341,0.3
2,6,1,1,2,パン,2652,0.8,-2.4,1776,1.6,2037,1.2,2527,1.2,2711,1,3134,1,2825,0.7,3549,0.5
2,6,1,1,3,麺類,1308,0.4,3.2,1000,0.9,1216,0.7,1191,0.6,1375,0.5,1626,0.5,1297,0.3,1453,0.2
2,6,1,1,4,他の穀類,413,0.1,-9.6,203,0.2,375,0.2,386,0.2,400,0.2,445,0.1,566,0.1,516,0.1
2,5,1,2,0,魚介類,6922,2.2,11.5,4810,4.2,6356,3.7,6628,3.1,6910,2.6,7410,2.3,6065,1.4,10256,1.5
2,6,1,2,1,生鮮魚介,4312,1.4,13.2,2867,2.5,4065,2.4,4194,2,4221,1.6,4454,1.4,3464,0.8,6908,1
2,6,1,2,2,塩干魚介,1132,0.4,8.2,873,0.8,1089,0.6,1075,0.5,1222,0.5,1297,0.4,1127,0.3,1242,0.2
2,6,1,2,3,魚肉練製品,616,0.2,6.4,464,0.4,548,0.3,588,0.3,649,0.2,765,0.2,598,0.1,697,0.1
2,6,1,2,4,他の魚介加工品,861,0.3,11.7,606,0.5,654,0.4,771,0.4,817,0.3,894,0.3,875,0.2,1409,0.2
2,5,1,3,0,肉類,7665,2.4,5.9,4881,4.3,5670,3.3,6419,3,8411,3.2,9125,2.8,8863,2.1,10263,1.5
2,6,1,3,1,生鮮肉,6397,2,7.6,4033,3.6,4725,2.7,5448,2.5,7001,2.7,7537,2.3,7478,1.8,8540,1.2
2,6,1,3,2,加工肉,1268,0.4,-2.3,848,0.7,944,0.5,971,0.5,1411,0.5,1588,0.5,1385,0.3,1723,0.2
2,5,1,4,0,乳卵類,4085,1.3,8.2,3068,2.7,3258,1.9,3444,1.6,3917,1.5,4765,1.5,4802,1.1,5332,0.8
2,6,1,4,1,牛乳,1260,0.4,5.9,1060,0.9,1047,0.6,1175,0.5,1239,0.5,1338,0.4,1401,0.3,1557,0.2
2,6,1,4,2,乳製品,2070,0.7,12.7,1449,1.3,1623,0.9,1589,0.7,1854,0.7,2568,0.8,2581,0.6,2821,0.4
2,6,1,4,3,卵,755,0.2,0.9,559,0.5,588,0.3,680,0.3,824,0.3,858,0.3,820,0.2,954,0.1
2,5,1,5,0,野菜・海藻,9654,3.1,-1.1,6877,6.1,8911,5.2,8547,4,10254,3.9,9928,3.1,10363,2.5,12676,1.8
2,6,1,5,1,生鮮野菜,6456,2,-4.7,4497,4,6100,3.5,5549,2.6,6713,2.6,6813,2.1,6889,1.6,8614,1.2
2,6,1,5,2,乾物・海藻,769,0.2,7.9,510,0.5,646,0.4,687,0.3,824,0.3,842,0.3,930,0.2,946,0.1
2,6,1,5,3,大豆加工品,1223,0.4,4.1,918,0.8,1047,0.6,1145,0.5,1251,0.5,1218,0.4,1263,0.3,1715,0.2
2,6,1,5,4,他の野菜・海藻加工品,1206,0.4,9.6,952,0.8,1118,0.6,1166,0.5,1465,0.6,1055,0.3,1281,0.3,1401,0.2
2,5,1,6,0,果物,3421,1.1,3.2,2493,2.2,3771,2.2,3230,1.5,3404,1.3,3115,1,3801,0.9,4128,0.6
2,6,1,6,1,生鮮果物,3034,1,3,2301,2,3419,2,2899,1.3,3113,1.2,2658,0.8,3271,0.8,3574,0.5
2,6,1,6,2,果物加工品,387,0.1,4.9,193,0.2,352,0.2,331,0.2,291,0.1,457,0.1,531,0.1,554,0.1
2,5,1,7,0,油脂・調味料,3465,1.1,-0.5,2366,2.1,2672,1.6,3018,1.4,3605,1.4,3942,1.2,4073,1,4567,0.7
2,6,1,7,1,油脂,372,0.1,10.4,262,0.2,280,0.2,432,0.2,352,0.1,432,0.1,333,0.1,511,0.1
2,6,1,7,2,調味料,3093,1,-1.6,2104,1.9,2392,1.4,2586,1.2,3253,1.2,3510,1.1,3740,0.9,4056,0.6
2,5,1,8,0,菓子類,5585,1.8,0.3,2945,2.6,3780,2.2,5358,2.5,5903,2.2,6871,2.1,6877,1.6,7344,1
2,5,1,9,0,調理食品,10507,3.3,9.1,7982,7,8429,4.9,10004,4.7,10384,4,10314,3.2,12836,3.1,13579,1.9
2,6,1,9,1,主食的調理食品,4458,1.4,6.4,3535,3.1,3397,2,4207,2,4621,1.8,4604,1.4,5178,1.2,5652,0.8
2,6,1,9,2,他の調理食品,6050,1.9,11.1,4448,3.9,5032,2.9,5796,2.7,5764,2.2,5710,1.8,7658,1.8,7927,1.1
