区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,735,-,-,100,-,106,-,109,-,102,-,108,-,105,-,105,-
0,0,世帯人員,2.98,-,-,2.74,-,2.78,-,2.99,-,2.9,-,3.16,-,3.13,-,3.16,-
0,0,有業人員,1.3,-,-,1.06,-,1.14,-,1.2,-,1.3,-,1.44,-,1.47,-,1.48,-
0,0,世帯主平均年齢,59.2,-,-,66.2,-,62.1,-,60.1,-,59.2,-,54.8,-,55.5,-,56.2,-
0,0,消費支出,314491,100,10,101463,100,163530,100,203580,100,240328,100,295004,100,359981,100,834787,100
1,0,商品,165170,52.5,12.5,75136,74.1,106811,65.3,114872,56.4,136153,56.7,155441,52.7,176239,49,390291,46.8
1,1,耐久財,24569,7.8,103.6,1132,1.1,2217,1.4,2639,1.3,5099,2.1,8116,2.8,13598,3.8,138709,16.6
1,2,半耐久財,32752,10.4,25.3,5701,5.6,12258,7.5,18252,9,19921,8.3,30561,10.4,35452,9.8,106729,12.8
1,3,非耐久財,107849,34.3,-0.7,68304,67.3,92336,56.5,93982,46.2,111132,46.2,116763,39.6,127190,35.3,144852,17.4
1,0,サービス,149320,47.5,7.4,26327,25.9,56719,34.7,88707,43.6,104175,43.3,139563,47.3,183742,51,444496,53.2
2,0,食料,89280,28.4,2.3,54488,53.7,69469,42.5,74914,36.8,88473,36.8,97055,32.9,114153,31.7,126117,15.1
2,3,非耐久財,69621,22.1,0.1,48576,47.9,60630,37.1,59800,29.4,70422,29.3,75288,25.5,82848,23,89581,10.7
2,4,サービス,19659,6.3,11.2,5912,5.8,8839,5.4,15114,7.4,18051,7.5,21767,7.4,31305,8.7,36536,4.4
2,0,住居,30198,9.6,30.3,2243,2.2,6599,4,14579,7.2,15865,6.6,27855,9.4,32525,9,111323,13.3
2,1,耐久財,1413,0.4,6.1,223,0.2,-,-,78,0,33,0,1405,0.5,1861,0.5,6267,0.8
2,2,半耐久財,304,0.1,83.1,83,0.1,86,0.1,142,0.1,85,0,1443,0.5,127,0,157,0
2,4,サービス,28481,9.1,31.4,1936,1.9,6513,4,14359,7.1,15747,6.6,25006,8.5,30537,8.5,104900,12.6
2,0,光熱・水道（非耐久財）,17143,5.5,-1,10159,10,15668,9.6,16982,8.3,19108,8,19324,6.6,19381,5.4,19313,2.3
2,0,家具・家事用品,11285,3.6,-11,3468,3.4,6113,3.7,6390,3.1,9193,3.8,9561,3.2,11751,3.3,32413,3.9
2,1,耐久財,3979,1.3,-34.8,431,0.4,1087,0.7,1002,0.5,3020,1.3,2254,0.8,4004,1.1,16009,1.9
2,2,半耐久財,3637,1.2,12.1,1093,1.1,2057,1.3,2519,1.2,3256,1.4,3527,1.2,4051,1.1,8924,1.1
2,3,非耐久財,2822,0.9,8.1,1792,1.8,2358,1.4,2511,1.2,2503,1,3030,1,3268,0.9,4281,0.5
2,4,サービス,847,0.3,17.6,153,0.2,611,0.4,357,0.2,414,0.2,750,0.3,428,0.1,3199,0.4
2,0,被服及び履物,17689,5.6,4.7,3974,3.9,6780,4.1,11154,5.5,11901,5,19070,6.5,23426,6.5,47357,5.7
2,2,半耐久財,16283,5.2,2.8,3750,3.7,6384,3.9,10614,5.2,10915,4.5,17948,6.1,21811,6.1,42416,5.1
2,4,サービス,1406,0.4,33.5,224,0.2,396,0.2,541,0.3,986,0.4,1122,0.4,1615,0.4,4940,0.6
2,0,保健医療,16194,5.1,0,5170,5.1,8251,5,14602,7.2,10720,4.5,19409,6.6,14985,4.2,40060,4.8
2,1,耐久財,1375,0.4,41,-,-,499,0.3,448,0.2,578,0.2,2019,0.7,705,0.2,5349,0.6
2,2,半耐久財,832,0.3,177.3,10,0,116,0.1,674,0.3,208,0.1,212,0.1,802,0.2,3791,0.5
2,3,非耐久財,4940,1.6,-7.6,2283,2.3,3252,2,3812,1.9,5237,2.2,6119,2.1,4956,1.4,8893,1.1
2,4,サービス,9047,2.9,-5.5,2878,2.8,4385,2.7,9668,4.7,4697,2,11059,3.7,8522,2.4,22027,2.6
2,0,交通・通信,47247,15,58.2,6476,6.4,14484,8.9,20703,10.2,28362,11.8,35159,11.9,42852,11.9,182062,21.8
2,1,耐久財,15331,4.9,...,64,0.1,400,0.2,627,0.3,477,0.2,506,0.2,1367,0.4,103516,12.4
2,2,半耐久財,1573,0.5,189.2,9,0,454,0.3,495,0.2,420,0.2,300,0.1,703,0.2,8601,1
2,3,非耐久財,1810,0.6,3.5,348,0.3,677,0.4,1720,0.8,1692,0.7,2385,0.8,2639,0.7,3201,0.4
2,4,サービス,28533,9.1,8.1,6055,6,12953,7.9,17861,8.8,25773,10.7,31968,10.8,38143,10.6,66745,8
2,0,教育,18359,5.8,-6.6,468,0.5,2854,1.7,4076,2,7387,3.1,10258,3.5,16015,4.4,87152,10.4
2,3,非耐久財,173,0.1,19.3,-,-,7,0,85,0,432,0.2,105,0,89,0,493,0.1
2,4,サービス,18185,5.8,-6.8,468,0.5,2847,1.7,3991,2,6955,2.9,10154,3.4,15925,4.4,86659,10.4
2,0,教養娯楽,36383,11.6,-1.5,8587,8.5,19078,11.7,24305,11.9,26735,11.1,33727,11.4,54650,15.2,87312,10.5
2,1,耐久財,2030,0.6,7.7,324,0.3,146,0.1,388,0.2,842,0.4,683,0.2,5543,1.5,6277,0.8
2,2,半耐久財,3697,1.2,-7.1,546,0.5,1909,1.2,2448,1.2,3367,1.4,3747,1.3,5310,1.5,8520,1
2,3,非耐久財,6274,2,-2.7,3533,3.5,5882,3.6,5036,2.5,6631,2.8,6006,2,8451,2.3,8354,1
2,4,サービス,24382,7.8,-1.1,4183,4.1,11140,6.8,16434,8.1,15895,6.6,23291,7.9,35346,9.8,64160,7.7
2,0,諸雑費,30712,9.8,19,6430,6.3,14235,8.7,15873,7.8,22584,9.4,23586,8,30242,8.4,101677,12.2
2,1,耐久財,442,0.1,-22.6,91,0.1,85,0.1,97,0,150,0.1,1249,0.4,118,0,1291,0.2
2,2,半耐久財,6425,2,211.6,210,0.2,1252,0.8,1360,0.7,1670,0.7,3384,1.1,2647,0.7,34320,4.1
2,3,非耐久財,5065,1.6,-6.7,1612,1.6,3863,2.4,4033,2,5107,2.1,4507,1.5,5557,1.5,10735,1.3
2,4,サービス,18780,6,5.8,4518,4.5,9034,5.5,10383,5.1,15657,6.5,14446,4.9,21921,6.1,55331,6.6
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年10月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―全世帯―,,,,,,,,,,,,,,,,,,,
注１）財・サービス別結果は、品目分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注２）消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等・消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
