項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1783,-,6897,-,440,-,73,-,880,-,4556,-
0,0,0,0,0,調査世帯数,369,-,66,-,258,-,15,-,2,-,30,-,166,-
0,0,0,0,0,世帯人員,3.37,-,2,-,3.75,-,2.34,-,x,-,3.75,-,3.49,-
0,0,0,0,0,有業人員,1.71,-,1.52,-,1.71,-,1.96,-,x,-,1.98,-,2.17,-
0,0,0,0,0,世帯主平均年齢,48.1,-,55.7,-,45,-,54.4,-,x,-,53.9,-,45,-
1,0,0,0,0,受取,1391368,-,1593274,-,1378792,-,746540,-,x,-,1403028,-,1571660,-
1,1,0,0,0,実収入,869728,100,1030760,100,856342,100,448283,100,x,x,858919,100,1007079,100
1,2,0,0,0,経常収入,867876,99.8,1028431,99.8,854677,99.8,447306,99.8,x,x,856133,99.7,1004876,99.8
1,3,0,0,0,勤め先収入,816911,93.9,952139,92.4,820879,95.9,405992,90.6,x,x,717069,83.5,970998,96.4
1,4,0,0,0,世帯主収入,689637,79.3,758035,73.5,704218,82.2,322864,72,x,x,619992,72.2,713699,70.9
1,6,0,0,0,うち男,659450,75.8,743354,72.1,702201,82,43505,9.7,-,-,462030,53.8,708124,70.3
1,5,0,0,0,定期収入,411089,47.3,408108,39.6,425382,49.7,307627,68.6,x,x,356769,41.5,434737,43.2
1,5,0,0,0,臨時収入,3159,0.4,5610,0.5,2321,0.3,2296,0.5,x,x,5191,0.6,2456,0.2
1,5,0,0,0,賞与,275389,31.7,344317,33.4,276515,32.3,12940,2.9,-,-,258032,30,276506,27.5
1,4,0,0,0,世帯主の配偶者の収入,114213,13.1,194104,18.8,107166,12.5,-,-,-,-,64602,7.5,250466,24.9
1,6,0,0,0,うち女,110642,12.7,188250,18.3,103501,12.1,-,-,-,-,64602,7.5,242627,24.1
1,4,0,0,0,他の世帯員収入,13061,1.5,-,-,9495,1.1,83128,18.5,-,-,32475,3.8,6833,0.7
1,3,0,0,0,事業・内職収入,4709,0.5,3777,0.4,4137,0.5,-,-,-,-,13434,1.6,4255,0.4
1,4,0,0,0,家賃収入,3445,0.4,1980,0.2,2770,0.3,-,-,-,-,13434,1.6,2000,0.2
1,4,0,0,0,他の事業収入,850,0.1,1425,0.1,864,0.1,-,-,-,-,-,-,1866,0.2
1,4,0,0,0,内職収入,413,0,372,0,503,0.1,-,-,-,-,-,-,388,0
1,3,0,0,0,他の経常収入,46256,5.3,72516,7,29661,3.5,41314,9.2,x,x,125629,14.6,29623,2.9
1,4,0,0,0,財産収入,3606,0.4,3430,0.3,169,0,-,-,-,-,32725,3.8,255,0
1,4,0,0,0,社会保障給付,42508,4.9,69086,6.7,29287,3.4,41314,9.2,x,x,92905,10.8,29368,2.9
1,5,0,0,0,公的年金給付,28345,3.3,68711,6.7,10392,1.2,29635,6.6,-,-,86646,10.1,15777,1.6
1,5,0,0,0,他の社会保障給付,14163,1.6,375,0,18895,2.2,11679,2.6,x,x,6259,0.7,13592,1.3
1,4,0,0,0,仕送り金,142,0,-,-,206,0,-,-,-,-,-,-,-,-
1,2,0,0,0,特別収入,1852,0.2,2329,0.2,1665,0.2,977,0.2,x,x,2786,0.3,2203,0.2
1,3,0,0,0,受贈金,369,0,944,0.1,212,0,-,-,-,-,620,0.1,386,0
1,3,0,0,0,他の特別収入,1483,0.2,1384,0.1,1453,0.2,977,0.2,x,x,2166,0.3,1817,0.2
1,1,0,0,0,実収入以外の受取(繰入金を除く),437084,-,487868,-,435178,-,234941,-,x,-,450140,-,470750,-
1,2,0,0,0,預貯金引出,366347,-,406373,-,361145,-,201658,-,x,-,408322,-,387058,-
1,2,0,0,0,保険金,5700,-,17123,-,3351,-,5090,-,-,-,1256,-,5051,-
1,3,0,0,0,個人・企業年金保険金,5589,-,17123,-,3351,-,5090,-,-,-,-,-,4808,-
1,3,0,0,0,他の保険金,111,-,-,-,-,-,-,-,-,-,1256,-,243,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,6081,-,-,-,8775,-,-,-,-,-,332,-,13347,-
1,2,0,0,0,一括払購入借入金,58898,-,64371,-,61883,-,27739,-,x,-,39978,-,65233,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,58,-,-,-,24,-,453,-,x,-,251,-,62,-
1,1,0,0,0,繰入金,84556,-,74646,-,87272,-,63316,-,x,-,93970,-,93831,-
2,0,0,0,0,支払,1391368,-,1593274,-,1378792,-,746540,-,x,-,1403028,-,1571660,-
2,1,0,0,0,実支出,529425,-,629630,-,522504,-,280501,-,x,-,504989,-,577360,-
2,2,0,0,0,生計支出,325215,-,351384,-,327785,-,197928,-,x,-,315646,-,355164,-
2,3,0,0,0,消費支出,321578,100,351384,100,322512,100,197928,100,x,x,315646,100,347181,100
2,4,1,0,0,食料,82699,25.7,76721,21.8,85107,26.4,56580,28.6,x,x,88991,28.2,89631,25.8
2,5,1,1,0,穀類,6624,2.1,4947,1.4,7091,2.2,6068,3.1,x,x,6635,2.1,6819,2
2,6,1,1,1,米類,1774,0.6,1159,0.3,1921,0.6,1020,0.5,x,x,2246,0.7,1681,0.5
2,6,1,1,2,パン,2914,0.9,2341,0.7,3083,1,3311,1.7,x,x,2551,0.8,3121,0.9
2,6,1,1,3,麺類,1328,0.4,953,0.3,1406,0.4,1551,0.8,x,x,1360,0.4,1318,0.4
2,6,1,1,4,他の穀類,608,0.2,494,0.1,680,0.2,185,0.1,x,x,479,0.2,700,0.2
2,5,1,2,0,魚介類,5193,1.6,4377,1.2,5102,1.6,2435,1.2,x,x,8938,2.8,4912,1.4
2,6,1,2,1,生鮮魚介,3162,1,2312,0.7,3132,1,1360,0.7,x,x,6024,1.9,3081,0.9
2,6,1,2,2,塩干魚介,924,0.3,878,0.2,918,0.3,318,0.2,x,x,1369,0.4,804,0.2
2,6,1,2,3,魚肉練製品,411,0.1,454,0.1,373,0.1,423,0.2,x,x,619,0.2,384,0.1
2,6,1,2,4,他の魚介加工品,696,0.2,733,0.2,680,0.2,333,0.2,-,-,927,0.3,644,0.2
2,5,1,3,0,肉類,7550,2.3,5022,1.4,8348,2.6,3178,1.6,x,x,8610,2.7,7687,2.2
2,6,1,3,1,生鮮肉,6066,1.9,3794,1.1,6759,2.1,2491,1.3,x,x,7030,2.2,6211,1.8
2,6,1,3,2,加工肉,1484,0.5,1228,0.3,1589,0.5,687,0.3,x,x,1580,0.5,1476,0.4
2,5,1,4,0,乳卵類,4164,1.3,3829,1.1,4299,1.3,2634,1.3,x,x,4551,1.4,3933,1.1
2,6,1,4,1,牛乳,1309,0.4,1180,0.3,1372,0.4,602,0.3,x,x,1425,0.5,1296,0.4
2,6,1,4,2,乳製品,2135,0.7,2057,0.6,2169,0.7,1633,0.8,x,x,2284,0.7,1986,0.6
2,6,1,4,3,卵,720,0.2,592,0.2,758,0.2,399,0.2,x,x,842,0.3,651,0.2
2,5,1,5,0,野菜・海藻,9449,2.9,9224,2.6,9480,2.9,5593,2.8,x,x,11585,3.7,8621,2.5
2,6,1,5,1,生鮮野菜,6859,2.1,6850,1.9,6846,2.1,3982,2,x,x,8411,2.7,6343,1.8
2,6,1,5,2,乾物・海藻,631,0.2,510,0.1,636,0.2,480,0.2,x,x,916,0.3,507,0.1
2,6,1,5,3,大豆加工品,1041,0.3,1068,0.3,1051,0.3,599,0.3,x,x,1129,0.4,954,0.3
2,6,1,5,4,他の野菜・海藻加工品,918,0.3,796,0.2,947,0.3,532,0.3,x,x,1128,0.4,818,0.2
2,5,1,6,0,果物,2788,0.9,3262,0.9,2639,0.8,1958,1,x,x,3418,1.1,2499,0.7
2,6,1,6,1,生鮮果物,2541,0.8,2977,0.8,2442,0.8,1480,0.7,x,x,2960,0.9,2267,0.7
2,6,1,6,2,果物加工品,247,0.1,284,0.1,196,0.1,478,0.2,-,-,458,0.1,232,0.1
2,5,1,7,0,油脂・調味料,3414,1.1,3430,1,3400,1.1,2015,1,x,x,4190,1.3,3237,0.9
2,6,1,7,1,油脂,414,0.1,506,0.1,370,0.1,273,0.1,-,-,643,0.2,383,0.1
2,6,1,7,2,調味料,3000,0.9,2924,0.8,3030,0.9,1742,0.9,x,x,3547,1.1,2854,0.8
2,5,1,8,0,菓子類,5861,1.8,4811,1.4,6145,1.9,5941,3,x,x,5725,1.8,5906,1.7
2,5,1,9,0,調理食品,9951,3.1,8238,2.3,10439,3.2,7865,4,x,x,10641,3.4,10794,3.1
2,6,1,9,1,主食的調理食品,4244,1.3,4493,1.3,4153,1.3,3920,2,x,x,4616,1.5,4715,1.4
2,6,1,9,2,他の調理食品,5707,1.8,3744,1.1,6286,1.9,3944,2,x,x,6025,1.9,6079,1.8
2,5,1,10,0,飲料,5187,1.6,4651,1.3,5354,1.7,3994,2,x,x,5560,1.8,5643,1.6
2,6,1,10,1,茶類,1076,0.3,1035,0.3,1083,0.3,742,0.4,x,x,1271,0.4,1022,0.3
2,6,1,10,2,コーヒー・ココア,1032,0.3,1111,0.3,1018,0.3,1085,0.5,x,x,959,0.3,1212,0.3
2,6,1,10,3,他の飲料,3079,1,2505,0.7,3254,1,2167,1.1,x,x,3329,1.1,3409,1
2,5,1,11,0,酒類,2910,0.9,2974,0.8,2761,0.9,1454,0.7,x,x,4675,1.5,3479,1
2,5,1,12,0,外食,19607,6.1,21955,6.2,20048,6.2,13445,6.8,x,x,14463,4.6,26100,7.5
2,6,1,12,1,一般外食,18166,5.6,21955,6.2,18065,5.6,12923,6.5,x,x,13893,4.4,24371,7
2,6,1,12,2,学校給食,1441,0.4,-,-,1983,0.6,522,0.3,x,x,570,0.2,1728,0.5
2,4,2,0,0,住居,28758,8.9,35214,10,27471,8.5,32465,16.4,x,x,23907,7.6,34668,10
2,5,2,1,0,家賃地代,20292,6.3,22573,6.4,19691,6.1,31854,16.1,x,x,14598,4.6,23267,6.7
2,5,2,2,0,設備修繕・維持,8466,2.6,12641,3.6,7780,2.4,610,0.3,x,x,9309,2.9,11402,3.3
2,6,2,2,1,設備材料,3292,1,11358,3.2,945,0.3,380,0.2,x,x,6795,2.2,1258,0.4
2,6,2,2,2,工事その他のサービス,5174,1.6,1283,0.4,6835,2.1,230,0.1,-,-,2514,0.8,10144,2.9
2,4,3,0,0,光熱・水道,16390,5.1,14715,4.2,16512,5.1,15464,7.8,x,x,19290,6.1,15917,4.6
2,5,3,1,0,電気代,6374,2,5705,1.6,6508,2,6037,3.1,x,x,6843,2.2,6655,1.9
2,5,3,2,0,ガス代,4843,1.5,4447,1.3,4890,1.5,3849,1.9,x,x,5778,1.8,4853,1.4
2,5,3,3,0,他の光熱,7,0,-,-,4,0,-,-,-,-,47,0,9,0
2,5,3,4,0,上下水道料,5166,1.6,4563,1.3,5110,1.6,5579,2.8,x,x,6622,2.1,4401,1.3
2,4,4,0,0,家具・家事用品,9728,3,8900,2.5,10490,3.3,2899,1.5,x,x,8846,2.8,8089,2.3
2,5,4,1,0,家庭用耐久財,2654,0.8,1687,0.5,3054,0.9,-,-,-,-,2803,0.9,1442,0.4
2,6,4,1,1,家事用耐久財,1941,0.6,1644,0.5,2057,0.6,-,-,-,-,2609,0.8,1160,0.3
2,6,4,1,2,冷暖房用器具,614,0.2,43,0,855,0.3,-,-,-,-,194,0.1,155,0
2,6,4,1,3,一般家具,99,0,-,-,143,0,-,-,-,-,-,-,127,0
2,5,4,2,0,室内装備・装飾品,439,0.1,574,0.2,456,0.1,45,0,x,x,228,0.1,324,0.1
2,5,4,3,0,寝具類,903,0.3,1085,0.3,981,0.3,-,-,-,-,374,0.1,698,0.2
2,5,4,4,0,家事雑貨,2232,0.7,2327,0.7,2363,0.7,981,0.5,x,x,1635,0.5,2206,0.6
2,5,4,5,0,家事用消耗品,2975,0.9,2478,0.7,3123,1,1700,0.9,x,x,3465,1.1,2910,0.8
