項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8122,-,1493,-,121,-,264,-
0,0,0,0,0,調査世帯数,729,-,607,-,93,-,13,-,16,-
0,0,0,0,0,世帯人員,2.94,-,2.91,-,3.03,-,2.46,-,3.65,-
0,0,0,0,0,有業人員,1.29,-,1.26,-,1.44,-,1.08,-,1.38,-
0,0,0,0,0,世帯主平均年齢,59.2,-,62.1,-,46.6,-,62.9,-,41.7,-
2,2,0,0,0,生計支出,354827,-,346971,-,399010,-,321177,-,362188,-
2,3,0,0,0,消費支出,354827,100,346971,100,399010,100,321177,100,362188,100
2,4,1,0,0,食料,99895,28.2,103504,29.8,85912,21.5,84393,26.3,75054,20.7
2,5,1,1,0,穀類,7261,2,7554,2.2,6059,1.5,6665,2.1,5303,1.5
2,6,1,1,1,米類,1629,0.5,1762,0.5,1169,0.3,857,0.3,523,0.1
2,6,1,1,2,パン,2805,0.8,2809,0.8,2783,0.7,2829,0.9,2782,0.8
2,6,1,1,3,麺類,1581,0.4,1633,0.5,1387,0.3,1368,0.4,1191,0.3
2,6,1,1,4,他の穀類,1246,0.4,1351,0.4,721,0.2,1611,0.5,807,0.2
2,5,1,2,0,魚介類,10294,2.9,11157,3.2,6811,1.7,8731,2.7,4170,1.2
2,6,1,2,1,生鮮魚介,5662,1.6,6136,1.8,3727,0.9,4418,1.4,2581,0.7
2,6,1,2,2,塩干魚介,1491,0.4,1612,0.5,1006,0.3,1325,0.4,568,0.2
2,6,1,2,3,魚肉練製品,1510,0.4,1635,0.5,1025,0.3,1631,0.5,345,0.1
2,6,1,2,4,他の魚介加工品,1632,0.5,1774,0.5,1054,0.3,1357,0.4,676,0.2
2,5,1,3,0,肉類,9081,2.6,9556,2.8,6795,1.7,7830,2.4,7957,2.2
2,6,1,3,1,生鮮肉,7661,2.2,8114,2.3,5475,1.4,6497,2,6618,1.8
2,6,1,3,2,加工肉,1420,0.4,1442,0.4,1320,0.3,1334,0.4,1339,0.4
2,5,1,4,0,乳卵類,4599,1.3,4843,1.4,3479,0.9,3070,1,4147,1.1
2,6,1,4,1,牛乳,1372,0.4,1498,0.4,848,0.2,588,0.2,820,0.2
2,6,1,4,2,乳製品,2424,0.7,2516,0.7,1982,0.5,1645,0.5,2451,0.7
2,6,1,4,3,卵,803,0.2,829,0.2,648,0.2,838,0.3,875,0.2
2,5,1,5,0,野菜・海藻,11754,3.3,12598,3.6,7842,2,13320,4.1,7202,2
2,6,1,5,1,生鮮野菜,8033,2.3,8586,2.5,5489,1.4,8111,2.5,5366,1.5
2,6,1,5,2,乾物・海藻,1062,0.3,1132,0.3,626,0.2,2761,0.9,577,0.2
2,6,1,5,3,大豆加工品,1160,0.3,1241,0.4,779,0.2,1318,0.4,773,0.2
2,6,1,5,4,他の野菜・海藻加工品,1499,0.4,1639,0.5,949,0.2,1130,0.4,485,0.1
2,5,1,6,0,果物,3866,1.1,4187,1.2,2376,0.6,3028,0.9,2795,0.8
2,6,1,6,1,生鮮果物,3349,0.9,3616,1,2071,0.5,2895,0.9,2595,0.7
2,6,1,6,2,果物加工品,517,0.1,572,0.2,305,0.1,133,0,201,0.1
2,5,1,7,0,油脂・調味料,4148,1.2,4330,1.2,3287,0.8,4074,1.3,3425,0.9
2,6,1,7,1,油脂,396,0.1,412,0.1,310,0.1,416,0.1,371,0.1
2,6,1,7,2,調味料,3752,1.1,3919,1.1,2977,0.7,3659,1.1,3054,0.8
2,5,1,8,0,菓子類,6908,1.9,6996,2,6576,1.6,6028,1.9,6474,1.8
2,5,1,9,0,調理食品,14814,4.2,15844,4.6,10974,2.8,9315,2.9,7389,2
2,6,1,9,1,主食的調理食品,4809,1.4,4934,1.4,4602,1.2,3695,1.2,2626,0.7
2,6,1,9,2,他の調理食品,10006,2.8,10909,3.1,6372,1.6,5620,1.7,4764,1.3
2,5,1,10,0,飲料,4678,1.3,4710,1.4,4832,1.2,4248,1.3,3012,0.8
2,6,1,10,1,茶類,1265,0.4,1305,0.4,1188,0.3,1019,0.3,584,0.2
2,6,1,10,2,コーヒー・ココア,996,0.3,979,0.3,1089,0.3,1000,0.3,980,0.3
2,6,1,10,3,他の飲料,2418,0.7,2427,0.7,2554,0.6,2229,0.7,1448,0.4
2,5,1,11,0,酒類,4015,1.1,4264,1.2,3200,0.8,2931,0.9,1429,0.4
2,5,1,12,0,外食,18477,5.2,17464,5,23681,5.9,15152,4.7,21752,6
2,6,1,12,1,一般外食,17560,4.9,16712,4.8,22208,5.6,15152,4.7,18486,5.1
2,6,1,12,2,学校給食,917,0.3,752,0.2,1473,0.4,-,-,3265,0.9
2,4,2,0,0,住居,27202,7.7,9904,2.9,115653,29,61657,19.2,43407,12
2,5,2,1,0,家賃地代,16800,4.7,2075,0.6,88686,22.2,60262,18.8,43387,12
2,5,2,2,0,設備修繕・維持,10402,2.9,7829,2.3,26967,6.8,1396,0.4,20,0
