区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,731,-,-,103,-,103,-,103,-,104,-,108,-,104,-,106,-
0,0,世帯人員,2.99,-,-,2.78,-,2.73,-,2.88,-,2.9,-,3.14,-,3.15,-,3.31,-
0,0,有業人員,1.31,-,-,1.12,-,1.22,-,1.24,-,1.31,-,1.41,-,1.35,-,1.51,-
0,0,世帯主平均年齢,59.4,-,-,65,-,60.2,-,63,-,61.7,-,55.7,-,55.8,-,54.2,-
0,0,消費支出,283470,100,0.4,95429,100,154724,100,196545,100,232929,100,275472,100,334352,100,691050,100
1,0,商品,137014,48.3,-4,71423,74.8,94839,61.3,115113,58.6,128259,55.1,144914,52.6,169920,50.8,233547,33.8
1,1,耐久財,11639,4.1,-5.5,597,0.6,2608,1.7,4631,2.4,4392,1.9,9659,3.5,14787,4.4,44521,6.4
1,2,半耐久財,20488,7.2,-8.4,5970,6.3,9520,6.2,11052,5.6,16229,7,22564,8.2,31701,9.5,46087,6.7
1,3,非耐久財,104888,37,-2.9,64856,68,82710,53.5,99430,50.6,107637,46.2,112691,40.9,123432,36.9,142939,20.7
1,0,サービス,146456,51.7,5,24006,25.2,59885,38.7,81432,41.4,104671,44.9,130559,47.4,164432,49.2,457503,66.2
2,0,食料,85527,30.2,-1.6,48673,51,63502,41,78283,39.8,87698,37.7,93272,33.9,101271,30.3,125483,18.2
2,3,非耐久財,67600,23.8,-1.3,43888,46,54121,35,65871,33.5,70249,30.2,73678,26.7,76500,22.9,88607,12.8
2,4,サービス,17927,6.3,-2.9,4785,5,9381,6.1,12411,6.3,17449,7.5,19594,7.1,24772,7.4,36876,5.3
2,0,住居,20949,7.4,-7.7,1664,1.7,7002,4.5,12273,6.2,15464,6.6,22075,8,29516,8.8,58279,8.4
2,1,耐久財,1881,0.7,-32.2,-,-,-,-,-,-,-,-,2632,1,31,0,10455,1.5
2,2,半耐久財,157,0.1,18.9,11,0,52,0,127,0.1,298,0.1,153,0.1,111,0,342,0
2,4,サービス,18912,6.7,-4.4,1653,1.7,6950,4.5,12146,6.2,15166,6.5,19289,7,29374,8.8,47482,6.9
2,0,光熱・水道（非耐久財）,16995,6,-8.4,11776,12.3,13268,8.6,17242,8.8,16105,6.9,18883,6.9,20536,6.1,21091,3.1
2,0,家具・家事用品,11833,4.2,25.6,3373,3.5,6574,4.2,6719,3.4,7682,3.3,10010,3.6,15321,4.6,32961,4.8
2,1,耐久財,5288,1.9,79,203,0.2,1005,0.6,1825,0.9,1843,0.8,3533,1.3,8164,2.4,20302,2.9
2,2,半耐久財,2809,1,1.1,1138,1.2,2230,1.4,2121,1.1,2554,1.1,2962,1.1,3144,0.9,5494,0.8
2,3,非耐久財,2951,1,16.7,1893,2,2569,1.7,2626,1.3,2943,1.3,3074,1.1,3212,1,4328,0.6
2,4,サービス,784,0.3,-32.5,139,0.1,770,0.5,148,0.1,341,0.1,442,0.2,800,0.2,2837,0.4
2,0,被服及び履物,12267,4.3,-11.9,3198,3.4,5317,3.4,6382,3.2,9290,4,12609,4.6,19187,5.7,29691,4.3
2,2,半耐久財,11059,3.9,-16.3,3133,3.3,5049,3.3,6035,3.1,8902,3.8,11465,4.2,17671,5.3,24993,3.6
2,4,サービス,1208,0.4,71.6,66,0.1,268,0.2,347,0.2,387,0.2,1144,0.4,1516,0.5,4698,0.7
2,0,保健医療,16019,5.7,5.6,4689,4.9,11114,7.2,9249,4.7,11883,5.1,13638,5,14785,4.4,46549,6.7
2,1,耐久財,841,0.3,-11.7,68,0.1,854,0.6,503,0.3,910,0.4,271,0.1,860,0.3,2409,0.3
2,2,半耐久財,381,0.1,-15.5,421,0.4,68,0,115,0.1,191,0.1,371,0.1,241,0.1,1255,0.2
2,3,非耐久財,4827,1.7,3.5,2380,2.5,4277,2.8,3912,2,5346,2.3,4159,1.5,6001,1.8,7677,1.1
2,4,サービス,9970,3.5,9.5,1821,1.9,5916,3.8,4719,2.4,5436,2.3,8837,3.2,7683,2.3,35208,5.1
2,0,交通・通信,30474,10.8,-9.4,5952,6.2,15895,10.3,20509,10.4,27497,11.8,35295,12.8,43487,13,64301,9.3
2,1,耐久財,726,0.3,-81.9,61,0.1,3,0,297,0.2,540,0.2,1074,0.4,1757,0.5,1338,0.2
2,2,半耐久財,556,0.2,-20.7,51,0.1,118,0.1,102,0.1,462,0.2,971,0.4,1762,0.5,420,0.1
2,3,非耐久財,1730,0.6,-16.7,155,0.2,724,0.5,887,0.5,2147,0.9,2418,0.9,2843,0.9,2912,0.4
2,4,サービス,27462,9.7,2.3,5686,6,15050,9.7,19223,9.8,24348,10.5,30832,11.2,37125,11.1,59631,8.6
2,0,教育,25194,8.9,22,1335,1.4,2949,1.9,4151,2.1,3608,1.5,12022,4.4,11143,3.3,140350,20.3
2,3,非耐久財,184,0.1,30.5,14,0,53,0,15,0,-,-,75,0,66,0,1059,0.2
2,4,サービス,25010,8.8,21.9,1321,1.4,2896,1.9,4136,2.1,3608,1.5,11948,4.3,11077,3.3,139292,20.2
2,0,教養娯楽,35387,12.5,-2.1,7781,8.2,16807,10.9,21554,11,32435,13.9,34177,12.4,46963,14,87439,12.7
2,1,耐久財,1790,0.6,49.5,90,0.1,468,0.3,710,0.4,679,0.3,1947,0.7,3625,1.1,4973,0.7
2,2,半耐久財,3636,1.3,19,892,0.9,1488,1,2068,1.1,2641,1.1,4001,1.5,6034,1.8,8271,1.2
2,3,非耐久財,5722,2,-14.6,2899,3,5220,3.4,4991,2.5,6110,2.6,6060,2.2,7216,2.2,7529,1.1
2,4,サービス,24240,8.6,-3.8,3900,4.1,9631,6.2,13785,7,23004,9.9,22169,8,30087,9,66667,9.6
2,0,諸雑費,28825,10.2,14.8,6989,7.3,12294,7.9,20185,10.3,21267,9.1,23491,8.5,32143,9.6,84906,12.3
2,1,耐久財,1114,0.4,159.1,176,0.2,278,0.2,1296,0.7,420,0.2,202,0.1,350,0.1,5045,0.7
2,2,半耐久財,1890,0.7,-7.3,324,0.3,516,0.3,485,0.2,1180,0.5,2641,1,2737,0.8,5312,0.8
2,3,非耐久財,4879,1.7,0.3,1852,1.9,2477,1.6,3886,2,4736,2,4344,1.6,7058,2.1,9737,1.4
2,4,サービス,20943,7.4,17.9,4637,4.9,9022,5.8,14517,7.4,14931,6.4,16304,5.9,21998,6.6,64812,9.4
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年9月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―全世帯―,,,,,,,,,,,,,,,,,,,
注１）財・サービス別結果は、品目分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注２）消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等・消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
