項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3576,-,4743,-,804,-,98,-,876,-,3063,-
0,0,0,0,0,調査世帯数,742,-,267,-,357,-,56,-,6,-,62,-,224,-
0,0,0,0,0,世帯人員,2.95,-,2,-,3.66,-,2.33,-,2.37,-,3.56,-,3.29,-
0,0,0,0,0,有業人員,1.27,-,0.76,-,1.64,-,1.2,-,0.82,-,1.42,-,2.18,-
0,0,0,0,0,世帯主平均年齢,59.1,-,69.2,-,49.6,-,66,-,46.5,-,63.2,-,50.4,-
2,2,0,0,0,生計支出,315597,-,305269,-,333365,-,268991,-,462231,-,304364,-,340811,-
2,3,0,0,0,消費支出,312783,100,297960,100,332942,100,268991,100,462231,100,304364,100,331622,100
2,4,1,0,0,食料,80635,25.8,76430,25.7,84309,25.3,65420,24.3,71236,15.4,91879,30.2,85630,25.8
2,5,1,1,0,穀類,5841,1.9,4806,1.6,6606,2,4800,1.8,3436,0.7,6877,2.3,6002,1.8
2,6,1,1,1,米類,1525,0.5,1093,0.4,1806,0.5,1276,0.5,662,0.1,1995,0.7,1508,0.5
2,6,1,1,2,パン,2645,0.8,2260,0.8,2958,0.9,2146,0.8,1713,0.4,2973,1,2745,0.8
2,6,1,1,3,麺類,1196,0.4,1094,0.4,1317,0.4,741,0.3,854,0.2,1375,0.5,1274,0.4
2,6,1,1,4,他の穀類,475,0.2,360,0.1,524,0.2,637,0.2,207,0,534,0.2,475,0.1
2,5,1,2,0,魚介類,6374,2,7294,2.4,5606,1.7,4787,1.8,3146,0.7,8229,2.7,5466,1.6
2,6,1,2,1,生鮮魚介,3796,1.2,4406,1.5,3318,1,2611,1,2178,0.5,4982,1.6,3276,1
2,6,1,2,2,塩干魚介,1160,0.4,1278,0.4,1000,0.3,1236,0.5,427,0.1,1477,0.5,971,0.3
2,6,1,2,3,魚肉練製品,572,0.2,654,0.2,532,0.2,390,0.1,306,0.1,617,0.2,521,0.2
2,6,1,2,4,他の魚介加工品,846,0.3,956,0.3,755,0.2,551,0.2,235,0.1,1154,0.4,698,0.2
2,5,1,3,0,肉類,7588,2.4,6419,2.2,8629,2.6,5383,2,4332,0.9,8746,2.9,8133,2.5
2,6,1,3,1,生鮮肉,6283,2,5327,1.8,7141,2.1,4381,1.6,3701,0.8,7281,2.4,6739,2
2,6,1,3,2,加工肉,1305,0.4,1092,0.4,1488,0.4,1001,0.4,631,0.1,1465,0.5,1394,0.4
2,5,1,4,0,乳卵類,4288,1.4,3969,1.3,4705,1.4,3483,1.3,2238,0.5,4076,1.3,4412,1.3
2,6,1,4,1,牛乳,1280,0.4,1131,0.4,1452,0.4,1091,0.4,444,0.1,1132,0.4,1246,0.4
2,6,1,4,2,乳製品,2200,0.7,2148,0.7,2329,0.7,1805,0.7,1175,0.3,2082,0.7,2339,0.7
2,6,1,4,3,卵,807,0.3,690,0.2,924,0.3,587,0.2,619,0.1,861,0.3,827,0.2
2,5,1,5,0,野菜・海藻,10563,3.4,10810,3.6,10422,3.1,8207,3.1,5590,1.2,12485,4.1,10183,3.1
2,6,1,5,1,生鮮野菜,7552,2.4,7544,2.5,7598,2.3,6011,2.2,4928,1.1,8759,2.9,7321,2.2
2,6,1,5,2,乾物・海藻,728,0.2,756,0.3,675,0.2,637,0.2,140,0,981,0.3,650,0.2
2,6,1,5,3,大豆加工品,1148,0.4,1165,0.4,1180,0.4,770,0.3,338,0.1,1251,0.4,1086,0.3
2,6,1,5,4,他の野菜・海藻加工品,1135,0.4,1345,0.5,969,0.3,790,0.3,184,0,1494,0.5,1126,0.3
2,5,1,6,0,果物,3389,1.1,3964,1.3,2851,0.9,2605,1,1670,0.4,4678,1.5,2874,0.9
2,6,1,6,1,生鮮果物,3047,1,3585,1.2,2528,0.8,2355,0.9,1670,0.4,4291,1.4,2434,0.7
2,6,1,6,2,果物加工品,343,0.1,379,0.1,323,0.1,250,0.1,-,-,387,0.1,439,0.1
2,5,1,7,0,油脂・調味料,3741,1.2,3723,1.2,3911,1.2,2607,1,2072,0.4,3931,1.3,3657,1.1
2,6,1,7,1,油脂,417,0.1,412,0.1,466,0.1,175,0.1,179,0,401,0.1,350,0.1
2,6,1,7,2,調味料,3324,1.1,3312,1.1,3445,1,2432,0.9,1893,0.4,3531,1.2,3307,1
2,5,1,8,0,菓子類,5327,1.7,4317,1.4,6144,1.8,4062,1.5,3895,0.8,6193,2,5505,1.7
2,5,1,9,0,調理食品,10647,3.4,9645,3.2,10793,3.2,11740,4.4,10674,2.3,12942,4.3,10648,3.2
2,6,1,9,1,主食的調理食品,4424,1.4,4154,1.4,4466,1.3,4613,1.7,3589,0.8,5124,1.7,4521,1.4
