項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,742,-,-,105,-,105,-,110,-,107,-,107,-,106,-,102,-
0,0,0,0,0,世帯人員,2.95,-,-,2.7,-,2.6,-,2.93,-,3.03,-,3.14,-,3.09,-,3.14,-
0,0,0,0,0,有業人員,1.27,-,-,1.11,-,0.93,-,1.35,-,1.36,-,1.46,-,1.29,-,1.37,-
0,0,0,0,0,世帯主平均年齢,59.1,-,-,64.6,-,64.6,-,60,-,57.1,-,54.6,-,57.6,-,55.2,-
2,2,0,0,0,生計支出,315597,-,-0.1,101705,-,167296,-,214002,-,263763,-,319851,-,397851,-,742932,-
2,3,0,0,0,消費支出,312783,100,-0.7,101705,100,167296,100,214002,100,263763,100,318443,100,397851,100,724670,100
2,4,1,0,0,食料,80635,25.8,-0.8,50550,49.7,62231,37.2,76312,35.7,79298,30.1,88166,27.7,92323,23.2,115353,15.9
2,5,1,1,0,穀類,5841,1.9,-7.9,4368,4.3,4811,2.9,6059,2.8,6199,2.4,6117,1.9,6140,1.5,7180,1
2,6,1,1,1,米類,1525,0.5,-8.4,1368,1.3,1420,0.8,1662,0.8,1608,0.6,1795,0.6,1112,0.3,1710,0.2
2,6,1,1,2,パン,2645,0.8,-5.6,1819,1.8,1964,1.2,2711,1.3,2754,1,2492,0.8,3085,0.8,3677,0.5
2,6,1,1,3,麺類,1196,0.4,-14.9,870,0.9,990,0.6,1195,0.6,1264,0.5,1407,0.4,1342,0.3,1301,0.2
2,6,1,1,4,他の穀類,475,0.2,1.3,311,0.3,437,0.3,491,0.2,573,0.2,421,0.1,601,0.2,492,0.1
2,5,1,2,0,魚介類,6374,2,-3.9,4670,4.6,6145,3.7,5782,2.7,6120,2.3,6332,2,7339,1.8,8217,1.1
2,6,1,2,1,生鮮魚介,3796,1.2,-5.5,2867,2.8,3758,2.2,3310,1.5,3577,1.4,3656,1.1,4349,1.1,5048,0.7
2,6,1,2,2,塩干魚介,1160,0.4,-2.6,854,0.8,1126,0.7,1264,0.6,1082,0.4,1219,0.4,1222,0.3,1353,0.2
