区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,725,-,-,99,-,98,-,108,-,108,-,109,-,104,-,99,-
0,0,世帯人員,2.99,-,-,2.45,-,2.67,-,2.85,-,3.03,-,3.25,-,3.33,-,3.31,-
0,0,有業人員,1.33,-,-,1.14,-,1.08,-,1.27,-,1.31,-,1.52,-,1.56,-,1.45,-
0,0,世帯主平均年齢,59.6,-,-,65.3,-,65.4,-,58.2,-,59.2,-,57.6,-,53.7,-,57.6,-
0,0,消費支出,285870,100,-7.7,106422,100,157732,100,200452,100,236008,100,295872,100,379791,100,622925,100
1,0,商品,153806,53.8,-9.8,79648,74.8,103560,65.7,120250,60,136261,57.7,163496,55.3,200396,52.8,272323,43.7
1,1,耐久財,11732,4.1,-51.4,969,0.9,2405,1.5,3557,1.8,3414,1.4,8535,2.9,16600,4.4,46487,7.5
1,2,半耐久財,29133,10.2,-1.1,7203,6.8,8724,5.5,15123,7.5,20001,8.5,30351,10.3,49973,13.2,72319,11.6
1,3,非耐久財,112940,39.5,-3.4,71477,67.2,92431,58.6,101569,50.7,112847,47.8,124610,42.1,133823,35.2,153518,24.6
1,0,サービス,132064,46.2,-5.2,26773,25.2,54173,34.3,80202,40,99746,42.3,132376,44.7,179394,47.2,350602,56.3
2,0,食料,86111,30.1,0.3,49520,46.5,63150,40,72299,36.1,87012,36.9,94060,31.8,110232,29,126212,20.3
2,3,非耐久財,67194,23.5,3.2,43858,41.2,54389,34.5,59915,29.9,68800,29.2,75168,25.4,76897,20.2,91149,14.6
2,4,サービス,18916,6.6,-8.6,5662,5.3,8761,5.6,12384,6.2,18212,7.7,18892,6.4,33334,8.8,35063,5.6
2,0,住居,22193,7.8,-7.9,3623,3.4,10367,6.6,17675,8.8,24325,10.3,24164,8.2,26911,7.1,48114,7.7
2,1,耐久財,1521,0.5,5.8,-,-,46,0,147,0.1,59,0,1155,0.4,323,0.1,8880,1.4
2,2,半耐久財,80,0,-55.8,57,0.1,80,0.1,96,0,15,0,91,0,97,0,126,0
2,4,サービス,20593,7.2,-8.4,3567,3.4,10241,6.5,17432,8.7,24251,10.3,22918,7.7,26491,7,39108,6.3
2,0,光熱・水道（非耐久財）,25599,9,-18.4,17475,16.4,22964,14.6,26087,13,24737,10.5,28551,9.6,28048,7.4,31280,5
2,0,家具・家事用品,10523,3.7,22.7,3318,3.1,4361,2.8,6616,3.3,7678,3.3,12815,4.3,18851,5,19958,3.2
2,1,耐久財,4066,1.4,91.2,693,0.7,752,0.5,1870,0.9,1736,0.7,4058,1.4,10255,2.7,9070,1.5
2,2,半耐久財,3598,1.3,8.2,1122,1.1,1610,1,2514,1.3,3115,1.3,5499,1.9,4555,1.2,6749,1.1
2,3,非耐久財,2332,0.8,7.4,1246,1.2,1848,1.2,1817,0.9,2587,1.1,2703,0.9,3119,0.8,3002,0.5
2,4,サービス,526,0.2,-44.9,257,0.2,151,0.1,414,0.2,240,0.1,555,0.2,923,0.2,1137,0.2
2,0,被服及び履物,17438,6.1,0,4134,3.9,5121,3.2,9121,4.6,12559,5.3,17624,6,31162,8.2,42206,6.8
2,2,半耐久財,16720,5.8,0.9,3973,3.7,4879,3.1,8779,4.4,12086,5.1,16948,5.7,30016,7.9,40225,6.5
2,4,サービス,718,0.3,-17.7,161,0.2,242,0.2,343,0.2,474,0.2,675,0.2,1146,0.3,1981,0.3
2,0,保健医療,14004,4.9,-2.8,5543,5.2,8846,5.6,9215,4.6,11016,4.7,14269,4.8,16606,4.4,32439,5.2
2,1,耐久財,645,0.2,-5.3,-,-,13,0,636,0.3,259,0.1,249,0.1,1730,0.5,1621,0.3
2,2,半耐久財,142,0,-30.4,21,0,51,0,49,0,149,0.1,246,0.1,306,0.1,170,0
2,3,非耐久財,4871,1.7,2.2,2897,2.7,5069,3.2,4129,2.1,4564,1.9,4595,1.6,5228,1.4,7602,1.2
2,4,サービス,8346,2.9,-4.7,2625,2.5,3713,2.4,4400,2.2,6043,2.6,9178,3.1,9343,2.5,23046,3.7
2,0,交通・通信,30358,10.6,-35.1,5237,4.9,13482,8.5,21595,10.8,22668,9.6,29291,9.9,46808,12.3,73181,11.7
2,1,耐久財,2862,1,-82.1,157,0.1,236,0.1,344,0.2,855,0.4,943,0.3,762,0.2,16676,2.7
2,2,半耐久財,983,0.3,-24.6,107,0.1,352,0.2,190,0.1,689,0.3,96,0,3242,0.9,2199,0.4
2,3,非耐久財,1531,0.5,-15.2,293,0.3,731,0.5,1068,0.5,1373,0.6,1635,0.6,3279,0.9,2333,0.4
2,4,サービス,24982,8.7,-9.6,4680,4.4,12162,7.7,19992,10,19751,8.4,26618,9,39525,10.4,51972,8.3
2,0,教育,14928,5.2,2.6,843,0.8,618,0.4,3168,1.6,3195,1.4,11683,3.9,19408,5.1,65351,10.5
2,3,非耐久財,77,0,-15.4,6,0,-,-,27,0,76,0,45,0,226,0.1,159,0
2,4,サービス,14851,5.2,2.7,836,0.8,618,0.4,3141,1.6,3119,1.3,11638,3.9,19183,5.1,65192,10.5
2,0,教養娯楽,37188,13,-2,8935,8.4,16488,10.5,18767,9.4,22367,9.5,33906,11.5,47245,12.4,112245,18
2,1,耐久財,2106,0.7,-32.6,27,0,1106,0.7,524,0.3,254,0.1,804,0.3,3114,0.8,8884,1.4
2,2,半耐久財,4126,1.4,-13.6,816,0.8,1129,0.7,2392,1.2,2387,1,4035,1.4,6357,1.7,11723,1.9
2,3,非耐久財,6144,2.1,-1.7,3868,3.6,4889,3.1,4732,2.4,5999,2.5,5783,2,8412,2.2,9304,1.5
2,4,サービス,24813,8.7,4.3,4224,4,9364,5.9,11119,5.5,13727,5.8,23284,7.9,29362,7.7,82333,13.2
2,0,諸雑費,27528,9.6,-4.6,7795,7.3,12337,7.8,15909,7.9,20451,8.7,29510,10,34520,9.1,71940,11.5
2,1,耐久財,533,0.2,-29.4,92,0.1,252,0.2,36,0,250,0.1,1326,0.4,415,0.1,1355,0.2
2,2,半耐久財,3485,1.2,12.7,1108,1,623,0.4,1103,0.6,1560,0.7,3436,1.2,5401,1.4,11126,1.8
2,3,非耐久財,5191,1.8,-2.8,1834,1.7,2541,1.6,3794,1.9,4711,2,6130,2.1,8615,2.3,8688,1.4
2,4,サービス,18319,6.4,-6.9,4761,4.5,8921,5.7,10976,5.5,13930,5.9,18618,6.3,20088,5.3,50771,8.2
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年1月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―全世帯―,,,,,,,,,,,,,,,,,,,
注１）財・サービス別結果は、品目分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注２）消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等・消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
