項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9094,-,2640,-,2336,-,7360,-,6758,-,906,-
0,0,0,0,0,調査世帯数,220,-,-,203,-,56,-,49,-,164,-,154,-,17,-
0,0,0,0,0,世帯人員,2.39,-,-,2.4,-,2.29,-,2.3,-,2.42,-,2.44,-,2.2,-
0,0,0,0,0,有業人員,0.51,-,-,0.51,-,0.37,-,0.38,-,0.57,-,0.56,-,0.57,-
0,0,0,0,0,世帯主平均年齢,74,-,-,74.1,-,75,-,75.5,-,73.6,-,73.6,-,73.1,-
1,0,0,0,0,受取,689276,-,-2.4,696610,-,423733,-,435991,-,784544,-,786694,-,615676,-
1,1,0,0,0,実収入,307940,100,5.6,306868,100,185892,100,192217,100,351727,100,346497,100,318695,100
1,2,0,0,0,経常収入,303334,98.5,5.4,301808,98.4,185436,99.8,191705,99.7,345632,98.3,339866,98.1,318645,100
1,3,0,0,0,勤め先収入,17013,5.5,39.2,13976,4.6,6323,3.4,7147,3.7,20848,5.9,16336,4.7,47491,14.9
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,6463,2.1,83.1,7107,2.3,-,-,-,-,8782,2.5,9563,2.8,-,-
1,6,0,0,0,うち女,6463,2.1,83.1,7107,2.3,-,-,-,-,8782,2.5,9563,2.8,-,-
1,4,0,0,0,他の世帯員収入,10550,3.4,21.3,6869,2.2,6323,3.4,7147,3.7,12067,3.4,6772,2,47491,14.9
1,3,0,0,0,事業・内職収入,5910,1.9,-20.2,5177,1.7,2584,1.4,2682,1.4,7103,2,6040,1.7,13262,4.2
1,4,0,0,0,家賃収入,2282,0.7,-30.9,2509,0.8,2196,1.2,2482,1.3,2313,0.7,2519,0.7,-,-
1,4,0,0,0,他の事業収入,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,内職収入,3628,1.2,10.5,2668,0.9,388,0.2,199,0.1,4790,1.4,3521,1,13262,4.2
1,3,0,0,0,他の経常収入,280411,91.1,4.5,282656,92.1,176530,95,181876,94.6,317681,90.3,317490,91.6,257893,80.9
1,4,0,0,0,財産収入,6658,2.2,432.6,7322,2.4,-,-,-,-,9047,2.6,9852,2.8,-,-
1,4,0,0,0,社会保障給付,272573,88.5,2.3,274566,89.5,175057,94.2,180212,93.8,307559,87.4,307179,88.7,252581,79.3
