項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,741,-,-,100,-,107,-,110,-,104,-,108,-,106,-,106,-
0,世帯人員,2.99,-,-,2.72,-,2.86,-,2.86,-,3.11,-,3.14,-,3.14,-,3.09,-
0,有業人員,1.34,-,-,1.14,-,1.15,-,1.21,-,1.42,-,1.53,-,1.39,-,1.54,-
0,世帯主平均年齢,59.3,-,-,61.8,-,64.4,-,60.4,-,60.5,-,56.9,-,56,-,55.2,-
0,消費支出,316152,100,-8.8,104792,100,163713,100,211493,100,260605,100,321084,100,408444,100,740408,100
2,基礎的支出,171904,54.4,-2.5,81339,77.6,115158,70.3,136409,64.5,160219,61.5,187384,58.4,203337,49.8,318467,43
3,選択的支出,144248,45.6,-15.3,23453,22.4,48555,29.7,75084,35.5,100386,38.5,133700,41.6,205107,50.2,421941,57
1,食料,93622,29.6,2.1,53441,51,70783,43.2,74505,35.2,92478,35.5,103752,32.3,114013,27.9,145921,19.7
2,基礎的支出,70655,22.3,2.5,47147,45,59657,36.4,60136,28.4,74023,28.4,77783,24.2,81766,20,93803,12.7
3,選択的支出,22967,7.3,1,6294,6,11127,6.8,14369,6.8,18455,7.1,25969,8.1,32247,7.9,52119,7
1,住居,23686,7.5,13.7,2706,2.6,7444,4.5,12506,5.9,16031,6.2,24057,7.5,26044,6.4,76764,10.4
2,基礎的支出,22774,7.2,18,2706,2.6,7444,4.5,12283,5.8,14117,5.4,23634,7.4,25651,6.3,73344,9.9
3,選択的支出,912,0.3,-40.4,-,-,-,-,223,0.1,1915,0.7,423,0.1,393,0.1,3420,0.5
1,光熱・水道,20392,6.5,-14.2,12422,11.9,17061,10.4,18528,8.8,22425,8.6,24089,7.5,20323,5,27819,3.8
2,基礎的支出,20392,6.5,-14.2,12422,11.9,17061,10.4,18528,8.8,22425,8.6,24089,7.5,20323,5,27819,3.8
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,11760,3.7,-7.6,3522,3.4,5304,3.2,8162,3.9,8360,3.2,12886,4,14687,3.6,29306,4
2,基礎的支出,7830,2.5,-17.4,3055,2.9,4120,2.5,5620,2.7,6113,2.3,9466,2.9,8535,2.1,17857,2.4
3,選択的支出,3929,1.2,20.9,468,0.4,1185,0.7,2543,1.2,2247,0.9,3421,1.1,6152,1.5,11449,1.5
1,被服及び履物,18966,6,3.9,3175,3,8195,5,9925,4.7,13847,5.3,20499,6.4,25493,6.2,51436,6.9
2,基礎的支出,1459,0.5,16.3,459,0.4,1162,0.7,1153,0.5,887,0.3,1481,0.5,2199,0.5,2856,0.4
3,選択的支出,17507,5.5,3,2716,2.6,7033,4.3,8772,4.1,12961,5,19017,5.9,23293,5.7,48579,6.6
1,保健医療,12668,4,-0.7,4416,4.2,7481,4.6,8699,4.1,9314,3.6,13515,4.2,20113,4.9,25037,3.4
2,基礎的支出,10532,3.3,2.7,4319,4.1,6694,4.1,7943,3.8,8306,3.2,12119,3.8,16128,3.9,18147,2.5
3,選択的支出,2136,0.7,-14.9,97,0.1,787,0.5,756,0.4,1007,0.4,1396,0.4,3985,1,6890,0.9
1,交通・通信,31242,9.9,-33.4,7054,6.7,12945,7.9,22293,10.5,30533,11.7,31011,9.7,45126,11,69459,9.4
2,基礎的支出,10295,3.3,-6.8,2797,2.7,4877,3,9955,4.7,11722,4.5,8083,2.5,16868,4.1,17679,2.4
3,選択的支出,20946,6.6,-41.6,4257,4.1,8068,4.9,12338,5.8,18811,7.2,22927,7.1,28258,6.9,51780,7
1,教育,17322,5.5,-24.6,763,0.7,1169,0.7,3876,1.8,4449,1.7,6449,2,17353,4.2,86935,11.7
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,17322,5.5,-24.6,763,0.7,1169,0.7,3876,1.8,4449,1.7,6449,2,17353,4.2,86935,11.7
1,教養娯楽,38329,12.1,-7.6,8194,7.8,16680,10.2,23628,11.2,27337,10.5,37448,11.7,61380,15,93267,12.6
2,基礎的支出,7086,2.2,2.4,3669,3.5,5697,3.5,5750,2.7,6666,2.6,6865,2.1,8435,2.1,12476,1.7
3,選択的支出,31243,9.9,-9.6,4525,4.3,10983,6.7,17877,8.5,20671,7.9,30583,9.5,52945,13,80791,10.9
1,その他の消費支出,48166,15.2,-12.7,9099,8.7,16650,10.2,29371,13.9,35831,13.7,47378,14.8,63912,15.6,134465,18.2
2,基礎的支出,20880,6.6,-17.3,4767,4.5,8446,5.2,15040,7.1,15960,6.1,23864,7.4,23431,5.7,54487,7.4
3,選択的支出,27286,8.6,-8.7,4332,4.1,8205,5,14331,6.8,19870,7.6,23514,7.3,40481,9.9,79978,10.8
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年5月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
