年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成21年平均,2009,,24.3,44.1,35.5,30.9,28.2,26.5,23.2,15.2
nen,平成22年平均,2010,,23.7,43.1,35.1,31.1,28.3,26,22.2,14.3
nen,平成23年平均,2011,,24.8,43.8,36.2,31.5,28.8,26.5,23.9,15.5
nen,平成24年平均,2012,,24.5,42.6,35,31.7,29.1,27.1,23.4,15.2
nen,平成25年平均,2013,,24.1,43.7,35.8,32.5,28.8,26.5,23.9,14
nen,平成26年平均,2014,,25,44.4,36.2,31.8,29.9,27.5,24.7,15.4
nen,平成27年平均,2015,,25.6,45.2,37.2,33.2,29.9,28.6,25.2,15.7
tuki,平成27年8月,2015,8,27.3,44.3,39.9,36.2,30.9,28.9,25.1,18.1
tuki,平成27年9月,2015,9,26.8,47.6,40.3,33.4,31.5,28.4,27.2,16
tuki,平成27年10月,2015,10,26.2,48.2,38.8,35.2,31.8,29.8,25.9,14.8
tuki,平成27年11月,2015,11,25.8,46.8,36.7,34.1,29.6,27.6,24.8,16.5
tuki,平成27年12月,2015,12,29.7,44.6,39.2,36.2,33.6,31.1,28.7,20.5
tuki,平成28年1月,2016,1,25.7,42.4,34.9,32.2,31.3,27.3,24.2,16.9
tuki,平成28年2月,2016,2,26.6,48.6,40.7,37,31.7,27.4,26.8,15.4
tuki,平成28年3月,2016,3,25.7,46.9,39.7,32,29.9,29.4,26.5,14.9
tuki,平成28年4月,2016,4,23.9,48.5,38.2,35.4,31.4,28.5,25.5,12.3
tuki,平成28年5月,2016,5,27.8,49.6,41.9,33.4,33.4,30.9,25.8,17.9
tuki,平成28年6月,2016,6,27.3,49,40.8,36.4,31.2,30.7,26.6,16.7
tuki,平成28年7月,2016,7,27.4,48.9,40.2,36.6,32,30.7,24.1,17.7
tuki,平成28年8月,2016,8,27.4,47.2,38.2,33,32.3,29,26,18.6
,,,,,,,,,,,
東京都生計分析調査　平成28年8月,,,,,,,,,,,
主要指標４　―全世帯，生計支出７分位階層別―,,,,,,,,,,,
エンゲル係数〔＝（食料費÷消費支出）×１００〕,,,,,,,,,,,
