項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,742,-,-,98,-,108,-,107,-,109,-,105,-,107,-,108,-
0,世帯人員,3.01,-,-,2.73,-,2.79,-,3.03,-,2.97,-,3.21,-,3.06,-,3.28,-
0,有業人員,1.33,-,-,1.12,-,1.14,-,1.36,-,1.28,-,1.42,-,1.49,-,1.49,-
0,世帯主平均年齢,58.6,-,-,64.6,-,63.1,-,56.9,-,58.5,-,55.4,-,56.3,-,55.6,-
0,消費支出,305933,100,0.9,97301,100,160032,100,209898,100,256087,100,310436,100,392166,100,713893,100
2,基礎的支出,169354,55.4,0.7,76771,78.9,109043,68.1,129515,61.7,152793,59.7,171291,55.2,214433,54.7,330840,46.3
3,選択的支出,136579,44.6,1,20531,21.1,50989,31.9,80383,38.3,103294,40.3,139146,44.8,177734,45.3,383054,53.7
1,食料,90497,29.6,-1.2,49161,50.5,68542,42.8,81998,39.1,89206,34.8,100567,32.4,105754,27,137871,19.3
2,基礎的支出,69058,22.6,-1.6,44199,45.4,57863,36.2,64669,30.8,67531,26.4,74526,24,82057,20.9,92334,12.9
3,選択的支出,21440,7,0.2,4962,5.1,10679,6.7,17329,8.3,21674,8.5,26041,8.4,23697,6,45537,6.4
1,住居,26248,8.6,18.8,4032,4.1,4371,2.7,10445,5,22129,8.6,21676,7,29931,7.6,90954,12.7
2,基礎的支出,25242,8.3,27.6,4032,4.1,4276,2.7,8589,4.1,21361,8.3,20461,6.6,27719,7.1,90067,12.6
3,選択的支出,1006,0.3,-56.5,-,-,96,0.1,1856,0.9,768,0.3,1214,0.4,2212,0.6,888,0.1
1,光熱・水道,15792,5.2,-12.2,10784,11.1,13070,8.2,16033,7.6,14717,5.7,18137,5.8,16779,4.3,20988,2.9
2,基礎的支出,15792,5.2,-12.2,10784,11.1,13070,8.2,16033,7.6,14717,5.7,18137,5.8,16779,4.3,20988,2.9
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,13843,4.5,18.2,3049,3.1,5184,3.2,8214,3.9,6839,2.7,13025,4.2,19928,5.1,40600,5.7
2,基礎的支出,9195,3,15.6,2551,2.6,3575,2.2,5810,2.8,4685,1.8,9129,2.9,16566,4.2,22015,3.1
3,選択的支出,4648,1.5,23.7,498,0.5,1609,1,2403,1.1,2154,0.8,3896,1.3,3362,0.9,18585,2.6
1,被服及び履物,15196,5,-2.3,2784,2.9,6663,4.2,11807,5.6,11582,4.5,15835,5.1,23731,6.1,33873,4.7
2,基礎的支出,1369,0.4,19.9,290,0.3,790,0.5,1505,0.7,1171,0.5,1347,0.4,2204,0.6,2269,0.3
3,選択的支出,13827,4.5,-4.1,2494,2.6,5874,3.7,10302,4.9,10411,4.1,14487,4.7,21527,5.5,31604,4.4
1,保健医療,14301,4.7,-7.2,4889,5,8596,5.4,7851,3.7,10350,4,13866,4.5,19282,4.9,35206,4.9
2,基礎的支出,11996,3.9,-8.5,4690,4.8,8244,5.2,6534,3.1,8234,3.2,11017,3.5,15655,4,29546,4.1
3,選択的支出,2306,0.8,0.4,199,0.2,352,0.2,1317,0.6,2117,0.8,2849,0.9,3626,0.9,5660,0.8
1,交通・通信,30639,10,4.7,6423,6.6,12625,7.9,18406,8.8,30884,12.1,33064,10.7,47231,12,65607,9.2
