年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成21年平均,2009,,29.1,32.9,32.8,31.1,30.7,29.8,26.8,24.4
nen,平成22年平均,2010,,28.4,28.5,34.5,31.3,30.9,26.8,27.8,23.3
nen,平成23年平均,2011,,30.2,32.1,29.8,33.3,34.9,28.1,29.3,26.7
nen,平成24年平均,2012,,29.6,30.8,31.3,35.2,30.8,29.4,27,26.5
nen,平成25年平均,2013,,30,30.2,33,34,29.5,28.6,29.8,27.2
nen,平成26年平均,2014,,28.7,29,27.3,29.7,29,29.8,32,24.8
nen,平成27年平均,2015,,29.6,30,33.2,32,32.2,29,28.3,26.1
tuki,平成27年8月,2015,8,25.6,26.4,30,35.1,25.8,22.8,22,22.8
tuki,平成27年9月,2015,9,32.4,32.5,35.6,35.5,36.4,32.9,26.4,31.5
tuki,平成27年10月,2015,10,28.4,27.9,29.5,30.3,30,23.1,23.8,34.3
tuki,平成27年11月,2015,11,28.9,30,42.2,34.5,29.2,19.6,27.3,23.4
tuki,平成27年12月,2015,12,26.2,30,25.2,27.8,30.2,23.3,28.4,21.6
tuki,平成28年1月,2016,1,28.5,28.8,23,28.2,34.6,31,31.3,24
tuki,平成28年2月,2016,2,35.6,29.8,28.5,35.2,31.5,30.7,35.1,46.6
tuki,平成28年3月,2016,3,32.4,33.3,26.9,36.4,36.1,33.7,32.2,30.4
tuki,平成28年4月,2016,4,36.7,42.6,39.2,38,21.6,47,36.8,34.2
tuki,平成28年5月,2016,5,29.5,25.3,32.1,33.4,37.8,26.3,30.6,25.1
tuki,平成28年6月,2016,6,25.4,25,27.8,35.4,27.4,26,23.7,19.6
tuki,平成28年7月,2016,7,26.3,24.2,31.1,29.2,27.1,27.9,25.2,23
tuki,平成28年8月,2016,8,25.5,23.6,24.9,32.7,31.6,24.8,28.1,18.4
,,,,,,,,,,,
東京都生計分析調査　平成28年8月,,,,,,,,,,,
主要指標５　―勤労者世帯，勤め先収入７分位階層別―,,,,,,,,,,,
公共的料金負担率〔＝（公共的料金÷消費支出）×１００〕,,,,,,,,,,,
