項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,359,-,-,53,-,50,-,47,-,53,-,54,-,48,-,54,-
0,0,世帯人員,3.37,-,-,3.26,-,3.2,-,3.19,-,3.64,-,3.4,-,3.44,-,3.47,-
0,0,有業人員,1.68,-,-,1.6,-,1.67,-,1.67,-,1.6,-,1.57,-,1.69,-,1.96,-
0,0,世帯主平均年齢,48.6,-,-,53.4,-,50.1,-,47,-,45.5,-,46.7,-,49.4,-,47.8,-
0,0,消費支出,348258,-,3.6,278737,-,292274,-,309761,-,289326,-,335877,-,369567,-,558839,-
0,0,公共的料金,109995,31.6,15.3,93308,33.5,86796,29.7,110892,35.8,85418,29.5,94819,28.2,115733,31.3,182171,32.6
1,0,公共料金等,59788,17.2,7.6,43305,15.5,53066,18.2,49684,16,53657,18.5,56609,16.9,70942,19.2,90572,16.2
1,1,米,1931,0.6,16.2,2673,1,1590,0.5,1603,0.5,2500,0.9,1510,0.4,1696,0.5,1965,0.4
1,1,食塩,44,0,29.4,33,0,9,0,25,0,16,0,60,0,82,0,85,0
1,1,学校給食,1504,0.4,4.9,1066,0.4,909,0.3,1145,0.4,1584,0.5,2224,0.7,1785,0.5,1813,0.3
1,1,公営家賃,1465,0.4,-45,-,-,3256,1.1,1061,0.3,2518,0.9,-,-,1665,0.5,1673,0.3
1,1,電気代,8302,2.4,6.1,7844,2.8,7809,2.7,8754,2.8,7449,2.6,8609,2.6,8111,2.2,9522,1.7
1,1,都市ガス,3017,0.9,-12.7,3128,1.1,2676,0.9,2759,0.9,2721,0.9,2958,0.9,3412,0.9,3471,0.6
1,1,上下水道料,4860,1.4,-8,3956,1.4,3759,1.3,4933,1.6,5253,1.8,5245,1.6,4878,1.3,5981,1.1
1,1,医科診療代,2938,0.8,1.6,1999,0.7,2067,0.7,2514,0.8,1671,0.6,2802,0.8,1577,0.4,7860,1.4
1,1,歯科診療代,2088,0.6,19.4,963,0.3,1392,0.5,673,0.2,512,0.2,3403,1,1281,0.3,6311,1.1
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1002,0.3,...,-,-,-,-,-,-,2743,0.9,2712,0.8,-,-,1536,0.3
1,1,鉄道運賃,3203,0.9,-6.3,3089,1.1,2667,0.9,3550,1.1,2552,0.9,2439,0.7,4443,1.2,3689,0.7
1,1,鉄道通学定期代,2652,0.8,19.8,270,0.1,802,0.3,160,0.1,617,0.2,2708,0.8,7247,2,6694,1.2
1,1,鉄道通勤定期代,5361,1.5,41.9,1412,0.5,6426,2.2,2968,1,4040,1.4,1935,0.6,13663,3.7,6963,1.2
1,1,バス代,397,0.1,16.8,174,0.1,186,0.1,175,0.1,719,0.2,199,0.1,401,0.1,913,0.2
1,1,バス通学定期代,172,0,-6.5,-,-,-,-,-,-,54,0,79,0,-,-,1054,0.2
1,1,バス通勤定期代,319,0.1,608.9,7,0,-,-,-,-,-,-,-,-,849,0.2,1362,0.2
1,1,タクシー代,776,0.2,47,482,0.2,520,0.2,601,0.2,921,0.3,136,0,523,0.1,2227,0.4
1,1,航空運賃,579,0.2,-19.4,1184,0.4,321,0.1,-,-,194,0.1,-,-,-,-,2345,0.4
1,1,郵便料,304,0.1,-4.1,1019,0.4,286,0.1,133,0,173,0.1,169,0.1,90,0,272,0
1,1,固定電話通信料,1921,0.6,7.9,1731,0.6,1372,0.5,2755,0.9,1961,0.7,1782,0.5,1700,0.5,2154,0.4
1,1,移動電話通信料,12072,3.5,13,8412,3,12575,4.3,12470,4,12909,4.5,13024,3.9,10761,2.9,14212,2.5
1,1,ＮＨＫ放送受信料,1015,0.3,-19.8,1459,0.5,1148,0.4,954,0.3,1170,0.4,648,0.2,731,0.2,1002,0.2
1,1,ケーブルテレビ放送受信料,1216,0.3,20.8,1298,0.5,1547,0.5,719,0.2,497,0.2,1285,0.4,1642,0.4,1517,0.3
1,1,他の放送受信料,211,0.1,4.5,35,0,283,0.1,159,0.1,146,0.1,412,0.1,268,0.1,168,0
1,1,国公立小学校,280,0.1,11.1,134,0,35,0,19,0,316,0.1,275,0.1,576,0.2,601,0.1
1,1,国公立中学校,336,0.1,-37.4,507,0.2,75,0,297,0.1,88,0,446,0.1,257,0.1,687,0.1
