項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1344,-,833,-,1537,-,1515,-,1381,-,1270,-,1234,-,885,-
0,0,0,0,0,調査世帯数,369,-,47,-,33,-,62,-,58,-,49,-,44,-,44,-,32,-
0,0,0,0,0,世帯人員,3.38,-,3.26,-,3.58,-,3.75,-,3.55,-,3.67,-,3.22,-,3.22,-,2.46,-
0,0,0,0,0,有業人員,1.68,-,1.68,-,1.38,-,1.55,-,1.54,-,1.63,-,1.73,-,2.25,-,1.63,-
0,0,0,0,0,世帯主平均年齢,48.9,-,31.1,-,36.9,-,42.1,-,46.9,-,51.9,-,56.7,-,61.9,-,68.9,-
1,0,0,0,0,受取,1020294,-,755524,-,892349,-,1032115,-,1118685,-,1342808,-,1174005,-,939189,-,742850,-
1,1,0,0,0,実収入,478334,100,391633,100,471660,100,527525,100,569985,100,571558,100,533553,100,382273,100,283092,100
1,2,0,0,0,経常収入,465777,97.4,375099,95.8,461289,97.8,512161,97.1,556332,97.6,549412,96.1,523646,98.1,377582,98.8,281461,99.4
1,3,0,0,0,勤め先収入,455246,95.2,370880,94.7,448664,95.1,499682,94.7,537391,94.3,547452,95.8,518194,97.1,361710,94.6,267887,94.6
1,4,0,0,0,世帯主収入,400677,83.8,304549,77.8,394602,83.7,433504,82.2,485669,85.2,505247,88.4,465081,87.2,303688,79.4,229418,81
1,6,0,0,0,うち男,387389,81,301290,76.9,388338,82.3,421944,80,464240,81.4,505247,88.4,442983,83,276909,72.4,215947,76.3
1,5,0,0,0,定期収入,386345,80.8,298269,76.2,388848,82.4,417575,79.2,468978,82.3,447899,78.4,465081,87.2,303376,79.4,228631,80.8
1,5,0,0,0,臨時収入,2617,0.5,6280,1.6,5754,1.2,3528,0.7,3249,0.6,1094,0.2,-,-,312,0.1,786,0.3
1,5,0,0,0,賞与,11715,2.4,-,-,-,-,12401,2.4,13442,2.4,56254,9.8,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,48875,10.2,66331,16.9,54062,11.5,66178,12.5,50276,8.8,32686,5.7,47852,9,36068,9.4,29631,10.5
1,6,0,0,0,うち女,45824,9.6,66331,16.9,54062,11.5,51246,9.7,45286,7.9,32686,5.7,47852,9,36068,9.4,29631,10.5
1,4,0,0,0,他の世帯員収入,5694,1.2,-,-,-,-,-,-,1445,0.3,9519,1.7,5261,1,21954,5.7,8839,3.1
