項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,729,-,-,99,-,102,-,111,-,104,-,106,-,106,-,101,-
0,世帯人員,3.02,-,-,2.58,-,2.79,-,3.03,-,3.08,-,3.34,-,3.15,-,3.13,-
0,有業人員,1.34,-,-,1.05,-,1.15,-,1.25,-,1.44,-,1.54,-,1.45,-,1.46,-
0,世帯主平均年齢,58.9,-,-,65.5,-,63.5,-,59.9,-,56.7,-,54.3,-,55.6,-,56.7,-
0,消費支出,305432,100,-2.5,99797,100,159833,100,207567,100,253474,100,307327,100,387687,100,720310,100
2,基礎的支出,168186,55.1,-4.2,82188,82.4,116172,72.7,143591,69.2,158226,62.4,174529,56.8,210818,54.4,290890,40.4
3,選択的支出,137246,44.9,-0.3,17608,17.6,43661,27.3,63976,30.8,95249,37.6,132798,43.2,176869,45.6,429420,59.6
1,食料,85326,27.9,4.9,49197,49.3,67428,42.2,79101,38.1,84356,33.3,87067,28.3,111687,28.8,118079,16.4
2,基礎的支出,65279,21.4,7.2,43305,43.4,57058,35.7,63888,30.8,66002,26,65269,21.2,79090,20.4,82140,11.4
3,選択的支出,20046,6.6,-2.1,5892,5.9,10370,6.5,15213,7.3,18354,7.2,21798,7.1,32596,8.4,35938,5
1,住居,23514,7.7,-0.1,1602,1.6,8188,5.1,10059,4.8,19514,7.7,20519,6.7,35482,9.2,69083,9.6
2,基礎的支出,21567,7.1,0.4,1602,1.6,8038,5,9883,4.8,18324,7.2,18639,6.1,32734,8.4,61613,8.6
3,選択的支出,1947,0.6,-6,-,-,151,0.1,176,0.1,1190,0.5,1879,0.6,2748,0.7,7470,1
1,光熱・水道,27595,9,-18.3,18032,18.1,24422,15.3,29078,14,27134,10.7,31676,10.3,29060,7.5,33626,4.7
2,基礎的支出,27595,9,-18.3,18032,18.1,24422,15.3,29078,14,27134,10.7,31676,10.3,29060,7.5,33626,4.7
