項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9203,-,2810,-,2439,-,7190,-,6764,-,797,-
0,0,0,0,0,調査世帯数,243,-,-,223,-,67,-,57,-,176,-,166,-,20,-
0,0,0,0,0,世帯人員,2.36,-,-,2.38,-,2.27,-,2.3,-,2.39,-,2.41,-,2.11,-
0,0,0,0,0,有業人員,0.38,-,-,0.39,-,0.35,-,0.36,-,0.4,-,0.4,-,0.32,-
0,0,0,0,0,世帯主平均年齢,73.8,-,-,74.3,-,75.5,-,76.7,-,73.1,-,73.4,-,67.5,-
1,0,0,0,0,受取,433623,-,-2.1,426350,-,268997,-,256873,-,497969,-,487462,-,517646,-
1,1,0,0,0,実収入,43464,100,14.8,37094,100,21766,100,14185,100,51945,100,45355,100,117055,100
1,2,0,0,0,経常収入,36529,84,5.6,29591,79.8,20937,96.2,13230,93.3,42624,82.1,35491,78.3,116689,99.7
1,3,0,0,0,勤め先収入,14083,32.4,-27.4,11518,31.1,3763,17.3,1780,12.5,18117,34.9,15029,33.1,43719,37.3
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,7413,17.1,25.3,4270,11.5,2219,10.2,-,-,9443,18.2,5810,12.8,43719,37.3
1,6,0,0,0,うち女,7413,17.1,25.3,4270,11.5,2219,10.2,-,-,9443,18.2,5810,12.8,43719,37.3
1,4,0,0,0,他の世帯員収入,6670,15.3,-50.5,7247,19.5,1545,7.1,1780,12.5,8673,16.7,9219,20.3,-,-
1,3,0,0,0,事業・内職収入,13208,30.4,80.7,10126,27.3,5100,23.4,5428,38.3,16377,31.5,11820,26.1,48815,41.7
1,4,0,0,0,家賃収入,3643,8.4,-20.4,3958,10.7,2363,10.9,2723,19.2,4143,8,4403,9.7,-,-
1,4,0,0,0,他の事業収入,2325,5.3,...,2527,6.8,-,-,-,-,3234,6.2,3438,7.6,-,-
1,4,0,0,0,内職収入,7240,16.7,173.7,3642,9.8,2737,12.6,2705,19.1,9000,17.3,3979,8.8,48815,41.7
1,3,0,0,0,他の経常収入,9238,21.3,17.1,7947,21.4,12074,55.5,6022,42.5,8130,15.7,8641,19.1,24155,20.6
1,4,0,0,0,財産収入,1775,4.1,-16.9,1929,5.2,1739,8,2003,14.1,1789,3.4,1902,4.2,-,-
1,4,0,0,0,社会保障給付,7006,16.1,32.8,5559,15,9182,42.2,2832,20,6155,11.8,6543,14.4,23719,20.3
1,5,0,0,0,公的年金給付,3628,8.3,3.7,3942,10.6,2398,11,2763,19.5,4109,7.9,4367,9.6,-,-
1,5,0,0,0,他の社会保障給付,3378,7.8,90,1617,4.4,6783,31.2,69,0.5,2046,3.9,2175,4.8,23719,20.3
1,4,0,0,0,仕送り金,457,1.1,-4.2,459,1.2,1153,5.3,1186,8.4,185,0.4,197,0.4,436,0.4
1,2,0,0,0,特別収入,6935,16,112.9,7503,20.2,829,3.8,955,6.7,9321,17.9,9864,21.7,366,0.3
1,3,0,0,0,受贈金,2140,4.9,8.6,2325,6.3,57,0.3,65,0.5,2954,5.7,3140,6.9,-,-
1,3,0,0,0,他の特別収入,4795,11,272.6,5178,14,773,3.6,890,6.3,6367,12.3,6724,14.8,366,0.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),305932,-,-4.3,305815,-,166750,-,165299,-,360332,-,356484,-,307279,-
1,2,0,0,0,預貯金引出,227131,-,-13.4,223757,-,144041,-,142522,-,259607,-,253050,-,266102,-
1,2,0,0,0,保険金,39024,-,167.1,41851,-,-,-,-,-,54277,-,56942,-,6363,-
1,3,0,0,0,個人・企業年金保険金,38188,-,161.4,40943,-,-,-,-,-,53114,-,55706,-,6363,-
1,3,0,0,0,他の保険金,836,-,...,908,-,-,-,-,-,1163,-,1236,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,9413,-,...,10092,-,443,-,-,-,12919,-,13731,-,1563,-
1,2,0,0,0,一括払購入借入金,30025,-,-26,29746,-,21267,-,21625,-,33449,-,32675,-,33251,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,339,-,-43.8,368,-,999,-,1151,-,80,-,86,-,-,-
1,1,0,0,0,繰入金,84227,-,-1.3,83441,-,80480,-,77389,-,85692,-,85623,-,93313,-
2,0,0,0,0,支払,433623,-,-2.1,426350,-,268997,-,256873,-,497969,-,487462,-,517646,-
2,1,0,0,0,実支出,261727,-,-12,258328,-,183658,-,183745,-,292241,-,285222,-,300999,-
2,2,0,0,0,生計支出,249122,-,-11.1,246969,-,181474,-,181712,-,275563,-,270500,-,273991,-
2,3,0,0,0,消費支出,249122,100,-11.1,246969,100,181474,100,181712,100,275563,100,270500,100,273991,100
2,4,1,0,0,食料,72328,29,-3.2,73060,29.6,59835,33,61159,33.7,77211,28,77352,28.6,63872,23.3
2,5,1,1,0,穀類,5462,2.2,-5.7,5558,2.3,4930,2.7,4989,2.7,5671,2.1,5764,2.1,4354,1.6
2,6,1,1,1,米類,1546,0.6,-0.7,1620,0.7,1585,0.9,1698,0.9,1531,0.6,1592,0.6,689,0.3
2,6,1,1,2,パン,2300,0.9,-6.1,2306,0.9,2031,1.1,2033,1.1,2405,0.9,2404,0.9,2237,0.8
2,6,1,1,3,麺類,1184,0.5,-8.6,1191,0.5,951,0.5,906,0.5,1275,0.5,1294,0.5,1094,0.4
2,6,1,1,4,他の穀類,433,0.2,-12,441,0.2,363,0.2,353,0.2,460,0.2,473,0.2,334,0.1
2,5,1,2,0,魚介類,7643,3.1,-1.8,7715,3.1,6500,3.6,6801,3.7,8090,2.9,8044,3,6819,2.5
2,6,1,2,1,生鮮魚介,4555,1.8,0.4,4563,1.8,3689,2,3872,2.1,4893,1.8,4813,1.8,4457,1.6
2,6,1,2,2,塩干魚介,1366,0.5,-8.4,1383,0.6,1417,0.8,1506,0.8,1346,0.5,1339,0.5,1167,0.4
2,6,1,2,3,魚肉練製品,715,0.3,-4,738,0.3,659,0.4,706,0.4,737,0.3,750,0.3,449,0.2
2,6,1,2,4,他の魚介加工品,1007,0.4,-0.3,1030,0.4,735,0.4,717,0.4,1114,0.4,1143,0.4,746,0.3
2,5,1,3,0,肉類,6558,2.6,4.3,6754,2.7,5409,3,5525,3,7007,2.5,7197,2.7,4300,1.6
2,6,1,3,1,生鮮肉,5467,2.2,6.3,5618,2.3,4639,2.6,4713,2.6,5790,2.1,5944,2.2,3719,1.4
2,6,1,3,2,加工肉,1092,0.4,-4.2,1136,0.5,770,0.4,812,0.4,1217,0.4,1252,0.5,581,0.2
2,5,1,4,0,乳卵類,3832,1.5,-5.7,3928,1.6,2924,1.6,3062,1.7,4187,1.5,4241,1.6,2720,1
2,6,1,4,1,牛乳,1325,0.5,-0.7,1352,0.5,1042,0.6,1096,0.6,1435,0.5,1445,0.5,1005,0.4
2,6,1,4,2,乳製品,1776,0.7,-6.9,1810,0.7,1293,0.7,1336,0.7,1965,0.7,1981,0.7,1388,0.5
2,6,1,4,3,卵,731,0.3,-11.1,766,0.3,589,0.3,630,0.3,787,0.3,815,0.3,328,0.1
2,5,1,5,0,野菜・海藻,11402,4.6,5.4,11487,4.7,8793,4.8,8721,4.8,12422,4.5,12484,4.6,10425,3.8
2,6,1,5,1,生鮮野菜,8080,3.2,14.2,8137,3.3,6208,3.4,6129,3.4,8812,3.2,8861,3.3,7423,2.7
2,6,1,5,2,乾物・海藻,832,0.3,-10.2,844,0.3,672,0.4,670,0.4,894,0.3,907,0.3,687,0.3
2,6,1,5,3,大豆加工品,1259,0.5,-5.1,1270,0.5,955,0.5,966,0.5,1378,0.5,1380,0.5,1127,0.4
2,6,1,5,4,他の野菜・海藻加工品,1231,0.5,-17.4,1235,0.5,958,0.5,955,0.5,1337,0.5,1335,0.5,1188,0.4
2,5,1,6,0,果物,4229,1.7,10.5,4272,1.7,3346,1.8,3290,1.8,4573,1.7,4626,1.7,3726,1.4
2,6,1,6,1,生鮮果物,3887,1.6,11.2,3907,1.6,3038,1.7,2934,1.6,4219,1.5,4257,1.6,3661,1.3
2,6,1,6,2,果物加工品,341,0.1,3,365,0.1,309,0.2,356,0.2,354,0.1,369,0.1,64,0
2,5,1,7,0,油脂・調味料,3720,1.5,-4,3770,1.5,2942,1.6,3005,1.7,4024,1.5,4046,1.5,3146,1.1
2,6,1,7,1,油脂,442,0.2,-4.9,437,0.2,361,0.2,377,0.2,473,0.2,459,0.2,490,0.2
2,6,1,7,2,調味料,3278,1.3,-3.9,3332,1.3,2580,1.4,2628,1.4,3551,1.3,3586,1.3,2656,1
2,5,1,8,0,菓子類,4495,1.8,-0.4,4583,1.9,3331,1.8,3449,1.9,4950,1.8,4992,1.8,3477,1.3
2,5,1,9,0,調理食品,10403,4.2,4.7,10631,4.3,11540,6.4,12245,6.7,9959,3.6,10049,3.7,7772,2.8
2,6,1,9,1,主食的調理食品,4507,1.8,4.4,4616,1.9,5139,2.8,5526,3,4260,1.5,4287,1.6,3252,1.2
2,6,1,9,2,他の調理食品,5896,2.4,4.9,6015,2.4,6400,3.5,6718,3.7,5699,2.1,5761,2.1,4521,1.7
2,5,1,10,0,飲料,3535,1.4,9.2,3642,1.5,3078,1.7,3180,1.8,3714,1.3,3809,1.4,2304,0.8
2,6,1,10,1,茶類,1071,0.4,15.5,1136,0.5,765,0.4,849,0.5,1190,0.4,1240,0.5,318,0.1
2,6,1,10,2,コーヒー・ココア,697,0.3,-9.2,703,0.3,628,0.3,646,0.4,725,0.3,723,0.3,638,0.2
2,6,1,10,3,他の飲料,1767,0.7,14.5,1803,0.7,1684,0.9,1685,0.9,1799,0.7,1846,0.7,1348,0.5
2,5,1,11,0,酒類,2935,1.2,-0.5,2893,1.2,2479,1.4,2767,1.5,3113,1.1,2939,1.1,3413,1.2
2,5,1,12,0,外食,8114,3.3,-30.3,7828,3.2,4563,2.5,4126,2.3,9502,3.4,9163,3.4,11416,4.2
2,6,1,12,1,一般外食,8059,3.2,-30.7,7796,3.2,4473,2.5,4126,2.3,9461,3.4,9119,3.4,11099,4.1
2,6,1,12,2,学校給食,55,0,...,32,0,90,0,-,-,41,0,44,0,317,0.1
2,4,2,0,0,住居,16255,6.5,-15.7,10910,4.4,16497,9.1,12345,6.8,16161,5.9,10392,3.8,78011,28.5
2,5,2,1,0,家賃地代,7337,2.9,-33.2,1739,0.7,6690,3.7,1047,0.6,7590,2.8,1989,0.7,72019,26.3
2,5,2,2,0,設備修繕・維持,8918,3.6,7.5,9171,3.7,9806,5.4,11298,6.2,8570,3.1,8404,3.1,5992,2.2
2,6,2,2,1,設備材料,3012,1.2,75,3271,1.3,1413,0.8,1628,0.9,3637,1.3,3863,1.4,23,0
2,6,2,2,2,工事その他のサービス,5906,2.4,-10.1,5900,2.4,8394,4.6,9671,5.3,4933,1.8,4541,1.7,5969,2.2
2,4,3,0,0,光熱・水道,16529,6.6,-7,16853,6.8,12465,6.9,12542,6.9,18118,6.6,18407,6.8,12793,4.7
2,5,3,1,0,電気代,6747,2.7,-8.3,6942,2.8,5004,2.8,5211,2.9,7429,2.7,7566,2.8,4502,1.6
2,5,3,2,0,ガス代,4293,1.7,-7.6,4267,1.7,3943,2.2,3766,2.1,4430,1.6,4447,1.6,4593,1.7
2,5,3,3,0,他の光熱,962,0.4,260.3,973,0.4,494,0.3,515,0.3,1144,0.4,1138,0.4,830,0.3
2,5,3,4,0,上下水道料,4527,1.8,-17.5,4671,1.9,3023,1.7,3049,1.7,5115,1.9,5256,1.9,2868,1
2,4,4,0,0,家具・家事用品,10229,4.1,-7.7,10541,4.3,9930,5.5,10753,5.9,10346,3.8,10464,3.9,6633,2.4
2,5,4,1,0,家庭用耐久財,4314,1.7,-23.9,4681,1.9,6258,3.4,7209,4,3555,1.3,3769,1.4,78,0
2,6,4,1,1,家事用耐久財,1062,0.4,-43,1147,0.5,-,-,-,-,1477,0.5,1561,0.6,78,0
2,6,4,1,2,冷暖房用器具,1452,0.6,-61.7,1578,0.6,375,0.2,432,0.2,1874,0.7,1992,0.7,-,-
2,6,4,1,3,一般家具,1800,0.7,...,1956,0.8,5883,3.2,6778,3.7,204,0.1,217,0.1,-,-
2,5,4,2,0,室内装備・装飾品,570,0.2,-12.7,592,0.2,148,0.1,171,0.1,735,0.3,745,0.3,315,0.1
2,5,4,3,0,寝具類,717,0.3,193.9,747,0.3,574,0.3,614,0.3,773,0.3,796,0.3,365,0.1
2,5,4,4,0,家事雑貨,1997,0.8,17.4,1867,0.8,1038,0.6,950,0.5,2371,0.9,2198,0.8,3491,1.3
2,5,4,5,0,家事用消耗品,1848,0.7,-14.2,1822,0.7,1707,0.9,1627,0.9,1903,0.7,1893,0.7,2142,0.8
2,5,4,6,0,家事サービス,783,0.3,16.7,830,0.3,205,0.1,182,0.1,1009,0.4,1064,0.4,242,0.1
2,4,5,0,0,被服及び履物,9015,3.6,-24.3,8688,3.5,4195,2.3,4588,2.5,10899,4,10167,3.8,12789,4.7
2,5,5,1,0,和服,686,0.3,...,21,0,-,-,-,-,955,0.3,28,0,8377,3.1
2,5,5,2,0,洋服,2888,1.2,-54.2,3089,1.3,927,0.5,1058,0.6,3655,1.3,3821,1.4,567,0.2
2,6,5,2,1,男子用洋服,1293,0.5,-22.9,1392,0.6,513,0.3,582,0.3,1598,0.6,1683,0.6,151,0.1
2,6,5,2,2,婦人用洋服,1595,0.6,-65.5,1698,0.7,413,0.2,476,0.3,2057,0.7,2138,0.8,412,0.2
2,6,5,2,3,子供用洋服,0,0,-100,-,-,1,0,-,-,-,-,-,-,4,0
2,5,5,3,0,シャツ・セーター類,1618,0.6,-16.3,1711,0.7,752,0.4,825,0.5,1957,0.7,2030,0.8,546,0.2
2,6,5,3,1,男子用シャツ・セーター類,415,0.2,-45.3,435,0.2,209,0.1,241,0.1,495,0.2,505,0.2,181,0.1
