項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,356,-,-,53,-,50,-,51,-,48,-,51,-,51,-,52,-
0,0,世帯人員,3.38,-,-,3.51,-,2.91,-,3.28,-,3.37,-,3.54,-,3.49,-,3.56,-
0,0,有業人員,1.66,-,-,1.54,-,1.6,-,1.67,-,1.75,-,1.68,-,1.6,-,1.79,-
0,0,世帯主平均年齢,48.3,-,-,49.7,-,49.5,-,50,-,50.1,-,44.6,-,45.6,-,48.9,-
0,0,消費支出,398830,-,8.4,328629,-,387728,-,335363,-,387962,-,422793,-,415569,-,512349,-
0,0,公共的料金,99729,25,3.6,65487,19.9,115916,29.9,89277,26.6,117347,30.2,104214,24.6,85823,20.7,119620,23.3
1,0,公共料金等,58489,14.7,-1.1,47731,14.5,56791,14.6,56569,16.9,60848,15.7,60171,14.2,53332,12.8,73849,14.4
1,1,米,1587,0.4,-21.9,1778,0.5,1055,0.3,2136,0.6,1058,0.3,1399,0.3,1555,0.4,2132,0.4
1,1,食塩,23,0,-55.8,31,0,15,0,20,0,7,0,6,0,28,0,53,0
1,1,学校給食,1651,0.4,6.5,1632,0.5,1180,0.3,1037,0.3,1022,0.3,2229,0.5,1784,0.4,2670,0.5
1,1,公営家賃,980,0.2,-68,1807,0.5,-,-,-,-,1636,0.4,3446,0.8,-,-,-,-
1,1,電気代,8208,2.1,2.1,7192,2.2,8195,2.1,8370,2.5,8889,2.3,7900,1.9,8471,2,8425,1.6
1,1,都市ガス,5196,1.3,-0.8,5258,1.6,4688,1.2,4984,1.5,5385,1.4,5506,1.3,4449,1.1,6102,1.2
