項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1794,-,7015,-,469,-,90,-,722,-,4779,-
0,0,0,0,0,調査世帯数,373,-,67,-,265,-,16,-,3,-,25,-,175,-
0,0,0,0,0,世帯人員,3.38,-,2,-,3.75,-,2.31,-,2.41,-,3.9,-,3.48,-
0,0,0,0,0,有業人員,1.72,-,1.58,-,1.72,-,1.96,-,1,-,1.9,-,2.16,-
0,0,0,0,0,世帯主平均年齢,47.9,-,55.5,-,44.8,-,55.3,-,42.2,-,54.2,-,45.2,-
1,0,0,0,0,受取,1201899,-,1333439,-,1160053,-,840064,-,1102197,-,1516697,-,1418145,-
1,1,0,0,0,実収入,668423,100,800316,100,644925,100,476025,100,652735,100,694115,100,834719,100
1,2,0,0,0,経常収入,661293,98.9,777556,97.2,640854,99.4,475550,99.9,652337,99.9,691772,99.7,821898,98.5
1,3,0,0,0,勤め先収入,649038,97.1,770568,96.3,632992,98.1,464092,97.5,652337,99.9,623271,89.8,815793,97.7
1,4,0,0,0,世帯主収入,555043,83,626896,78.3,546125,84.7,422895,88.8,652337,99.9,549086,79.1,631928,75.7
1,6,0,0,0,うち男,536209,80.2,615558,76.9,544400,84.4,150423,31.6,-,-,510277,73.5,627139,75.1
1,5,0,0,0,定期収入,409276,61.2,398025,49.7,423029,65.6,320500,67.3,352838,54.1,361341,52.1,438269,52.5
1,5,0,0,0,臨時収入,3744,0.6,1029,0.1,5038,0.8,157,0,-,-,256,0,4220,0.5
1,5,0,0,0,賞与,142023,21.2,227843,28.5,118059,18.3,102238,21.5,299499,45.9,187489,27,189439,22.7
1,4,0,0,0,世帯主の配偶者の収入,87232,13.1,143671,18,81388,12.6,-,-,-,-,60523,8.7,181453,21.7
1,6,0,0,0,うち女,83661,12.5,137652,17.2,77836,12.1,-,-,-,-,60523,8.7,173980,20.8
1,4,0,0,0,他の世帯員収入,6763,1,-,-,5479,0.8,41197,8.7,-,-,13662,2,2412,0.3
1,3,0,0,0,事業・内職収入,5446,0.8,5052,0.6,4508,0.7,11458,2.4,-,-,11625,1.7,5095,0.6
1,4,0,0,0,家賃収入,4020,0.6,-,-,3766,0.6,11458,2.4,-,-,11625,1.7,2844,0.3
1,4,0,0,0,他の事業収入,904,0.1,3966,0.5,275,0,-,-,-,-,-,-,1892,0.2
1,4,0,0,0,内職収入,522,0.1,1086,0.1,466,0.1,-,-,-,-,-,-,359,0
1,3,0,0,0,他の経常収入,6809,1,1936,0.2,3354,0.5,-,-,-,-,56876,8.2,1010,0.1
1,4,0,0,0,財産収入,4733,0.7,1936,0.2,569,0.1,-,-,-,-,55181,7.9,96,0
1,4,0,0,0,社会保障給付,1986,0.3,-,-,2657,0.4,-,-,-,-,1695,0.2,747,0.1
1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,1986,0.3,-,-,2657,0.4,-,-,-,-,1695,0.2,747,0.1
1,4,0,0,0,仕送り金,90,0,-,-,128,0,-,-,-,-,-,-,166,0
1,2,0,0,0,特別収入,7129,1.1,22760,2.8,4071,0.6,475,0.1,398,0.1,2343,0.3,12821,1.5
