項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,369,-,-,54,-,50,-,53,-,54,-,53,-,53,-,52,-
0,0,世帯人員,3.37,-,-,3.13,-,3.36,-,3.44,-,3.46,-,3.59,-,3.34,-,3.28,-
0,0,有業人員,1.71,-,-,1.64,-,1.79,-,1.66,-,1.75,-,1.69,-,1.74,-,1.7,-
0,0,世帯主平均年齢,48.1,-,-,51.6,-,52.6,-,45.9,-,45.9,-,49.2,-,44.4,-,47.1,-
0,0,消費支出,321578,-,-0.9,246442,-,224713,-,232020,-,296517,-,343485,-,408738,-,497096,-
0,0,公共的料金,81660,25.4,-5.3,61696,25,62478,27.8,82213,35.4,81311,27.4,89466,26,96895,23.7,97307,19.6
1,0,公共料金等,51334,16,-7.9,45751,18.6,45349,20.2,47176,20.3,49977,16.9,61728,18,52717,12.9,56518,11.4
1,1,米,1803,0.6,12,1868,0.8,1807,0.8,1754,0.8,2077,0.7,1787,0.5,1786,0.4,1543,0.3
1,1,食塩,32,0,-11.1,33,0,31,0,28,0,52,0,56,0,8,0,13,0
1,1,学校給食,1441,0.4,-5,911,0.4,1176,0.5,1592,0.7,1099,0.4,2212,0.6,1577,0.4,1514,0.3
1,1,公営家賃,2324,0.7,-14.5,3635,1.5,3379,1.5,2965,1.3,2094,0.7,2624,0.8,1597,0.4,-,-
1,1,電気代,6374,2,-16.2,5540,2.2,6158,2.7,6544,2.8,6294,2.1,7097,2.1,6309,1.5,6664,1.3
1,1,都市ガス,4376,1.4,-21,3578,1.5,4045,1.8,4311,1.9,4379,1.5,4570,1.3,4247,1,5492,1.1
1,1,上下水道料,5166,1.6,-12.1,5144,2.1,4571,2,5168,2.2,4405,1.5,8010,2.3,3995,1,4871,1
1,1,医科診療代,2756,0.9,1.7,2800,1.1,2345,1,1651,0.7,2562,0.9,4156,1.2,2794,0.7,2972,0.6
1,1,歯科診療代,1442,0.4,-21.7,654,0.3,578,0.3,1027,0.4,961,0.3,879,0.3,3215,0.8,2762,0.6
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,537,0.2,76.1,968,0.4,9,0,-,-,1575,0.5,-,-,-,-,1205,0.2
1,1,鉄道運賃,2447,0.8,-3.8,1216,0.5,2366,1.1,1547,0.7,2951,1,2122,0.6,1817,0.4,5088,1
