項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9274,-,2570,-,2178,-,7430,-,7096,-,726,-
0,0,0,0,0,調査世帯数,237,-,-,220,-,61,-,51,-,176,-,169,-,17,-
0,0,0,0,0,世帯人員,2.46,-,-,2.46,-,2.32,-,2.33,-,2.5,-,2.5,-,2.42,-
0,0,0,0,0,有業人員,0.51,-,-,0.51,-,0.37,-,0.4,-,0.56,-,0.55,-,0.5,-
0,0,0,0,0,世帯主平均年齢,74.3,-,-,74.2,-,75.7,-,75.8,-,73.8,-,73.7,-,74.9,-
1,0,0,0,0,受取,468195,-,6.3,485487,-,281847,-,301458,-,532652,-,541961,-,247274,-
1,1,0,0,0,実収入,47242,100,18.2,49205,100,32885,100,37729,100,52209,100,52726,100,22173,100
1,2,0,0,0,経常収入,41188,87.2,8.5,42819,87,30848,93.8,35344,93.7,44764,85.7,45114,85.6,20345,91.8
1,3,0,0,0,勤め先収入,19238,40.7,32.8,19452,39.5,9593,29.2,11321,30,22574,43.2,21947,41.6,16501,74.4
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,5319,11.3,28.6,5735,11.7,1953,5.9,2305,6.1,6483,12.4,6788,12.9,-,-
1,6,0,0,0,うち女,5319,11.3,28.6,5735,11.7,1953,5.9,2305,6.1,6483,12.4,6788,12.9,-,-
1,4,0,0,0,他の世帯員収入,13919,29.5,34.5,13717,27.9,7639,23.2,9016,23.9,16091,30.8,15159,28.8,16501,74.4
1,3,0,0,0,事業・内職収入,5348,11.3,-28.7,5715,11.6,4086,12.4,4822,12.8,5785,11.1,5989,11.4,658,3
1,4,0,0,0,家賃収入,2910,6.2,34.3,3138,6.4,2361,7.2,2787,7.4,3100,5.9,3245,6.2,-,-
1,4,0,0,0,他の事業収入,262,0.6,-83,283,0.6,79,0.2,93,0.2,326,0.6,341,0.6,-,-
1,4,0,0,0,内職収入,2176,4.6,-42.7,2295,4.7,1646,5,1943,5.1,2359,4.5,2403,4.6,658,3
1,3,0,0,0,他の経常収入,16602,35.1,3.9,17652,35.9,17169,52.2,19200,50.9,16406,31.4,17177,32.6,3185,14.4
1,4,0,0,0,財産収入,7407,15.7,255.8,7987,16.2,-,-,-,-,9969,19.1,10437,19.8,-,-
1,4,0,0,0,社会保障給付,8693,18.4,-14.9,9124,18.5,15806,48.1,17592,46.6,6232,11.9,6525,12.4,3185,14.4
1,5,0,0,0,公的年金給付,6719,14.2,-22.3,7245,14.7,14755,44.9,17413,46.2,3940,7.5,4125,7.8,-,-
1,5,0,0,0,他の社会保障給付,1974,4.2,26.1,1879,3.8,1051,3.2,179,0.5,2293,4.4,2400,4.6,3185,14.4
1,4,0,0,0,仕送り金,502,1.1,-86.3,542,1.1,1363,4.1,1609,4.3,205,0.4,214,0.4,-,-
1,2,0,0,0,特別収入,6054,12.8,201.5,6385,13,2037,6.2,2386,6.3,7444,14.3,7613,14.4,1828,8.2
1,3,0,0,0,受贈金,2396,5.1,199.9,2522,5.1,886,2.7,1046,2.8,2918,5.6,2975,5.6,785,3.5
1,3,0,0,0,他の特別収入,3658,7.7,202.3,3863,7.9,1150,3.5,1340,3.6,4526,8.7,4637,8.8,1043,4.7
1,1,0,0,0,実収入以外の受取(繰入金を除く),329193,-,7.7,341739,-,186300,-,195290,-,378619,-,386681,-,168905,-
1,2,0,0,0,預貯金引出,273325,-,9,282058,-,172209,-,178921,-,308300,-,313707,-,161755,-
1,2,0,0,0,保険金,9578,-,-21.6,10328,-,2651,-,3128,-,11974,-,12537,-,-,-
1,3,0,0,0,個人・企業年金保険金,9578,-,9.4,10328,-,2651,-,3128,-,11974,-,12537,-,-,-
1,3,0,0,0,他の保険金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,8186,-,...,8827,-,-,-,-,-,11018,-,11536,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,57,-,...,-,-,222,-,-,-,-,-,-,-,785,-
1,2,0,0,0,分割払購入借入金,3003,-,...,3238,-,-,-,-,-,4042,-,4232,-,-,-
1,2,0,0,0,一括払購入借入金,34669,-,-18.5,36885,-,11219,-,13240,-,42781,-,44141,-,6365,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,375,-,171.7,404,-,-,-,-,-,504,-,528,-,-,-
1,1,0,0,0,繰入金,91760,-,-3.2,94543,-,62662,-,68439,-,101824,-,102554,-,56195,-
2,0,0,0,0,支払,468195,-,6.3,485487,-,281847,-,301458,-,532652,-,541961,-,247274,-
2,1,0,0,0,実支出,279421,-,-4.6,286123,-,204305,-,214641,-,305404,-,308059,-,193803,-
2,2,0,0,0,生計支出,250090,-,-7.9,254599,-,174222,-,179576,-,276332,-,277621,-,192490,-
2,3,0,0,0,消費支出,250090,100,-7.9,254599,100,174222,100,179576,100,276332,100,277621,100,192490,100
2,4,1,0,0,食料,80510,32.2,5.6,82425,32.4,60960,35,63231,35.2,87273,31.6,88315,31.8,56047,29.1
2,5,1,1,0,穀類,6097,2.4,1.4,6155,2.4,5753,3.3,5808,3.2,6217,2.2,6261,2.3,5363,2.8
2,6,1,1,1,米類,1920,0.8,-1.3,1927,0.8,2052,1.2,2061,1.1,1874,0.7,1885,0.7,1832,1
2,6,1,1,2,パン,2388,1,-2.7,2408,0.9,1904,1.1,1972,1.1,2555,0.9,2542,0.9,2123,1.1
2,6,1,1,3,麺類,1496,0.6,14,1516,0.6,1565,0.9,1548,0.9,1472,0.5,1506,0.5,1235,0.6
