項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2316,-,2895,-,3683,-,1106,-
0,0,0,0,0,調査世帯数,373,-,84,-,105,-,142,-,42,-
0,0,0,0,0,世帯人員,3.38,-,2,-,3,-,4,-,5.2,-
0,0,0,0,0,有業人員,1.72,-,1.56,-,1.66,-,1.84,-,1.8,-
0,0,0,0,0,世帯主平均年齢,47.9,-,55.3,-,45.2,-,46.4,-,44.7,-
1,0,0,0,0,受取,1201899,-,1330493,-,991242,-,1282261,-,1216447,-
1,1,0,0,0,実収入,668423,100,754030,100,533563,100,723973,100,657192,100
1,2,0,0,0,経常収入,661293,98.9,736040,97.6,532317,99.8,717628,99.1,654795,99.6
1,3,0,0,0,勤め先収入,649038,97.1,706958,93.8,526027,98.6,710288,98.1,645800,98.3
1,4,0,0,0,世帯主収入,555043,83,587816,78,464683,87.1,616801,85.2,517300,78.7
1,6,0,0,0,うち男,536209,80.2,533431,70.7,445404,83.5,615018,85,517300,78.7
1,5,0,0,0,定期収入,409276,61.2,389863,51.7,393428,73.7,440469,60.8,387543,59
1,5,0,0,0,臨時収入,3744,0.6,797,0.1,2538,0.5,6427,0.9,4140,0.6
1,5,0,0,0,賞与,142023,21.2,197156,26.1,68716,12.9,169905,23.5,125617,19.1
1,4,0,0,0,世帯主の配偶者の収入,87232,13.1,111258,14.8,60283,11.3,83344,11.5,120411,18.3
1,6,0,0,0,うち女,83661,12.5,106597,14.1,51677,9.7,83344,11.5,120411,18.3
1,4,0,0,0,他の世帯員収入,6763,1,7883,1,1062,0.2,10143,1.4,8089,1.2
1,3,0,0,0,事業・内職収入,5446,0.8,9860,1.3,4763,0.9,4401,0.6,1470,0.2
1,4,0,0,0,家賃収入,4020,0.6,5948,0.8,4694,0.9,3484,0.5,-,-
1,4,0,0,0,他の事業収入,904,0.1,3071,0.4,-,-,83,0,1470,0.2
1,4,0,0,0,内職収入,522,0.1,841,0.1,69,0,834,0.1,-,-
1,3,0,0,0,他の経常収入,6809,1,19223,2.5,1526,0.3,2939,0.4,7526,1.1
1,4,0,0,0,財産収入,4733,0.7,18711,2.5,1220,0.2,125,0,-,-
1,4,0,0,0,社会保障給付,1986,0.3,512,0.1,-,-,2814,0.4,7517,1.1
1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,1986,0.3,512,0.1,-,-,2814,0.4,7517,1.1
1,4,0,0,0,仕送り金,90,0,-,-,306,0.1,-,-,9,0
1,2,0,0,0,特別収入,7129,1.1,17990,2.4,1247,0.2,6345,0.9,2397,0.4
1,3,0,0,0,受贈金,1071,0.2,48,0,523,0.1,2308,0.3,531,0.1
1,3,0,0,0,他の特別収入,6058,0.9,17942,2.4,724,0.1,4037,0.6,1866,0.3
