項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7690,-,1784,-,255,-,271,-
0,0,0,0,0,調査世帯数,373,-,295,-,58,-,11,-,9,-
0,0,0,0,0,世帯人員,3.38,-,3.44,-,3.19,-,2.5,-,3.6,-
0,0,0,0,0,有業人員,1.72,-,1.73,-,1.67,-,1.79,-,1.6,-
0,0,0,0,0,世帯主平均年齢,47.9,-,49.6,-,40.3,-,54.8,-,43.3,-
1,0,0,0,0,受取,1201899,-,1275370,-,966782,-,743087,-,1096573,-
1,1,0,0,0,実収入,668423,100,705121,100,558306,100,370064,100,632830,100
1,2,0,0,0,経常収入,661293,98.9,696014,98.7,557847,99.9,369317,99.8,631899,99.9
1,3,0,0,0,勤め先収入,649038,97.1,682302,96.8,549078,98.3,368532,99.6,627270,99.1
1,4,0,0,0,世帯主収入,555043,83,589595,83.6,437370,78.3,311672,84.2,578405,91.4
1,6,0,0,0,うち男,536209,80.2,576311,81.7,395410,70.8,267264,72.2,578405,91.4
1,5,0,0,0,定期収入,409276,61.2,426384,60.5,343772,61.6,274571,74.2,481969,76.2
1,5,0,0,0,臨時収入,3744,0.6,3468,0.5,3611,0.6,12457,3.4,4256,0.7
1,5,0,0,0,賞与,142023,21.2,159743,22.7,89987,16.1,24643,6.7,92180,14.6
1,4,0,0,0,世帯主の配偶者の収入,87232,13.1,86431,12.3,101368,18.2,53243,14.4,48865,7.7
1,6,0,0,0,うち女,83661,12.5,85027,12.1,87400,15.7,53243,14.4,48865,7.7
1,4,0,0,0,他の世帯員収入,6763,1,6276,0.9,10339,1.9,3617,1,-,-
1,3,0,0,0,事業・内職収入,5446,0.8,5126,0.7,7618,1.4,785,0.2,4629,0.7
1,4,0,0,0,家賃収入,4020,0.6,3297,0.5,7618,1.4,-,-,4629,0.7
1,4,0,0,0,他の事業収入,904,0.1,1176,0.2,-,-,-,-,-,-
1,4,0,0,0,内職収入,522,0.1,653,0.1,-,-,785,0.2,-,-
1,3,0,0,0,他の経常収入,6809,1,8586,1.2,1151,0.2,-,-,-,-
1,4,0,0,0,財産収入,4733,0.7,6154,0.9,-,-,-,-,-,-
1,4,0,0,0,社会保障給付,1986,0.3,2316,0.3,1151,0.2,-,-,-,-
1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,1986,0.3,2316,0.3,1151,0.2,-,-,-,-
1,4,0,0,0,仕送り金,90,0,116,0,-,-,-,-,-,-
1,2,0,0,0,特別収入,7129,1.1,9107,1.3,459,0.1,748,0.2,930,0.1
1,3,0,0,0,受贈金,1071,0.2,1340,0.2,227,0,-,-,-,-
1,3,0,0,0,他の特別収入,6058,0.9,7766,1.1,232,0,748,0.2,930,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),430356,-,455501,-,343653,-,327429,-,384373,-
1,2,0,0,0,預貯金引出,360158,-,377962,-,301336,-,289882,-,308207,-
1,2,0,0,0,保険金,929,-,1208,-,-,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,800,-,1040,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,129,-,168,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,623,-,810,-,1,-,-,-,-,-
1,2,0,0,0,一括払購入借入金,68384,-,75331,-,42260,-,37416,-,72371,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,262,-,189,-,57,-,130,-,3796,-
1,1,0,0,0,繰入金,103120,-,114749,-,64822,-,45594,-,79370,-
2,0,0,0,0,支払,1201899,-,1275370,-,966782,-,743087,-,1096573,-
2,1,0,0,0,実支出,498266,-,521227,-,432140,-,314572,-,454895,-
2,2,0,0,0,生計支出,364715,-,375498,-,335985,-,280755,-,326863,-
2,3,0,0,0,消費支出,346604,100,351948,100,335985,100,280755,100,326863,100
2,4,1,0,0,食料,89162,25.7,93242,26.5,74133,22.1,74269,26.5,86343,26.4
2,5,1,1,0,穀類,6412,1.8,6762,1.9,5063,1.5,5568,2,6149,1.9
2,6,1,1,1,米類,1634,0.5,1721,0.5,1247,0.4,1073,0.4,2229,0.7
2,6,1,1,2,パン,2944,0.8,3152,0.9,2203,0.7,2632,0.9,2207,0.7
2,6,1,1,3,麺類,1424,0.4,1443,0.4,1351,0.4,1386,0.5,1383,0.4
2,6,1,1,4,他の穀類,411,0.1,447,0.1,263,0.1,477,0.2,329,0.1
2,5,1,2,0,魚介類,4679,1.3,4946,1.4,3728,1.1,3460,1.2,4528,1.4
2,6,1,2,1,生鮮魚介,2708,0.8,2899,0.8,2014,0.6,1790,0.6,2733,0.8
