項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3382,-,5051,-,744,-,9,-,824,-,2995,-
0,0,0,0,0,調査世帯数,729,-,252,-,370,-,52,-,1,-,55,-,214,-
0,0,0,0,0,世帯人員,3,-,2,-,3.64,-,2.27,-,x,-,3.88,-,3.29,-
0,0,0,0,0,有業人員,1.31,-,0.79,-,1.59,-,1.27,-,x,-,1.78,-,2.15,-
0,0,0,0,0,世帯主平均年齢,58.6,-,67.6,-,50.8,-,71.4,-,x,-,58.9,-,48.6,-
2,2,0,0,0,生計支出,336741,-,314386,-,369805,-,219813,-,x,-,331319,-,408203,-
2,3,0,0,0,消費支出,336741,100,314386,100,369805,100,219813,100,x,x,331319,100,408203,100
2,4,1,0,0,食料,86642,25.7,81281,25.9,91146,24.6,67113,30.5,x,x,98662,29.8,93637,22.9
2,5,1,1,0,穀類,6809,2,5887,1.9,7556,2,5433,2.5,x,x,7253,2.2,7178,1.8
2,6,1,1,1,米類,2006,0.6,1680,0.5,2156,0.6,1607,0.7,-,-,2791,0.8,2072,0.5
2,6,1,1,2,パン,3003,0.9,2732,0.9,3326,0.9,2456,1.1,x,x,2628,0.8,3178,0.8
2,6,1,1,3,麺類,1411,0.4,1184,0.4,1598,0.4,1051,0.5,x,x,1519,0.5,1492,0.4
2,6,1,1,4,他の穀類,389,0.1,292,0.1,476,0.1,318,0.1,x,x,315,0.1,436,0.1
2,5,1,2,0,魚介類,7248,2.2,7496,2.4,6767,1.8,6241,2.8,x,x,10094,3,5855,1.4
2,6,1,2,1,生鮮魚介,4388,1.3,4448,1.4,4117,1.1,3835,1.7,x,x,6297,1.9,3608,0.9
2,6,1,2,2,塩干魚介,1296,0.4,1420,0.5,1205,0.3,875,0.4,x,x,1729,0.5,1065,0.3
2,6,1,2,3,魚肉練製品,586,0.2,601,0.2,546,0.1,578,0.3,x,x,771,0.2,431,0.1
2,6,1,2,4,他の魚介加工品,979,0.3,1027,0.3,898,0.2,953,0.4,-,-,1296,0.4,752,0.2
2,5,1,3,0,肉類,7476,2.2,6476,2.1,8296,2.2,5637,2.6,x,x,8210,2.5,8017,2
2,6,1,3,1,生鮮肉,6023,1.8,5123,1.6,6718,1.8,4622,2.1,x,x,6725,2,6530,1.6
2,6,1,3,2,加工肉,1452,0.4,1353,0.4,1578,0.4,1015,0.5,x,x,1484,0.4,1488,0.4
2,5,1,4,0,乳卵類,4376,1.3,3916,1.2,4662,1.3,3484,1.6,x,x,5322,1.6,4415,1.1
2,6,1,4,1,牛乳,1349,0.4,1261,0.4,1371,0.4,1035,0.5,x,x,1860,0.6,1474,0.4
2,6,1,4,2,乳製品,2220,0.7,1932,0.6,2418,0.7,1814,0.8,x,x,2555,0.8,2107,0.5
2,6,1,4,3,卵,808,0.2,723,0.2,874,0.2,635,0.3,x,x,908,0.3,834,0.2
2,5,1,5,0,野菜・海藻,10388,3.1,10452,3.3,10203,2.8,8505,3.9,x,x,12962,3.9,9274,2.3
2,6,1,5,1,生鮮野菜,7074,2.1,7229,2.3,6934,1.9,5764,2.6,x,x,8477,2.6,6301,1.5
2,6,1,5,2,乾物・海藻,806,0.2,787,0.3,823,0.2,680,0.3,x,x,899,0.3,632,0.2
2,6,1,5,3,大豆加工品,1214,0.4,1185,0.4,1232,0.3,1005,0.5,x,x,1414,0.4,1126,0.3
2,6,1,5,4,他の野菜・海藻加工品,1293,0.4,1251,0.4,1214,0.3,1056,0.5,x,x,2171,0.7,1216,0.3
2,5,1,6,0,果物,3505,1,3906,1.2,3266,0.9,3212,1.5,x,x,3591,1.1,2787,0.7
2,6,1,6,1,生鮮果物,3184,0.9,3555,1.1,2965,0.8,3054,1.4,x,x,3115,0.9,2485,0.6
2,6,1,6,2,果物加工品,321,0.1,351,0.1,300,0.1,159,0.1,-,-,476,0.1,301,0.1
2,5,1,7,0,油脂・調味料,3746,1.1,3500,1.1,3834,1,3626,1.6,x,x,4321,1.3,3565,0.9
2,6,1,7,1,油脂,432,0.1,341,0.1,459,0.1,393,0.2,x,x,675,0.2,390,0.1
2,6,1,7,2,調味料,3314,1,3159,1,3375,0.9,3233,1.5,x,x,3647,1.1,3175,0.8
2,5,1,8,0,菓子類,6365,1.9,5030,1.6,7438,2,4920,2.2,x,x,6571,2,6349,1.6
2,5,1,9,0,調理食品,11023,3.3,10215,3.2,11393,3.1,10745,4.9,x,x,12323,3.7,11557,2.8
2,6,1,9,1,主食的調理食品,4985,1.5,4607,1.5,5210,1.4,4956,2.3,x,x,5178,1.6,5464,1.3
2,6,1,9,2,他の調理食品,6038,1.8,5607,1.8,6182,1.7,5789,2.6,x,x,7145,2.2,6094,1.5
2,5,1,10,0,飲料,4495,1.3,4102,1.3,4775,1.3,3863,1.8,x,x,4953,1.5,4918,1.2
2,6,1,10,1,茶類,1171,0.3,1102,0.4,1187,0.3,1271,0.6,-,-,1275,0.4,1139,0.3
2,6,1,10,2,コーヒー・ココア,1010,0.3,1009,0.3,973,0.3,832,0.4,-,-,1395,0.4,1159,0.3
2,6,1,10,3,他の飲料,2313,0.7,1991,0.6,2615,0.7,1760,0.8,x,x,2284,0.7,2619,0.6
2,5,1,11,0,酒類,3531,1,4121,1.3,3206,0.9,2451,1.1,x,x,4075,1.2,3817,0.9
2,5,1,12,0,外食,17680,5.3,16180,5.1,19751,5.3,8994,4.1,x,x,18986,5.7,25904,6.3
2,6,1,12,1,一般外食,17317,5.1,16180,5.1,19088,5.2,8717,4,x,x,18892,5.7,25283,6.2
2,6,1,12,2,学校給食,363,0.1,-,-,663,0.2,277,0.1,-,-,94,0,621,0.2
2,4,2,0,0,住居,24302,7.2,23192,7.4,25054,6.8,17475,7.9,-,-,30409,9.2,27736,6.8
2,5,2,1,0,家賃地代,16301,4.8,17443,5.5,17114,4.6,14328,6.5,-,-,8415,2.5,24719,6.1
2,5,2,2,0,設備修繕・維持,8001,2.4,5750,1.8,7940,2.1,3148,1.4,-,-,21994,6.6,3017,0.7
2,6,2,2,1,設備材料,3186,0.9,2592,0.8,1205,0.3,134,0.1,-,-,20534,6.2,814,0.2
2,6,2,2,2,工事その他のサービス,4814,1.4,3158,1,6735,1.8,3014,1.4,-,-,1460,0.4,2204,0.5
2,4,3,0,0,光熱・水道,27113,8.1,27108,8.6,27658,7.5,22743,10.3,x,x,27732,8.4,25977,6.4
2,5,3,1,0,電気代,12809,3.8,12545,4,12954,3.5,12710,5.8,x,x,13092,4,12282,3
2,5,3,2,0,ガス代,8268,2.5,8725,2.8,8017,2.2,6857,3.1,x,x,9198,2.8,7974,2
2,5,3,3,0,他の光熱,329,0.1,421,0.1,259,0.1,313,0.1,-,-,396,0.1,191,0
2,5,3,4,0,上下水道料,5707,1.7,5417,1.7,6428,1.7,2863,1.3,-,-,5046,1.5,5529,1.4
2,4,4,0,0,家具・家事用品,11323,3.4,9116,2.9,12695,3.4,4104,1.9,x,x,18491,5.6,12417,3
2,5,4,1,0,家庭用耐久財,4333,1.3,2956,0.9,4436,1.2,595,0.3,-,-,12736,3.8,5071,1.2
2,6,4,1,1,家事用耐久財,1840,0.5,502,0.2,2102,0.6,595,0.3,-,-,6848,2.1,1952,0.5
2,6,4,1,2,冷暖房用器具,992,0.3,1336,0.4,152,0,-,-,-,-,5626,1.7,124,0
2,6,4,1,3,一般家具,1501,0.4,1117,0.4,2182,0.6,-,-,-,-,262,0.1,2994,0.7
2,5,4,2,0,室内装備・装飾品,580,0.2,1070,0.3,400,0.1,135,0.1,-,-,71,0,306,0.1
2,5,4,3,0,寝具類,736,0.2,383,0.1,1179,0.3,54,0,-,-,89,0,1078,0.3
2,5,4,4,0,家事雑貨,2319,0.7,2021,0.6,2762,0.7,987,0.4,x,x,2022,0.6,2335,0.6
2,5,4,5,0,家事用消耗品,2621,0.8,2159,0.7,2984,0.8,1855,0.8,x,x,2985,0.9,2634,0.6
2,5,4,6,0,家事サービス,734,0.2,528,0.2,933,0.3,478,0.2,-,-,588,0.2,995,0.2
2,4,5,0,0,被服及び履物,14023,4.2,10968,3.5,18238,4.9,3630,1.7,-,-,10102,3,18560,4.5
2,5,5,1,0,和服,293,0.1,852,0.3,9,0,-,-,-,-,-,-,12,0
2,5,5,2,0,洋服,7069,2.1,4930,1.6,9620,2.6,1145,0.5,-,-,5557,1.7,9956,2.4
2,6,5,2,1,男子用洋服,2152,0.6,1489,0.5,2894,0.8,707,0.3,-,-,1628,0.5,3565,0.9
2,6,5,2,2,婦人用洋服,4144,1.2,3441,1.1,5287,1.4,438,0.2,-,-,3366,1,5323,1.3
2,6,5,2,3,子供用洋服,773,0.2,-,-,1439,0.4,-,-,-,-,564,0.2,1068,0.3
2,5,5,3,0,シャツ・セーター類,2097,0.6,1988,0.6,2458,0.7,1108,0.5,-,-,1227,0.4,2630,0.6
2,6,5,3,1,男子用シャツ・セーター類,743,0.2,758,0.2,789,0.2,345,0.2,-,-,762,0.2,1134,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1215,0.4,1230,0.4,1395,0.4,763,0.3,-,-,465,0.1,1381,0.3
2,6,5,3,3,子供用シャツ・セーター類,139,0,-,-,275,0.1,-,-,-,-,-,-,115,0
2,5,5,4,0,下着類,636,0.2,546,0.2,783,0.2,289,0.1,-,-,419,0.1,722,0.2
2,6,5,4,1,男子用下着類,181,0.1,169,0.1,206,0.1,111,0.1,-,-,146,0,188,0
2,6,5,4,2,婦人用下着類,359,0.1,377,0.1,399,0.1,178,0.1,-,-,207,0.1,417,0.1
2,6,5,4,3,子供用下着類,96,0,-,-,179,0,-,-,-,-,65,0,117,0
2,5,5,5,0,生地・糸類,163,0,113,0,232,0.1,95,0,-,-,5,0,170,0
2,5,5,6,0,他の被服,846,0.3,651,0.2,1084,0.3,415,0.2,-,-,583,0.2,840,0.2
2,5,5,7,0,履物類,1697,0.5,814,0.3,2498,0.7,312,0.1,-,-,1655,0.5,2396,0.6
2,5,5,8,0,被服関連サービス,1222,0.4,1073,0.3,1554,0.4,266,0.1,-,-,656,0.2,1835,0.4
2,4,6,0,0,保健医療,16557,4.9,20190,6.4,14511,3.9,11538,5.2,x,x,18715,5.6,16406,4
