項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,738,-,-,96,-,102,-,108,-,112,-,106,-,107,-,107,-
0,世帯人員,3.01,-,-,2.77,-,2.92,-,2.91,-,3.05,-,2.98,-,3.29,-,3.15,-
0,有業人員,1.35,-,-,1.11,-,1.28,-,1.2,-,1.32,-,1.26,-,1.81,-,1.44,-
0,世帯主平均年齢,59,-,-,64.9,-,59.9,-,60.2,-,58.4,-,58,-,54.3,-,57.4,-
0,消費支出,296686,100,-6.3,97741,100,150986,100,195444,100,242962,100,295611,100,375410,100,713226,100
2,基礎的支出,167914,56.6,-5.6,77614,79.4,104138,69,129889,66.5,150708,62,180576,61.1,203665,54.3,326742,45.8
3,選択的支出,128772,43.4,-7.1,20127,20.6,46848,31,65554,33.5,92254,38,115035,38.9,171745,45.7,386484,54.2
1,食料,85968,29,-1.4,48912,50,63585,42.1,75066,38.4,78487,32.3,99751,33.7,104947,28,130460,18.3
2,基礎的支出,67107,22.6,-0.5,43890,44.9,52517,34.8,62121,31.8,64667,26.6,80634,27.3,77463,20.6,88202,12.4
3,選択的支出,18860,6.4,-4.6,5022,5.1,11068,7.3,12946,6.6,13821,5.7,19117,6.5,27485,7.3,42258,5.9
1,住居,26929,9.1,-12.7,3118,3.2,6021,4,9778,5,20272,8.3,18982,6.4,29794,7.9,99588,14
2,基礎的支出,25838,8.7,-6.9,3118,3.2,5626,3.7,9682,5,17908,7.4,17870,6,29368,7.8,96370,13.5
3,選択的支出,1091,0.4,-64.8,-,-,396,0.3,96,0,2363,1,1112,0.4,426,0.1,3217,0.5
1,光熱・水道,17354,5.8,-12.5,11379,11.6,14468,9.6,16871,8.6,18062,7.4,18158,6.1,22854,6.1,19637,2.8
2,基礎的支出,17354,5.8,-12.5,11379,11.6,14468,9.6,16871,8.6,18062,7.4,18158,6.1,22854,6.1,19637,2.8
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,9986,3.4,-13.4,2867,2.9,5226,3.5,7611,3.9,8496,3.5,11730,4,14934,4,18921,2.7
2,基礎的支出,7221,2.4,-16.1,2479,2.5,3545,2.3,5830,3,6547,2.7,9241,3.1,10707,2.9,12136,1.7
3,選択的支出,2765,0.9,-5.6,388,0.4,1681,1.1,1781,0.9,1950,0.8,2489,0.8,4227,1.1,6785,1
1,被服及び履物,14714,5,-7.1,2940,3,6053,4,7843,4,11466,4.7,16301,5.5,24394,6.5,33763,4.7
2,基礎的支出,1027,0.3,-4.2,212,0.2,443,0.3,833,0.4,993,0.4,1563,0.5,1806,0.5,1334,0.2
3,選択的支出,13687,4.6,-7.3,2728,2.8,5610,3.7,7010,3.6,10473,4.3,14738,5,22589,6,32428,4.5
1,保健医療,13448,4.5,-2.5,5313,5.4,5231,3.5,10516,5.4,11313,4.7,14372,4.9,15793,4.2,31363,4.4
2,基礎的支出,11734,4,-3,5104,5.2,5156,3.4,9243,4.7,10367,4.3,12902,4.4,12468,3.3,26705,3.7
3,選択的支出,1714,0.6,1.4,209,0.2,75,0,1273,0.7,945,0.4,1470,0.5,3325,0.9,4658,0.7
1,交通・通信,27863,9.4,-18.6,6172,6.3,13374,8.9,19372,9.9,22934,9.4,30228,10.2,39529,10.5,62966,8.8
2,基礎的支出,9017,3,-20.2,2667,2.7,5415,3.6,6603,3.4,8276,3.4,10819,3.7,12166,3.2,17071,2.4
3,選択的支出,18846,6.4,-17.9,3505,3.6,7959,5.3,12769,6.5,14658,6,19409,6.6,27363,7.3,45894,6.4
1,教育,11087,3.7,-7.6,996,1,2434,1.6,3687,1.9,6545,2.7,8857,3,15304,4.1,39428,5.5
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,11087,3.7,-7.6,996,1,2434,1.6,3687,1.9,6545,2.7,8857,3,15304,4.1,39428,5.5
1,教養娯楽,37761,12.7,-1.2,7284,7.5,14785,9.8,20410,10.4,27151,11.2,34864,11.8,42665,11.4,116160,16.3
2,基礎的支出,7032,2.4,-4,3197,3.3,5827,3.9,6990,3.6,6965,2.9,7950,2.7,8303,2.2,9941,1.4
3,選択的支出,30730,10.4,-0.6,4087,4.2,8959,5.9,13420,6.9,20186,8.3,26914,9.1,34362,9.2,106218,14.9
1,その他の消費支出,51575,17.4,-2.5,8760,9,19810,13.1,24289,12.4,38235,15.7,42369,14.3,65196,17.4,160942,22.6
2,基礎的支出,21584,7.3,-3.5,5567,5.7,11142,7.4,11717,6,16922,7,21438,7.3,28530,7.6,55344,7.8
3,選択的支出,29991,10.1,-1.8,3193,3.3,8667,5.7,12572,6.4,21313,8.8,20930,7.1,36666,9.8,105598,14.8
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年6月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
