項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9189,-,3215,-,2838,-,6785,-,6351,-,811,-
0,0,0,0,0,調査世帯数,238,-,-,219,-,75,-,66,-,163,-,153,-,19,-
0,0,0,0,0,世帯人員,2.3,-,-,2.31,-,2.16,-,2.17,-,2.37,-,2.37,-,2.18,-
0,0,0,0,0,有業人員,0.39,-,-,0.39,-,0.31,-,0.32,-,0.43,-,0.43,-,0.32,-
0,0,0,0,0,世帯主平均年齢,73.9,-,-,74.7,-,75.7,-,76.6,-,73.1,-,73.8,-,65,-
1,0,0,0,0,受取,742098,-,-5.3,736606,-,532509,-,544522,-,841393,-,822431,-,804321,-
1,1,0,0,0,実収入,309392,100,-7.7,305092,100,189470,100,192597,100,366206,100,355356,100,358109,100
1,2,0,0,0,経常収入,297349,96.1,-9,298597,97.9,185251,97.8,188217,97.7,350457,95.7,347916,97.9,283211,79.1
1,3,0,0,0,勤め先収入,15536,5,-57.7,11337,3.7,1286,0.7,1457,0.8,22287,6.1,15752,4.4,63105,17.6
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,7219,2.3,-64.4,2447,0.8,-,-,-,-,10640,2.9,3541,1,61285,17.1
1,6,0,0,0,うち女,7219,2.3,-64.4,2447,0.8,-,-,-,-,10640,2.9,3541,1,61285,17.1
1,4,0,0,0,他の世帯員収入,8316,2.7,-49.4,8890,2.9,1286,0.7,1457,0.8,11647,3.2,12211,3.4,1820,0.5
1,3,0,0,0,事業・内職収入,12391,4,39.2,10278,3.4,8701,4.6,9590,5,14140,3.9,10586,3,36333,10.1
1,4,0,0,0,家賃収入,3979,1.3,-25,4330,1.4,2108,1.1,2388,1.2,4865,1.3,5197,1.5,-,-
1,4,0,0,0,他の事業収入,2993,1,515.8,3257,1.1,184,0.1,208,0.1,4324,1.2,4620,1.3,-,-
1,4,0,0,0,内職収入,5419,1.8,74.2,2691,0.9,6409,3.4,6993,3.6,4951,1.4,768,0.2,36333,10.1
1,3,0,0,0,他の経常収入,269422,87.1,-4.2,276982,90.8,175265,92.5,177170,92,314031,85.8,321579,90.5,183773,51.3
1,4,0,0,0,財産収入,2853,0.9,-43.8,2543,0.8,1574,0.8,1783,0.9,3458,0.9,2882,0.8,6364,1.8
1,4,0,0,0,社会保障給付,266182,86,-3.1,274017,89.8,173691,91.7,175387,91.1,310000,84.7,318086,89.5,177409,49.5
1,5,0,0,0,公的年金給付,262119,84.7,-2.6,273733,89.7,162762,85.9,175387,91.1,309191,84.4,317675,89.4,130538,36.5
1,5,0,0,0,他の社会保障給付,4063,1.3,-25.3,284,0.1,10929,5.8,-,-,810,0.2,411,0.1,46871,13.1
1,4,0,0,0,仕送り金,388,0.1,-74.1,422,0.1,-,-,-,-,572,0.2,611,0.2,-,-
1,2,0,0,0,特別収入,12043,3.9,42.2,6495,2.1,4219,2.2,4380,2.3,15749,4.3,7440,2.1,74898,20.9
1,3,0,0,0,受贈金,2541,0.8,54.5,2466,0.8,2777,1.5,3146,1.6,2429,0.7,2162,0.6,3392,0.9
