項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4065,-,2658,-,2570,-,706,-
0,0,0,0,0,調査世帯数,729,-,296,-,188,-,187,-,58,-
0,0,0,0,0,世帯人員,3.02,-,2,-,3,-,4,-,5.35,-
0,0,0,0,0,有業人員,1.34,-,0.85,-,1.53,-,1.69,-,2.07,-
0,0,0,0,0,世帯主平均年齢,58.9,-,68.2,-,56.6,-,49.4,-,48.5,-
2,2,0,0,0,生計支出,305432,-,278564,-,301910,-,345832,-,326326,-
2,3,0,0,0,消費支出,305432,100,278564,100,301910,100,345832,100,326326,100
2,4,1,0,0,食料,81368,26.6,73453,26.4,78681,26.1,90750,26.2,102918,31.5
2,5,1,1,0,穀類,6503,2.1,5597,2,6286,2.1,7494,2.2,8932,2.7
2,6,1,1,1,米類,1973,0.6,1855,0.7,1836,0.6,2074,0.6,2798,0.9
2,6,1,1,2,パン,2740,0.9,2393,0.9,2622,0.9,3293,1,3171,1
2,6,1,1,3,麺類,1389,0.5,1040,0.4,1475,0.5,1551,0.4,2489,0.8
2,6,1,1,4,他の穀類,401,0.1,309,0.1,353,0.1,576,0.2,474,0.1
2,5,1,2,0,魚介類,6936,2.3,6825,2.5,7715,2.6,6110,1.8,7651,2.3
2,6,1,2,1,生鮮魚介,4294,1.4,4205,1.5,4831,1.6,3708,1.1,4918,1.5
2,6,1,2,2,塩干魚介,1215,0.4,1183,0.4,1334,0.4,1119,0.3,1306,0.4
2,6,1,2,3,魚肉練製品,551,0.2,543,0.2,548,0.2,572,0.2,525,0.2
2,6,1,2,4,他の魚介加工品,876,0.3,893,0.3,1002,0.3,711,0.2,903,0.3
2,5,1,3,0,肉類,7532,2.5,5566,2,7752,2.6,9418,2.7,11171,3.4
2,6,1,3,1,生鮮肉,6154,2,4549,1.6,6391,2.1,7614,2.2,9186,2.8
2,6,1,3,2,加工肉,1379,0.5,1017,0.4,1361,0.5,1803,0.5,1986,0.6
2,5,1,4,0,乳卵類,4301,1.4,3619,1.3,3930,1.3,5359,1.5,5774,1.8
2,6,1,4,1,牛乳,1303,0.4,1189,0.4,1096,0.4,1549,0.4,1853,0.6
2,6,1,4,2,乳製品,2213,0.7,1746,0.6,2090,0.7,2894,0.8,2877,0.9
2,6,1,4,3,卵,785,0.3,684,0.2,744,0.2,917,0.3,1044,0.3
2,5,1,5,0,野菜・海藻,9763,3.2,9284,3.3,10052,3.3,9784,2.8,11351,3.5
2,6,1,5,1,生鮮野菜,6607,2.2,6212,2.2,6909,2.3,6642,1.9,7616,2.3
2,6,1,5,2,乾物・海藻,767,0.3,707,0.3,819,0.3,783,0.2,862,0.3
2,6,1,5,3,大豆加工品,1207,0.4,1145,0.4,1226,0.4,1231,0.4,1410,0.4
2,6,1,5,4,他の野菜・海藻加工品,1181,0.4,1221,0.4,1098,0.4,1128,0.3,1463,0.4
2,5,1,6,0,果物,3364,1.1,3396,1.2,3610,1.2,3196,0.9,2869,0.9
2,6,1,6,1,生鮮果物,3013,1,3093,1.1,3177,1.1,2855,0.8,2502,0.8
2,6,1,6,2,果物加工品,352,0.1,303,0.1,433,0.1,341,0.1,368,0.1
2,5,1,7,0,油脂・調味料,3624,1.2,2920,1,3854,1.3,4118,1.2,5021,1.5
2,6,1,7,1,油脂,396,0.1,359,0.1,415,0.1,427,0.1,427,0.1
2,6,1,7,2,調味料,3228,1.1,2561,0.9,3438,1.1,3691,1.1,4594,1.4
2,5,1,8,0,菓子類,5939,1.9,4675,1.7,5651,1.9,7390,2.1,9030,2.8
2,5,1,9,0,調理食品,10451,3.4,9618,3.5,11176,3.7,10881,3.1,10955,3.4
2,6,1,9,1,主食的調理食品,4635,1.5,4242,1.5,5026,1.7,4877,1.4,4552,1.4
2,6,1,9,2,他の調理食品,5816,1.9,5376,1.9,6150,2,6004,1.7,6403,2
2,5,1,10,0,飲料,4039,1.3,3322,1.2,4519,1.5,4446,1.3,4874,1.5
2,6,1,10,1,茶類,1013,0.3,917,0.3,1067,0.4,1104,0.3,1035,0.3
2,6,1,10,2,コーヒー・ココア,961,0.3,895,0.3,931,0.3,1036,0.3,1177,0.4
2,6,1,10,3,他の飲料,2065,0.7,1510,0.5,2521,0.8,2306,0.7,2661,0.8
2,5,1,11,0,酒類,3229,1.1,3488,1.3,3212,1.1,2372,0.7,4923,1.5
2,5,1,12,0,外食,15686,5.1,15144,5.4,10926,3.6,20182,5.8,20367,6.2
2,6,1,12,1,一般外食,14708,4.8,15144,5.4,10547,3.5,18066,5.2,15642,4.8
2,6,1,12,2,学校給食,978,0.3,-,-,379,0.1,2116,0.6,4725,1.4
2,4,2,0,0,住居,23514,7.7,28812,10.3,23752,7.9,17698,5.1,13276,4.1
2,5,2,1,0,家賃地代,17410,5.7,17338,6.2,20523,6.8,15662,4.5,12471,3.8
2,5,2,2,0,設備修繕・維持,6103,2,11474,4.1,3229,1.1,2037,0.6,805,0.2
2,6,2,2,1,設備材料,2792,0.9,5267,1.9,1190,0.4,1267,0.4,124,0
2,6,2,2,2,工事その他のサービス,3312,1.1,6207,2.2,2040,0.7,770,0.2,681,0.2
2,4,3,0,0,光熱・水道,27591,9,26798,9.6,27767,9.2,27762,8,30872,9.5
2,5,3,1,0,電気代,13346,4.4,12625,4.5,14069,4.7,13260,3.8,15085,4.6
2,5,3,2,0,ガス代,8965,2.9,9356,3.4,8431,2.8,8728,2.5,9583,2.9
2,5,3,3,0,他の光熱,487,0.2,494,0.2,430,0.1,474,0.1,714,0.2
2,5,3,4,0,上下水道料,4793,1.6,4324,1.6,4837,1.6,5300,1.5,5489,1.7
