項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,735,-,-,100,-,106,-,109,-,102,-,108,-,105,-,105,-
0,0,世帯人員,2.98,-,-,2.74,-,2.78,-,2.99,-,2.9,-,3.16,-,3.13,-,3.16,-
0,0,有業人員,1.3,-,-,1.06,-,1.14,-,1.2,-,1.3,-,1.44,-,1.47,-,1.48,-
0,0,世帯主平均年齢,59.2,-,-,66.2,-,62.1,-,60.1,-,59.2,-,54.8,-,55.5,-,56.2,-
0,0,消費支出,341798,-,8.1,104068,-,169943,-,217403,-,261781,-,313265,-,391872,-,931216,-
0,0,公共的料金,87034,25.5,1.6,25964,24.9,47095,27.7,63878,29.4,75174,28.7,89294,28.5,103191,26.3,203948,21.9
1,0,公共料金等,53357,15.6,-0.2,20871,20.1,36625,21.6,42960,19.8,54410,20.8,59345,18.9,66349,16.9,92622,9.9
1,1,米,1915,0.6,-10.3,1377,1.3,1887,1.1,1950,0.9,1592,0.6,1432,0.5,2898,0.7,2265,0.2
1,1,食塩,40,0,-11.1,29,0,29,0,23,0,37,0,54,0,54,0,56,0
1,1,学校給食,889,0.3,5.1,154,0.1,718,0.4,1035,0.5,477,0.2,1279,0.4,1654,0.4,897,0.1
1,1,公営家賃,1006,0.3,-61.1,146,0.1,-,-,310,0.1,2534,1,1337,0.4,1916,0.5,807,0.1
1,1,電気代,8590,2.5,4.5,5300,5.1,8215,4.8,8026,3.7,9264,3.5,9333,3,9976,2.5,9980,1.1
1,1,都市ガス,3057,0.9,-14.3,1928,1.9,2564,1.5,3179,1.5,3700,1.4,3315,1.1,3120,0.8,3583,0.4
1,1,上下水道料,5116,1.5,-2.7,2570,2.5,4503,2.6,5249,2.4,5829,2.2,6406,2,5824,1.5,5408,0.6
1,1,医科診療代,3935,1.2,9.2,1378,1.3,1868,1.1,3663,1.7,2857,1.1,4036,1.3,3142,0.8,10568,1.1
1,1,歯科診療代,1463,0.4,-45.9,491,0.5,1287,0.8,1149,0.5,641,0.2,1885,0.6,1281,0.3,3487,0.4
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1814,0.5,95.3,597,0.6,261,0.2,2789,1.3,401,0.2,2348,0.7,2142,0.5,4147,0.4
1,1,鉄道運賃,2862,0.8,-5.3,510,0.5,1048,0.6,1439,0.7,3403,1.3,3059,1,5594,1.4,4975,0.5
1,1,鉄道通学定期代,1410,0.4,15.1,-,-,-,-,684,0.3,1262,0.5,729,0.2,3036,0.8,4153,0.4
1,1,鉄道通勤定期代,2732,0.8,34.9,250,0.2,276,0.2,17,0,1066,0.4,3529,1.1,3054,0.8,10893,1.2
1,1,バス代,400,0.1,16.6,24,0,294,0.2,109,0.1,497,0.2,509,0.2,678,0.2,686,0.1
1,1,バス通学定期代,82,0,-24.8,-,-,-,-,26,0,-,-,-,-,38,0,508,0.1
1,1,バス通勤定期代,155,0,545.8,-,-,-,-,6,0,-,-,13,0,-,-,1059,0.1
1,1,タクシー代,928,0.3,36.3,206,0.2,534,0.3,633,0.3,1028,0.4,741,0.2,974,0.2,2369,0.3
1,1,航空運賃,470,0.1,-57.7,-,-,-,-,-,-,182,0.1,483,0.2,86,0,2529,0.3
1,1,郵便料,298,0.1,-24.6,40,0,161,0.1,165,0.1,546,0.2,214,0.1,248,0.1,712,0.1
1,1,固定電話通信料,2273,0.7,0.7,1187,1.1,2232,1.3,2021,0.9,3272,1.2,2014,0.6,2311,0.6,2868,0.3
1,1,移動電話通信料,9290,2.7,16.9,3230,3.1,7012,4.1,7142,3.3,10192,3.9,12528,4,11758,3,13108,1.4
1,1,ＮＨＫ放送受信料,1532,0.4,1.3,716,0.7,1689,1,1428,0.7,1850,0.7,1084,0.3,2242,0.6,1710,0.2
1,1,ケーブルテレビ放送受信料,1110,0.3,-9.3,391,0.4,870,0.5,886,0.4,1227,0.5,1332,0.4,1376,0.4,1678,0.2
1,1,他の放送受信料,158,0,-14.1,88,0.1,120,0.1,4,0,126,0,305,0.1,140,0,317,0
1,1,国公立小学校,170,0,25,-,-,191,0.1,220,0.1,164,0.1,183,0.1,204,0.1,227,0
1,1,国公立中学校,275,0.1,-14.3,37,0,234,0.1,291,0.1,411,0.2,382,0.1,572,0.1,-,-
1,1,国公立高校,161,0,-58.7,-,-,-,-,110,0.1,20,0,20,0,611,0.2,363,0
1,1,国公立大学,327,0.1,...,-,-,-,-,-,-,163,0.1,-,-,-,-,2120,0.2
1,1,たばこ,899,0.3,42.5,222,0.2,631,0.4,405,0.2,1667,0.6,794,0.3,1423,0.4,1147,0.1
2,0,準公共料金等,33677,9.9,4.5,5093,4.9,10470,6.2,20917,9.6,20764,7.9,29949,9.6,36842,9.4,111326,12
2,1,牛乳,1493,0.4,-1.6,1067,1,1488,0.9,1556,0.7,1671,0.6,1661,0.5,1361,0.3,1643,0.2
2,1,灯油,57,0,96.6,4,0,62,0,35,0,205,0.1,73,0,18,0,-,-
2,1,プロパンガス,306,0.1,39.1,347,0.3,283,0.2,494,0.2,83,0,174,0.1,438,0.1,322,0
2,1,理髪料,379,0.1,-3.8,191,0.2,71,0,323,0.1,606,0.2,348,0.1,533,0.1,585,0.1
2,1,パーマネント代,366,0.1,9.9,256,0.2,87,0.1,212,0.1,333,0.1,158,0.1,704,0.2,811,0.1
2,1,洗濯代,1022,0.3,18.7,212,0.2,317,0.2,366,0.2,872,0.3,942,0.3,1007,0.3,3431,0.4
2,1,新聞,2640,0.8,-14,2226,2.1,2483,1.5,2420,1.1,2793,1.1,2261,0.7,2562,0.7,3731,0.4
2,1,私立小学校,836,0.2,...,-,-,-,-,126,0.1,-,-,613,0.2,-,-,5091,0.5
2,1,私立中学校,2434,0.7,77.1,-,-,-,-,237,0.1,-,-,362,0.1,735,0.2,15650,1.7
2,1,私立高校,3545,1,22.9,-,-,-,-,6,0,2248,0.9,558,0.2,2728,0.7,19218,2.1
2,1,私立大学,4518,1.3,-41.4,-,-,-,-,97,0,-,-,-,-,78,0,31339,3.4
2,1,幼児教育費用,2220,0.6,13.7,314,0.3,1269,0.7,1929,0.9,1859,0.7,2960,0.9,4913,1.3,2284,0.2
2,1,民営家賃,12919,3.8,19.4,-,-,3636,2.1,12042,5.5,9399,3.6,19362,6.2,19349,4.9,26528,2.8
2,1,地代,943,0.3,-10.4,477,0.5,774,0.5,1073,0.5,694,0.3,477,0.2,2415,0.6,694,0.1
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年10月,,,,,,,,,,,,,,,,,,,
第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―全世帯―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
