項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,735,-,-,100,-,106,-,109,-,102,-,108,-,105,-,105,-
0,0,0,0,0,世帯人員,2.98,-,-,2.74,-,2.78,-,2.99,-,2.9,-,3.16,-,3.13,-,3.16,-
0,0,0,0,0,有業人員,1.3,-,-,1.06,-,1.14,-,1.2,-,1.3,-,1.44,-,1.47,-,1.48,-
0,0,0,0,0,世帯主平均年齢,59.2,-,-,66.2,-,62.1,-,60.1,-,59.2,-,54.8,-,55.5,-,56.2,-
2,2,0,0,0,生計支出,341798,-,8.1,104068,-,169943,-,217403,-,261781,-,313265,-,391872,-,931216,-
2,3,0,0,0,消費支出,341798,100,8.1,104068,100,169943,100,217403,100,261781,100,313265,100,391872,100,931216,100
2,4,1,0,0,食料,84350,24.7,1.7,53429,51.3,67176,39.5,71628,32.9,83421,31.9,92149,29.4,105712,27,116666,12.5
2,5,1,1,0,穀類,6196,1.8,-4.7,4603,4.4,5758,3.4,5695,2.6,6395,2.4,6475,2.1,6937,1.8,7492,0.8
2,6,1,1,1,米類,1828,0.5,-7.5,1377,1.3,1872,1.1,1830,0.8,1592,0.6,1432,0.5,2421,0.6,2265,0.2
2,6,1,1,2,パン,2714,0.8,-2.5,1914,1.8,2358,1.4,2314,1.1,3113,1.2,2967,0.9,2699,0.7,3621,0.4
2,6,1,1,3,麺類,1231,0.4,-9.2,1028,1,1105,0.7,1188,0.5,1291,0.5,1412,0.5,1439,0.4,1150,0.1
2,6,1,1,4,他の穀類,424,0.1,10.4,284,0.3,423,0.2,363,0.2,398,0.2,666,0.2,376,0.1,456,0
2,5,1,2,0,魚介類,6172,1.8,-4.6,5356,5.1,5864,3.5,5006,2.3,6016,2.3,6574,2.1,7131,1.8,7248,0.8
2,6,1,2,1,生鮮魚介,3627,1.1,-5.1,3074,3,3356,2,3196,1.5,3533,1.3,3982,1.3,3935,1,4304,0.5
2,6,1,2,2,塩干魚介,1147,0.3,2.7,1072,1,949,0.6,838,0.4,1173,0.4,1243,0.4,1403,0.4,1352,0.1
2,6,1,2,3,魚肉練製品,594,0.2,-2.8,535,0.5,648,0.4,495,0.2,607,0.2,501,0.2,760,0.2,612,0.1
2,6,1,2,4,他の魚介加工品,804,0.2,-12.9,674,0.6,910,0.5,477,0.2,703,0.3,849,0.3,1033,0.3,979,0.1
2,5,1,3,0,肉類,7457,2.2,3.1,5387,5.2,6306,3.7,6564,3,7642,2.9,8273,2.6,9066,2.3,8947,1
2,6,1,3,1,生鮮肉,6068,1.8,3.7,4398,4.2,5127,3,5317,2.4,6185,2.4,6828,2.2,7158,1.8,7446,0.8
2,6,1,3,2,加工肉,1390,0.4,0.4,989,1,1179,0.7,1247,0.6,1458,0.6,1445,0.5,1908,0.5,1502,0.2
2,5,1,4,0,乳卵類,4563,1.3,4,3143,3,4154,2.4,4423,2,4499,1.7,5167,1.6,5026,1.3,5510,0.6
2,6,1,4,1,牛乳,1491,0.4,-1.8,1067,1,1488,0.9,1556,0.7,1671,0.6,1659,0.5,1354,0.3,1640,0.2
2,6,1,4,2,乳製品,2282,0.7,9.9,1476,1.4,1985,1.2,2127,1,2113,0.8,2656,0.8,2745,0.7,2864,0.3
2,6,1,4,3,卵,789,0.2,-0.5,600,0.6,681,0.4,740,0.3,715,0.3,852,0.3,927,0.2,1006,0.1
2,5,1,5,0,野菜・海藻,11093,3.2,-1.2,8546,8.2,9396,5.5,9945,4.6,11598,4.4,11842,3.8,12299,3.1,14008,1.5
2,6,1,5,1,生鮮野菜,7987,2.3,0.7,5896,5.7,6492,3.8,7266,3.3,8522,3.3,8846,2.8,8527,2.2,10346,1.1
2,6,1,5,2,乾物・海藻,763,0.2,-6.5,680,0.7,741,0.4,678,0.3,697,0.3,641,0.2,1079,0.3,827,0.1
2,6,1,5,3,大豆加工品,1163,0.3,-6.1,897,0.9,1201,0.7,993,0.5,1125,0.4,1203,0.4,1223,0.3,1493,0.2
2,6,1,5,4,他の野菜・海藻加工品,1180,0.3,-5.2,1073,1,961,0.6,1008,0.5,1254,0.5,1152,0.4,1470,0.4,1342,0.1
2,5,1,6,0,果物,3684,1.1,0.8,2732,2.6,3398,2,3320,1.5,3499,1.3,3815,1.2,3544,0.9,5467,0.6
2,6,1,6,1,生鮮果物,3423,1,1.9,2608,2.5,3051,1.8,3115,1.4,3276,1.3,3610,1.2,3300,0.8,4988,0.5
2,6,1,6,2,果物加工品,261,0.1,-11.2,124,0.1,347,0.2,205,0.1,223,0.1,205,0.1,244,0.1,479,0.1
2,5,1,7,0,油脂・調味料,3706,1.1,0.2,2484,2.4,3197,1.9,3132,1.4,3505,1.3,4101,1.3,4408,1.1,5105,0.5
2,6,1,7,1,油脂,374,0.1,-24,262,0.3,350,0.2,265,0.1,361,0.1,442,0.1,508,0.1,429,0
2,6,1,7,2,調味料,3333,1,3.9,2222,2.1,2847,1.7,2867,1.3,3144,1.2,3659,1.2,3899,1,4676,0.5
2,5,1,8,0,菓子類,5648,1.7,0.8,3407,3.3,5112,3,5487,2.5,5330,2,5925,1.9,6795,1.7,7457,0.8
2,5,1,9,0,調理食品,11151,3.3,9.8,8182,7.9,10396,6.1,9074,4.2,11778,4.5,12147,3.9,13082,3.3,13367,1.4
