項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3461,-,4747,-,842,-,81,-,950,-,3173,-
0,0,0,0,0,調査世帯数,735,-,261,-,351,-,59,-,5,-,64,-,228,-
0,0,0,0,0,世帯人員,2.98,-,2,-,3.65,-,2.29,-,2.23,-,3.83,-,3.38,-
0,0,0,0,0,有業人員,1.3,-,0.73,-,1.68,-,1.25,-,0.78,-,1.49,-,2.27,-
0,0,0,0,0,世帯主平均年齢,59.2,-,69.8,-,49.3,-,66.9,-,46.8,-,63.1,-,50.4,-
2,2,0,0,0,生計支出,341798,-,343365,-,340452,-,320443,-,397965,-,361763,-,394423,-
2,3,0,0,0,消費支出,341798,100,343365,100,340452,100,320443,100,397965,100,361763,100,394423,100
2,4,1,0,0,食料,84350,24.7,79772,23.2,89292,26.2,69030,21.5,57160,14.4,89917,24.9,91239,23.1
2,5,1,1,0,穀類,6196,1.8,5716,1.7,6676,2,4957,1.5,3043,0.8,6643,1.8,6217,1.6
2,6,1,1,1,米類,1828,0.5,1822,0.5,1814,0.5,1350,0.4,540,0.1,2341,0.6,1679,0.4
2,6,1,1,2,パン,2714,0.8,2329,0.7,3038,0.9,2473,0.8,1553,0.4,2707,0.7,2824,0.7
2,6,1,1,3,麺類,1231,0.4,1174,0.3,1360,0.4,778,0.2,710,0.2,1193,0.3,1312,0.3
2,6,1,1,4,他の穀類,424,0.1,391,0.1,465,0.1,356,0.1,240,0.1,402,0.1,401,0.1
2,5,1,2,0,魚介類,6172,1.8,7097,2.1,5627,1.7,4945,1.5,1801,0.5,6612,1.8,5460,1.4
2,6,1,2,1,生鮮魚介,3627,1.1,4205,1.2,3308,1,2791,0.9,1238,0.3,3851,1.1,3243,0.8
