項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9320,-,2626,-,2380,-,7374,-,6940,-,680,-
0,0,0,0,0,調査世帯数,247,-,-,229,-,63,-,56,-,184,-,173,-,18,-
0,0,0,0,0,世帯人員,2.39,-,-,2.4,-,2.37,-,2.39,-,2.4,-,2.41,-,2.2,-
0,0,0,0,0,有業人員,0.43,-,-,0.44,-,0.45,-,0.49,-,0.43,-,0.42,-,0.36,-
0,0,0,0,0,世帯主平均年齢,73.9,-,-,74.1,-,75.6,-,76.1,-,73.2,-,73.4,-,70.4,-
1,0,0,0,0,受取,708769,-,-6.6,706006,-,444174,-,443495,-,802976,-,796030,-,746672,-
1,1,0,0,0,実収入,301854,100,-11,299161,100,205617,100,201980,100,336118,100,332488,100,338791,100
1,2,0,0,0,経常収入,292982,97.1,-12.5,292162,97.7,201086,97.8,199380,98.7,325701,96.9,323980,97.4,304229,89.8
1,3,0,0,0,勤め先収入,16112,5.3,-8.1,14650,4.9,2845,1.4,3139,1.6,20835,6.2,18597,5.6,36166,10.7
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,6711,2.2,18.9,4860,1.6,409,0.2,451,0.2,8955,2.7,6372,1.9,32099,9.5
1,6,0,0,0,うち女,6711,2.2,18.9,4860,1.6,409,0.2,451,0.2,8955,2.7,6372,1.9,32099,9.5
1,4,0,0,0,他の世帯員収入,9401,3.1,-20.8,9790,3.3,2437,1.2,2688,1.3,11881,3.5,12226,3.7,4067,1.2
1,3,0,0,0,事業・内職収入,9642,3.2,-48.9,6176,2.1,5708,2.8,6297,3.1,11043,3.3,6135,1.8,57178,16.9
1,4,0,0,0,家賃収入,2306,0.8,-60.6,2475,0.8,1306,0.6,1441,0.7,2663,0.8,2829,0.9,-,-
1,4,0,0,0,他の事業収入,293,0.1,-97,314,0.1,-,-,-,-,397,0.1,422,0.1,-,-
1,4,0,0,0,内職収入,7043,2.3,113,3387,1.1,4402,2.1,4856,2.4,7983,2.4,2884,0.9,57178,16.9
1,3,0,0,0,他の経常収入,267228,88.5,-10.5,271336,90.7,192532,93.6,189944,94,293823,87.4,299248,90,210885,62.2
1,4,0,0,0,財産収入,2431,0.8,2.9,2609,0.9,-,-,-,-,3297,1,3503,1.1,1,0
1,4,0,0,0,社会保障給付,262959,87.1,-10.5,267429,89.4,191672,93.2,189309,93.7,288339,85.8,294219,88.5,201651,59.5
1,5,0,0,0,公的年金給付,257819,85.4,-11.6,262933,87.9,180351,87.7,180287,89.3,285401,84.9,291276,87.6,187676,55.4
1,5,0,0,0,他の社会保障給付,5139,1.7,120.7,4495,1.5,11321,5.5,9022,4.5,2939,0.9,2943,0.9,13975,4.1
1,4,0,0,0,仕送り金,1838,0.6,-17.9,1299,0.4,861,0.4,636,0.3,2186,0.7,1527,0.5,9233,2.7
1,2,0,0,0,特別収入,8872,2.9,114.4,6999,2.3,4532,2.2,2600,1.3,10417,3.1,8508,2.6,34562,10.2
1,3,0,0,0,受贈金,2598,0.9,139.7,2175,0.7,2275,1.1,2510,1.2,2713,0.8,2060,0.6,8400,2.5
1,3,0,0,0,他の特別収入,6274,2.1,105.4,4824,1.6,2257,1.1,90,0,7705,2.3,6448,1.9,26162,7.7
1,1,0,0,0,実収入以外の受取(繰入金を除く),323118,-,-2.9,323229,-,174400,-,180283,-,376067,-,372251,-,321584,-
1,2,0,0,0,預貯金引出,244702,-,-3.2,241637,-,146563,-,150513,-,279643,-,272886,-,286741,-
1,2,0,0,0,保険金,42658,-,-9.4,45032,-,14783,-,16308,-,52582,-,54882,-,10094,-
1,3,0,0,0,個人・企業年金保険金,38814,-,-17.6,40909,-,14783,-,16308,-,47370,-,49345,-,10094,-
1,3,0,0,0,他の保険金,3843,-,...,4123,-,-,-,-,-,5212,-,5538,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,590,-,...,633,-,204,-,225,-,727,-,773,-,-,-
1,2,0,0,0,分割払購入借入金,1521,-,...,1626,-,22,-,-,-,2055,-,2183,-,86,-
1,2,0,0,0,一括払購入借入金,33510,-,3.1,34155,-,12768,-,13172,-,40895,-,41351,-,24663,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,137,-,-53.4,147,-,58,-,64,-,165,-,175,-,-,-
1,1,0,0,0,繰入金,83798,-,-4.1,83615,-,64157,-,61232,-,90790,-,91291,-,86297,-
2,0,0,0,0,支払,708769,-,-6.6,706006,-,444174,-,443495,-,802976,-,796030,-,746672,-
2,1,0,0,0,実支出,287348,-,-5.8,282292,-,179753,-,182594,-,325656,-,316482,-,356684,-
2,2,0,0,0,生計支出,245835,-,-7.6,240186,-,163291,-,164704,-,275223,-,266072,-,323303,-
2,3,0,0,0,消費支出,245835,100,-7.6,240186,100,163291,100,164704,100,275223,100,266072,100,323303,100
2,4,1,0,0,食料,76766,31.2,-0.8,77548,32.3,61179,37.5,62516,38,82316,29.9,82703,31.1,66042,20.4
2,5,1,1,0,穀類,6130,2.5,2.2,6208,2.6,5812,3.6,5919,3.6,6243,2.3,6308,2.4,5055,1.6
2,6,1,1,1,米類,2076,0.8,4.1,2155,0.9,2236,1.4,2372,1.4,2019,0.7,2081,0.8,989,0.3
2,6,1,1,2,パン,2313,0.9,-5.6,2314,1,1979,1.2,1958,1.2,2431,0.9,2436,0.9,2296,0.7
2,6,1,1,3,麺類,1364,0.6,7.9,1357,0.6,1404,0.9,1398,0.8,1350,0.5,1343,0.5,1467,0.5
2,6,1,1,4,他の穀類,377,0.2,29.1,383,0.2,193,0.1,191,0.1,443,0.2,448,0.2,302,0.1
2,5,1,2,0,魚介類,7547,3.1,0.9,7635,3.2,6551,4,6793,4.1,7902,2.9,7924,3,6339,2
2,6,1,2,1,生鮮魚介,4536,1.8,2.2,4567,1.9,3893,2.4,4011,2.4,4766,1.7,4757,1.8,4121,1.3
2,6,1,2,2,塩干魚介,1333,0.5,1.3,1357,0.6,1234,0.8,1285,0.8,1368,0.5,1382,0.5,994,0.3
2,6,1,2,3,魚肉練製品,593,0.2,-11.8,599,0.2,560,0.3,572,0.3,605,0.2,609,0.2,507,0.2
2,6,1,2,4,他の魚介加工品,1085,0.4,2.8,1112,0.5,865,0.5,925,0.6,1163,0.4,1176,0.4,716,0.2
2,5,1,3,0,肉類,6751,2.7,11.2,6819,2.8,5901,3.6,6067,3.7,7053,2.6,7076,2.7,5818,1.8
2,6,1,3,1,生鮮肉,5318,2.2,12.7,5360,2.2,4711,2.9,4817,2.9,5534,2,5547,2.1,4734,1.5
2,6,1,3,2,加工肉,1433,0.6,6.1,1458,0.6,1189,0.7,1250,0.8,1519,0.6,1530,0.6,1084,0.3
2,5,1,4,0,乳卵類,4164,1.7,-7.6,4207,1.8,3244,2,3223,2,4492,1.6,4545,1.7,3573,1.1
2,6,1,4,1,牛乳,1596,0.6,-4.6,1584,0.7,1386,0.8,1345,0.8,1671,0.6,1665,0.6,1763,0.5
2,6,1,4,2,乳製品,1840,0.7,-9.4,1889,0.8,1200,0.7,1220,0.7,2069,0.8,2118,0.8,1177,0.4
2,6,1,4,3,卵,728,0.3,-9.2,735,0.3,658,0.4,658,0.4,753,0.3,761,0.3,632,0.2
2,5,1,5,0,野菜・海藻,12099,4.9,-1.6,12303,5.1,9270,5.7,9411,5.7,13107,4.8,13295,5,9308,2.9
2,6,1,5,1,生鮮野菜,8685,3.5,-3.5,8821,3.7,6521,4,6599,4,9455,3.4,9583,3.6,6816,2.1
