項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2262,-,3040,-,3633,-,1064,-
0,0,0,0,0,調査世帯数,359,-,81,-,108,-,132,-,38,-
0,0,0,0,0,世帯人員,3.37,-,2,-,3,-,4,-,5.21,-
0,0,0,0,0,有業人員,1.68,-,1.57,-,1.69,-,1.73,-,1.71,-
0,0,0,0,0,世帯主平均年齢,48.6,-,57.7,-,46.3,-,45.7,-,45.4,-
1,0,0,0,0,受取,1107451,-,1085810,-,1079286,-,1158279,-,1060406,-
1,1,0,0,0,実収入,554506,100,579169,100,528416,100,571200,100,519632,100
1,2,0,0,0,経常収入,550650,99.3,574604,99.2,525637,99.5,567717,99.4,512941,98.7
1,3,0,0,0,勤め先収入,489250,88.2,445109,76.9,489703,92.7,528397,92.5,448144,86.2
1,4,0,0,0,世帯主収入,425670,76.8,359851,62.1,444378,84.1,462487,81,386448,74.4
1,6,0,0,0,うち男,397090,71.6,280657,48.5,412350,78,459932,80.5,386448,74.4
1,5,0,0,0,定期収入,419618,75.7,353029,61,440920,83.4,457467,80.1,371100,71.4
1,5,0,0,0,臨時収入,4464,0.8,6822,1.2,3331,0.6,5020,0.9,786,0.2
1,5,0,0,0,賞与,1589,0.3,-,-,127,0,-,-,14562,2.8
1,4,0,0,0,世帯主の配偶者の収入,57612,10.4,74994,12.9,43053,8.1,60365,10.6,52863,10.2
1,6,0,0,0,うち女,56543,10.2,70267,12.1,43053,8.1,60365,10.6,52863,10.2
1,4,0,0,0,他の世帯員収入,5968,1.1,10265,1.8,2271,0.4,5546,1,8833,1.7
1,3,0,0,0,事業・内職収入,6919,1.2,14911,2.6,2688,0.5,7191,1.3,1092,0.2
1,4,0,0,0,家賃収入,4194,0.8,8420,1.5,-,-,6301,1.1,-,-
1,4,0,0,0,他の事業収入,2234,0.4,6058,1,2178,0.4,235,0,1092,0.2
1,4,0,0,0,内職収入,491,0.1,433,0.1,510,0.1,655,0.1,-,-
1,3,0,0,0,他の経常収入,54482,9.8,114584,19.8,33246,6.3,32128,5.6,63705,12.3
1,4,0,0,0,財産収入,2078,0.4,9188,1.6,-,-,-,-,-,-
1,4,0,0,0,社会保障給付,52225,9.4,105140,18.2,32972,6.2,32028,5.6,63705,12.3
1,5,0,0,0,公的年金給付,31093,5.6,103842,17.9,19833,3.8,4330,0.8,-,-
1,5,0,0,0,他の社会保障給付,21132,3.8,1297,0.2,13139,2.5,27698,4.8,63705,12.3
1,4,0,0,0,仕送り金,178,0,257,0,274,0.1,100,0,-,-
1,2,0,0,0,特別収入,3855,0.7,4565,0.8,2780,0.5,3483,0.6,6691,1.3
1,3,0,0,0,受贈金,2337,0.4,1468,0.3,2173,0.4,1962,0.3,5936,1.1
1,3,0,0,0,他の特別収入,1518,0.3,3097,0.5,607,0.1,1521,0.3,756,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),438745,-,399969,-,393384,-,495873,-,455729,-
1,2,0,0,0,預貯金引出,359643,-,285660,-,318634,-,432174,-,386449,-
1,2,0,0,0,保険金,6122,-,27063,-,-,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,6122,-,27063,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,2920,-,12344,-,16,-,0,-,1149,-
1,2,0,0,0,一括払購入借入金,69910,-,74782,-,74695,-,63404,-,68093,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,150,-,120,-,39,-,295,-,38,-
1,1,0,0,0,繰入金,114201,-,106672,-,157486,-,91206,-,85045,-
2,0,0,0,0,支払,1107451,-,1085810,-,1079286,-,1158279,-,1060406,-
2,1,0,0,0,実支出,448581,-,456389,-,430064,-,447229,-,489496,-
2,2,0,0,0,生計支出,348258,-,347364,-,327384,-,346629,-,415350,-
2,3,0,0,0,消費支出,348258,100,347364,100,327384,100,346629,100,415350,100
2,4,1,0,0,食料,88580,25.4,84670,24.4,84035,25.7,92711,26.7,95773,23.1
2,5,1,1,0,穀類,6471,1.9,5910,1.7,5710,1.7,6673,1.9,9149,2.2
2,6,1,1,1,米類,1844,0.5,1796,0.5,1316,0.4,1943,0.6,3120,0.8
2,6,1,1,2,パン,2951,0.8,2843,0.8,2890,0.9,2934,0.8,3416,0.8
2,6,1,1,3,麺類,1245,0.4,964,0.3,1097,0.3,1333,0.4,1959,0.5
2,6,1,1,4,他の穀類,431,0.1,306,0.1,407,0.1,463,0.1,654,0.2
2,5,1,2,0,魚介類,5264,1.5,5043,1.5,5163,1.6,5398,1.6,5567,1.3
2,6,1,2,1,生鮮魚介,3110,0.9,2913,0.8,3050,0.9,3292,0.9,3081,0.7
2,6,1,2,2,塩干魚介,994,0.3,962,0.3,938,0.3,1039,0.3,1068,0.3
2,6,1,2,3,魚肉練製品,495,0.1,528,0.2,462,0.1,467,0.1,616,0.1
2,6,1,2,4,他の魚介加工品,665,0.2,640,0.2,713,0.2,600,0.2,801,0.2
2,5,1,3,0,肉類,7832,2.2,5186,1.5,7610,2.3,9001,2.6,10096,2.4
2,6,1,3,1,生鮮肉,6354,1.8,4078,1.2,6104,1.9,7442,2.1,8189,2
2,6,1,3,2,加工肉,1478,0.4,1109,0.3,1506,0.5,1559,0.4,1908,0.5
2,5,1,4,0,乳卵類,4698,1.3,3917,1.1,4616,1.4,4995,1.4,5574,1.3
2,6,1,4,1,牛乳,1456,0.4,1138,0.3,1262,0.4,1621,0.5,2119,0.5
2,6,1,4,2,乳製品,2428,0.7,2200,0.6,2621,0.8,2453,0.7,2274,0.5
2,6,1,4,3,卵,814,0.2,578,0.2,734,0.2,921,0.3,1182,0.3
2,5,1,5,0,野菜・海藻,9984,2.9,9269,2.7,9818,3,10280,3,10964,2.6
2,6,1,5,1,生鮮野菜,7312,2.1,6724,1.9,7438,2.3,7409,2.1,7870,1.9
2,6,1,5,2,乾物・海藻,662,0.2,491,0.1,539,0.2,801,0.2,905,0.2
2,6,1,5,3,大豆加工品,1104,0.3,1011,0.3,1015,0.3,1223,0.4,1151,0.3
2,6,1,5,4,他の野菜・海藻加工品,906,0.3,1044,0.3,826,0.3,848,0.2,1038,0.2
2,5,1,6,0,果物,3257,0.9,3528,1,2880,0.9,2826,0.8,5231,1.3
2,6,1,6,1,生鮮果物,2990,0.9,3199,0.9,2597,0.8,2576,0.7,5083,1.2
2,6,1,6,2,果物加工品,267,0.1,329,0.1,282,0.1,250,0.1,148,0
2,5,1,7,0,油脂・調味料,3786,1.1,3022,0.9,3705,1.1,4221,1.2,4160,1
2,6,1,7,1,油脂,373,0.1,379,0.1,385,0.1,373,0.1,328,0.1
2,6,1,7,2,調味料,3413,1,2643,0.8,3320,1,3848,1.1,3832,0.9
2,5,1,8,0,菓子類,6427,1.8,5253,1.5,5792,1.8,7503,2.2,7060,1.7
2,5,1,9,0,調理食品,11113,3.2,10590,3,12304,3.8,10635,3.1,10455,2.5
2,6,1,9,1,主食的調理食品,4307,1.2,4872,1.4,4346,1.3,4047,1.2,3884,0.9
2,6,1,9,2,他の調理食品,6806,2,5718,1.6,7958,2.4,6588,1.9,6571,1.6
2,5,1,10,0,飲料,4847,1.4,4742,1.4,4557,1.4,4967,1.4,5493,1.3
2,6,1,10,1,茶類,1183,0.3,1173,0.3,1203,0.4,1096,0.3,1446,0.3
2,6,1,10,2,コーヒー・ココア,1074,0.3,1127,0.3,1090,0.3,1020,0.3,1098,0.3
2,6,1,10,3,他の飲料,2590,0.7,2442,0.7,2264,0.7,2851,0.8,2949,0.7
2,5,1,11,0,酒類,2937,0.8,3322,1,2472,0.8,3432,1,1755,0.4
2,5,1,12,0,外食,21965,6.3,24890,7.2,19408,5.9,22781,6.6,20267,4.9
2,6,1,12,1,一般外食,20461,5.9,24807,7.1,18643,5.7,20202,5.8,17298,4.2
2,6,1,12,2,学校給食,1504,0.4,83,0,764,0.2,2579,0.7,2969,0.7
2,4,2,0,0,住居,26019,7.5,26092,7.5,39031,11.9,17007,4.9,19458,4.7
2,5,2,1,0,家賃地代,22472,6.5,20585,5.9,33650,10.3,16518,4.8,14873,3.6
2,5,2,2,0,設備修繕・維持,3548,1,5507,1.6,5382,1.6,489,0.1,4585,1.1
2,6,2,2,1,設備材料,1341,0.4,3278,0.9,1691,0.5,114,0,412,0.1
2,6,2,2,2,工事その他のサービス,2207,0.6,2229,0.6,3691,1.1,374,0.1,4173,1
2,4,3,0,0,光熱・水道,16510,4.7,13178,3.8,16002,4.9,18399,5.3,18598,4.5
2,5,3,1,0,電気代,8302,2.4,7232,2.1,8114,2.5,8583,2.5,10149,2.4
2,5,3,2,0,ガス代,3305,0.9,2776,0.8,3206,1,3585,1,3760,0.9
2,5,3,3,0,他の光熱,43,0,63,0,10,0,47,0,88,0
2,5,3,4,0,上下水道料,4860,1.4,3107,0.9,4672,1.4,6184,1.8,4601,1.1
2,4,4,0,0,家具・家事用品,11863,3.4,9699,2.8,10789,3.3,13230,3.8,14865,3.6
2,5,4,1,0,家庭用耐久財,2283,0.7,1533,0.4,2958,0.9,1967,0.6,3028,0.7
2,6,4,1,1,家事用耐久財,1387,0.4,475,0.1,1562,0.5,1329,0.4,3028,0.7
2,6,4,1,2,冷暖房用器具,167,0,222,0.1,385,0.1,-,-,-,-
2,6,4,1,3,一般家具,728,0.2,836,0.2,1012,0.3,638,0.2,-,-
2,5,4,2,0,室内装備・装飾品,1991,0.6,1440,0.4,718,0.2,3603,1,1294,0.3
2,5,4,3,0,寝具類,981,0.3,1187,0.3,317,0.1,1290,0.4,1385,0.3
2,5,4,4,0,家事雑貨,2632,0.8,1782,0.5,2569,0.8,2589,0.7,4766,1.1
2,5,4,5,0,家事用消耗品,3340,1,3189,0.9,3050,0.9,3469,1,4052,1
2,5,4,6,0,家事サービス,636,0.2,568,0.2,1176,0.4,312,0.1,340,0.1
2,4,5,0,0,被服及び履物,22627,6.5,33429,9.6,22011,6.7,18642,5.4,15029,3.6
2,5,5,1,0,和服,42,0,108,0,-,-,49,0,-,-
2,5,5,2,0,洋服,11570,3.3,19994,5.8,11513,3.5,7916,2.3,6305,1.5
2,6,5,2,1,男子用洋服,3731,1.1,8882,2.6,2288,0.7,2473,0.7,1198,0.3
2,6,5,2,2,婦人用洋服,6482,1.9,11031,3.2,7275,2.2,3752,1.1,3868,0.9
