区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,742,-,-,105,-,105,-,110,-,107,-,107,-,106,-,102,-
0,0,世帯人員,2.95,-,-,2.7,-,2.6,-,2.93,-,3.03,-,3.14,-,3.09,-,3.14,-
0,0,有業人員,1.27,-,-,1.11,-,0.93,-,1.35,-,1.36,-,1.46,-,1.29,-,1.37,-
0,0,世帯主平均年齢,59.1,-,-,64.6,-,64.6,-,60,-,57.1,-,54.6,-,57.6,-,55.2,-
0,0,消費支出,286348,100,-2.4,99290,100,160425,100,200572,100,242665,100,289950,100,363747,100,646233,100
1,0,商品,150325,52.5,2.1,72387,72.9,104949,65.4,124283,62,131546,54.2,150966,52.1,175077,48.1,292433,45.3
1,1,耐久財,15641,5.5,2.9,386,0.4,3424,2.1,3827,1.9,4750,2,9682,3.3,17119,4.7,70128,10.9
1,2,半耐久財,27597,9.6,1,5376,5.4,12577,7.8,17935,8.9,24110,9.9,25140,8.7,31664,8.7,76192,11.8
1,3,非耐久財,107088,37.4,2.2,66625,67.1,88948,55.4,102521,51.1,102686,42.3,116143,40.1,126294,34.7,146114,22.6
1,0,サービス,136022,47.5,-6.8,26904,27.1,55476,34.6,76289,38,111119,45.8,138984,47.9,188670,51.9,353800,54.7
2,0,食料,86118,30.1,-0.9,52531,52.9,65857,41.1,79818,39.8,83455,34.4,94184,32.5,101218,27.8,125521,19.4
2,3,非耐久財,68711,24,1.8,46172,46.5,58489,36.5,66883,33.3,65746,27.1,74587,25.7,77476,21.3,91466,14.2
2,4,サービス,17408,6.1,-10.3,6359,6.4,7368,4.6,12935,6.4,17709,7.3,19597,6.8,23742,6.5,34056,5.3
2,0,住居,28302,9.9,-2.7,2284,2.3,5536,3.5,10016,5,20089,8.3,25309,8.7,37954,10.4,96681,15
2,1,耐久財,2792,1,101,24,0,225,0.1,-,-,722,0.3,1594,0.5,2301,0.6,14647,2.3
2,2,半耐久財,105,0,-25,83,0.1,38,0,44,0,111,0,132,0,72,0,253,0
2,4,サービス,25405,8.9,-7.8,2177,2.2,5273,3.3,9973,5,19256,7.9,23583,8.1,35581,9.8,81781,12.7
2,0,光熱・水道（非耐久財）,17374,6.1,2.9,11159,11.2,15743,9.8,16112,8,16494,6.8,19423,6.7,22978,6.3,19674,3
2,0,家具・家事用品,12859,4.5,5.2,3350,3.4,5498,3.4,8899,4.4,7921,3.3,10100,3.5,13275,3.6,40870,6.3
2,1,耐久財,5724,2,-0.1,167,0.2,1700,1.1,2460,1.2,2068,0.9,3396,1.2,7037,1.9,23176,3.6
2,2,半耐久財,3791,1.3,21.9,1518,1.5,1943,1.2,3515,1.8,2860,1.2,3078,1.1,2500,0.7,11097,1.7
2,3,非耐久財,2471,0.9,0.2,1573,1.6,1530,1,2509,1.3,2630,1.1,2598,0.9,2891,0.8,3559,0.6
2,4,サービス,873,0.3,-4.3,92,0.1,324,0.2,415,0.2,362,0.1,1028,0.4,848,0.2,3037,0.5
2,0,被服及び履物,17322,6,3.6,3217,3.2,8547,5.3,10464,5.2,15876,6.5,16056,5.5,22751,6.3,44236,6.8
2,2,半耐久財,16098,5.6,2,2693,2.7,8187,5.1,9931,5,15065,6.2,14801,5.1,21061,5.8,40845,6.3
2,4,サービス,1224,0.4,30.8,524,0.5,361,0.2,533,0.3,810,0.3,1255,0.4,1689,0.5,3390,0.5
2,0,保健医療,16810,5.9,-4.6,4683,4.7,10628,6.6,12582,6.3,12071,5,14918,5.1,17258,4.7,45427,7
2,1,耐久財,880,0.3,3.9,3,0,292,0.2,645,0.3,759,0.3,762,0.3,553,0.2,3140,0.5
2,2,半耐久財,662,0.2,8,113,0.1,92,0.1,86,0,327,0.1,75,0,397,0.1,3539,0.5
2,3,非耐久財,5106,1.8,6.5,2326,2.3,3536,2.2,4889,2.4,4308,1.8,5732,2,5778,1.6,9154,1.4
2,4,サービス,10161,3.5,-10.6,2242,2.3,6708,4.2,6962,3.5,6676,2.8,8349,2.9,10531,2.9,29594,4.6
2,0,交通・通信,33399,11.7,-7.5,7554,7.6,14520,9.1,20291,10.1,28013,11.5,32798,11.3,48503,13.3,81888,12.7
2,1,耐久財,2845,1,-29.6,-,-,56,0,361,0.2,602,0.2,318,0.1,3134,0.9,15404,2.4
2,2,半耐久財,781,0.3,-60.7,87,0.1,106,0.1,658,0.3,302,0.1,1329,0.5,793,0.2,2189,0.3
2,3,非耐久財,1794,0.6,0.3,448,0.5,880,0.5,1390,0.7,1865,0.8,2249,0.8,2632,0.7,3088,0.5
2,4,サービス,27978,9.8,-1,7020,7.1,13478,8.4,17882,8.9,25243,10.4,28902,10,41945,11.5,61207,9.5
2,0,教育,12503,4.4,-10.2,605,0.6,1782,1.1,5020,2.5,9100,3.8,11880,4.1,18508,5.1,40514,6.3
2,3,非耐久財,112,0,-3.4,-,-,-,-,286,0.1,103,0,110,0,73,0,207,0
2,4,サービス,12392,4.3,-10.2,605,0.6,1782,1.1,4735,2.4,8996,3.7,11769,4.1,18436,5.1,40307,6.2
2,0,教養娯楽,37647,13.1,-5.1,8151,8.2,18441,11.5,22331,11.1,28795,11.9,38031,13.1,48835,13.4,98700,15.3
2,1,耐久財,2955,1,5.3,67,0.1,1056,0.7,110,0.1,310,0.1,2727,0.9,3130,0.9,13257,2.1
2,2,半耐久財,4227,1.5,9.4,624,0.6,1834,1.1,2383,1.2,4254,1.8,3894,1.3,4715,1.3,11862,1.8
