項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1209,-,1361,-,1611,-,1598,-,1361,-,993,-,924,-,942,-
0,0,0,0,0,調査世帯数,373,-,41,-,53,-,59,-,63,-,53,-,34,-,35,-,35,-
0,0,0,0,0,世帯人員,3.38,-,3.16,-,3.72,-,3.82,-,3.75,-,3.25,-,3.11,-,3.02,-,2.6,-
0,0,0,0,0,有業人員,1.72,-,1.63,-,1.52,-,1.62,-,1.56,-,2.01,-,1.93,-,1.94,-,1.69,-
0,0,0,0,0,世帯主平均年齢,47.9,-,30.3,-,37,-,41.9,-,46.6,-,52,-,56.7,-,62.1,-,69.5,-
1,0,0,0,0,受取,1201899,-,907844,-,1131408,-,1110529,-,1397271,-,1523581,-,1688586,-,933744,-,791308,-
1,1,0,0,0,実収入,668423,100,530731,100,604100,100,614413,100,831774,100,923797,100,831960,100,455116,100,421270,100
1,2,0,0,0,経常収入,661293,98.9,497413,93.7,603259,99.9,606734,98.8,829194,99.7,920884,99.7,829101,99.7,450147,98.9,419176,99.5
1,3,0,0,0,勤め先収入,649038,97.1,495840,93.4,599023,99.2,593667,96.6,824372,99.1,920855,99.7,776932,93.4,418565,92,413776,98.2
1,4,0,0,0,世帯主収入,555043,83,396567,74.7,519203,85.9,502920,81.9,738545,88.8,723642,78.3,700393,84.2,362391,79.6,380301,90.3
1,6,0,0,0,うち男,536209,80.2,387303,73,519203,85.9,495410,80.6,708747,85.2,668282,72.3,688388,82.7,346613,76.2,363778,86.4
1,5,0,0,0,定期収入,409276,61.2,327789,61.8,387021,64.1,402861,65.6,500315,60.2,463255,50.1,564367,67.8,296538,65.2,271703,64.5
1,5,0,0,0,臨時収入,3744,0.6,7006,1.3,4687,0.8,214,0,5171,0.6,3192,0.3,2265,0.3,7797,1.7,190,0
1,5,0,0,0,賞与,142023,21.2,61772,11.6,127494,21.1,99845,16.3,233059,28,257194,27.8,133760,16.1,58056,12.8,108408,25.7
1,4,0,0,0,世帯主の配偶者の収入,87232,13.1,99274,18.7,79820,13.2,90747,14.8,85249,10.2,183115,19.8,64811,7.8,40512,8.9,10760,2.6
1,6,0,0,0,うち女,83661,12.5,99274,18.7,79820,13.2,75282,12.3,85249,10.2,175183,19,64811,7.8,40512,8.9,10760,2.6
1,4,0,0,0,他の世帯員収入,6763,1,-,-,-,-,-,-,578,0.1,14098,1.5,11728,1.4,15662,3.4,22716,5.4
1,3,0,0,0,事業・内職収入,5446,0.8,1420,0.3,920,0.2,8435,1.4,1287,0.2,-,-,9388,1.1,26582,5.8,2069,0.5
1,4,0,0,0,家賃収入,4020,0.6,-,-,920,0.2,8435,1.4,-,-,-,-,8458,1,18341,4,-,-
1,4,0,0,0,他の事業収入,904,0.1,-,-,-,-,-,-,1017,0.1,-,-,-,-,8024,1.8,-,-
1,4,0,0,0,内職収入,522,0.1,1420,0.3,-,-,-,-,270,0,-,-,930,0.1,217,0,2069,0.5
1,3,0,0,0,他の経常収入,6809,1,153,0,3316,0.5,4632,0.8,3535,0.4,29,0,42781,5.1,4999,1.1,3331,0.8
1,4,0,0,0,財産収入,4733,0.7,-,-,-,-,285,0,-,-,-,-,40787,4.9,3596,0.8,3234,0.8
1,4,0,0,0,社会保障給付,1986,0.3,153,0,3316,0.5,4347,0.7,3535,0.4,29,0,1193,0.1,1393,0.3,-,-
1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,1986,0.3,153,0,3316,0.5,4347,0.7,3535,0.4,29,0,1193,0.1,1393,0.3,-,-
1,4,0,0,0,仕送り金,90,0,-,-,-,-,-,-,-,-,-,-,801,0.1,10,0,96,0
1,2,0,0,0,特別収入,7129,1.1,33319,6.3,841,0.1,7679,1.2,2580,0.3,2913,0.3,2859,0.3,4969,1.1,2094,0.5
1,3,0,0,0,受贈金,1071,0.2,2084,0.4,69,0,267,0,1929,0.2,678,0.1,841,0.1,2657,0.6,392,0.1
1,3,0,0,0,他の特別収入,6058,0.9,31234,5.9,772,0.1,7412,1.2,651,0.1,2235,0.2,2017,0.2,2312,0.5,1702,0.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),430356,-,314016,-,341975,-,412158,-,479603,-,487160,-,737026,-,401340,-,278103,-
1,2,0,0,0,預貯金引出,360158,-,256252,-,290302,-,341176,-,412365,-,391911,-,656547,-,316325,-,223072,-
1,2,0,0,0,保険金,929,-,-,-,950,-,-,-,-,-,-,-,-,-,1564,-,6956,-
1,3,0,0,0,個人・企業年金保険金,800,-,-,-,-,-,-,-,-,-,-,-,-,-,1564,-,6956,-
1,3,0,0,0,他の保険金,129,-,-,-,950,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,623,-,2,-,2344,-,1,-,1605,-,348,-,-,-,-,-,-,-
1,2,0,0,0,一括払購入借入金,68384,-,57678,-,48287,-,70665,-,65488,-,94122,-,79980,-,83347,-,48075,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,262,-,84,-,93,-,316,-,145,-,779,-,498,-,105,-,-,-
1,1,0,0,0,繰入金,103120,-,63097,-,185333,-,83958,-,85894,-,112624,-,119600,-,77288,-,91935,-
2,0,0,0,0,支払,1201899,-,907844,-,1131408,-,1110529,-,1397271,-,1523581,-,1688586,-,933744,-,791308,-
2,1,0,0,0,実支出,498266,-,348687,-,398076,-,458631,-,572855,-,597934,-,813319,-,440334,-,357010,-
2,2,0,0,0,生計支出,364715,-,265842,-,290565,-,343720,-,405136,-,383992,-,629481,-,348739,-,274839,-
2,3,0,0,0,消費支出,346604,100,265842,100,290565,100,343720,100,405136,100,383992,100,447082,100,348739,100,274839,100
2,4,1,0,0,食料,89162,25.7,62867,23.6,85284,29.4,96656,28.1,105442,26,91720,23.9,94265,21.1,90092,25.8,78093,28.4
2,5,1,1,0,穀類,6412,1.8,5280,2,5135,1.8,6963,2,7129,1.8,6936,1.8,7442,1.7,6025,1.7,6090,2.2
2,6,1,1,1,米類,1634,0.5,1430,0.5,944,0.3,2023,0.6,1920,0.5,1621,0.4,1844,0.4,1508,0.4,1659,0.6
2,6,1,1,2,パン,2944,0.8,2258,0.8,2633,0.9,2834,0.8,3042,0.8,3474,0.9,3585,0.8,2902,0.8,2892,1.1
2,6,1,1,3,麺類,1424,0.4,1270,0.5,1210,0.4,1659,0.5,1811,0.4,1209,0.3,1615,0.4,1251,0.4,1147,0.4
2,6,1,1,4,他の穀類,411,0.1,322,0.1,348,0.1,447,0.1,356,0.1,631,0.2,399,0.1,365,0.1,392,0.1
2,5,1,2,0,魚介類,4679,1.3,3165,1.2,3563,1.2,4007,1.2,5311,1.3,4279,1.1,6682,1.5,5969,1.7,5515,2
2,6,1,2,1,生鮮魚介,2708,0.8,1975,0.7,2256,0.8,2205,0.6,3209,0.8,2581,0.7,4070,0.9,2904,0.8,2871,1
2,6,1,2,2,塩干魚介,847,0.2,648,0.2,622,0.2,787,0.2,805,0.2,657,0.2,1252,0.3,1140,0.3,1158,0.4
2,6,1,2,3,魚肉練製品,395,0.1,173,0.1,249,0.1,339,0.1,444,0.1,426,0.1,607,0.1,530,0.2,508,0.2
2,6,1,2,4,他の魚介加工品,729,0.2,369,0.1,437,0.2,675,0.2,853,0.2,616,0.2,754,0.2,1395,0.4,979,0.4
2,5,1,3,0,肉類,7492,2.2,5498,2.1,7071,2.4,7982,2.3,10190,2.5,6648,1.7,8352,1.9,6865,2,6173,2.2
