項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1173,-,1253,-,1726,-,1532,-,1473,-,1025,-,754,-,1065,-
0,0,0,0,0,調査世帯数,369,-,40,-,49,-,62,-,62,-,56,-,34,-,28,-,38,-
0,0,0,0,0,世帯人員,3.37,-,3.27,-,3.59,-,3.83,-,3.65,-,3.24,-,3.14,-,3.24,-,2.59,-
0,0,0,0,0,有業人員,1.71,-,1.64,-,1.47,-,1.65,-,1.54,-,1.96,-,1.97,-,1.88,-,1.7,-
0,0,0,0,0,世帯主平均年齢,48.1,-,30.4,-,36.9,-,42,-,46.7,-,52,-,56.4,-,62.4,-,69.2,-
1,0,0,0,0,受取,1391368,-,1149922,-,1335897,-,1218845,-,1703206,-,1528929,-,1945821,-,1087736,-,1044522,-
1,1,0,0,0,実収入,869728,100,742446,100,828958,100,763062,100,1089686,100,987412,100,1344676,100,503044,100,553956,100
1,2,0,0,0,経常収入,867876,99.8,741759,99.9,828421,99.9,762757,100,1084512,99.5,985378,99.8,1343713,99.9,499978,99.4,551804,99.6
1,3,0,0,0,勤め先収入,816911,93.9,691472,93.1,811679,97.9,739085,96.9,1063182,97.6,968985,98.1,1288153,95.8,382652,76.1,376519,68
1,4,0,0,0,世帯主収入,689637,79.3,529808,71.4,620817,74.9,602051,78.9,923711,84.8,804049,81.4,1217324,90.5,340860,67.8,332561,60
1,6,0,0,0,うち男,659450,75.8,520117,70.1,619352,74.7,593991,77.8,915119,84,698769,70.8,1161141,86.4,296893,59,317683,57.3
1,5,0,0,0,定期収入,411089,47.3,326200,43.9,397692,48,374780,49.1,525964,48.3,454380,46,606494,45.1,260056,51.7,272867,49.3
1,5,0,0,0,臨時収入,3159,0.4,3907,0.5,1337,0.2,1983,0.3,4381,0.4,519,0.1,10263,0.8,4650,0.9,384,0.1
1,5,0,0,0,賞与,275389,31.7,199701,26.9,221788,26.8,225288,29.5,393366,36.1,349150,35.4,600568,44.7,76154,15.1,59310,10.7
1,4,0,0,0,世帯主の配偶者の収入,114213,13.1,161665,21.8,190862,23,137033,18,134406,12.3,131964,13.4,43251,3.2,22923,4.6,14087,2.5
1,6,0,0,0,うち女,110642,12.7,161665,21.8,190862,23,122388,16,134406,12.3,124875,12.6,43251,3.2,22923,4.6,14087,2.5
1,4,0,0,0,他の世帯員収入,13061,1.5,-,-,-,-,-,-,5065,0.5,32972,3.3,27578,2.1,18869,3.8,29870,5.4
1,3,0,0,0,事業・内職収入,4709,0.5,5882,0.8,1009,0.1,5591,0.7,489,0,1223,0.1,3571,0.3,27423,5.5,2248,0.4
1,4,0,0,0,家賃収入,3445,0.4,-,-,1009,0.1,5280,0.7,-,-,1223,0.1,2657,0.2,23640,4.7,1624,0.3
1,4,0,0,0,他の事業収入,850,0.1,4373,0.6,-,-,-,-,489,0,-,-,-,-,3482,0.7,-,-
1,4,0,0,0,内職収入,413,0,1509,0.2,-,-,311,0,-,-,-,-,914,0.1,301,0.1,623,0.1
1,3,0,0,0,他の経常収入,46256,5.3,44405,6,15733,1.9,18081,2.4,20841,1.9,15170,1.5,51989,3.9,89904,17.9,173038,31.2
1,4,0,0,0,財産収入,3606,0.4,-,-,-,-,-,-,-,-,1282,0.1,27373,2,-,-,5745,1
1,4,0,0,0,社会保障給付,42508,4.9,44405,6,15733,1.9,18081,2.4,20841,1.9,13888,1.4,23240,1.7,89892,17.9,167293,30.2
1,5,0,0,0,公的年金給付,28345,3.3,-,-,-,-,-,-,1899,0.2,10131,1,23240,1.7,85365,17,166666,30.1
1,5,0,0,0,他の社会保障給付,14163,1.6,44405,6,15733,1.9,18081,2.4,18942,1.7,3758,0.4,-,-,4527,0.9,627,0.1
1,4,0,0,0,仕送り金,142,0,-,-,-,-,-,-,-,-,-,-,1377,0.1,11,0,-,-
1,2,0,0,0,特別収入,1852,0.2,687,0.1,537,0.1,305,0,5173,0.5,2034,0.2,963,0.1,3066,0.6,2151,0.4
1,3,0,0,0,受贈金,369,0,80,0,-,-,185,0,515,0,360,0,355,0,101,0,1426,0.3
1,3,0,0,0,他の特別収入,1483,0.2,608,0.1,537,0.1,120,0,4658,0.4,1674,0.2,608,0,2965,0.6,726,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),437084,-,352066,-,374445,-,386338,-,534071,-,420265,-,528810,-,532456,-,414587,-
1,2,0,0,0,預貯金引出,366347,-,302078,-,304628,-,327269,-,433812,-,356497,-,457620,-,423080,-,361630,-
1,2,0,0,0,保険金,5700,-,-,-,-,-,-,-,-,-,-,-,-,-,39986,-,25219,-
1,3,0,0,0,個人・企業年金保険金,5589,-,-,-,-,-,-,-,-,-,-,-,-,-,38521,-,25219,-
1,3,0,0,0,他の保険金,111,-,-,-,-,-,-,-,-,-,-,-,-,-,1466,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,6081,-,1003,-,-,-,9414,-,28131,-,199,-,-,-,-,-,-,-
1,2,0,0,0,一括払購入借入金,58898,-,48816,-,69817,-,49644,-,72049,-,63554,-,70975,-,69390,-,27738,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,58,-,169,-,-,-,11,-,79,-,16,-,215,-,-,-,-,-
1,1,0,0,0,繰入金,84556,-,55409,-,132494,-,69446,-,79448,-,121251,-,72335,-,52236,-,75979,-
2,0,0,0,0,支払,1391368,-,1149922,-,1335897,-,1218845,-,1703206,-,1528929,-,1945821,-,1087736,-,1044522,-
2,1,0,0,0,実支出,529425,-,394363,-,481553,-,450410,-,653990,-,575554,-,772528,-,480067,-,420494,-
2,2,0,0,0,生計支出,325215,-,249846,-,305107,-,288731,-,398784,-,362410,-,372834,-,358141,-,264582,-
2,3,0,0,0,消費支出,321578,100,249846,100,276084,100,288731,100,398784,100,362410,100,372834,100,358141,100,264582,100
2,4,1,0,0,食料,82699,25.7,58581,23.4,78412,28.4,82275,28.5,97889,24.5,91030,25.1,85554,22.9,87484,24.4,75479,28.5
2,5,1,1,0,穀類,6624,2.1,5087,2,5659,2,6848,2.4,7400,1.9,7421,2,7092,1.9,6470,1.8,6524,2.5
2,6,1,1,1,米類,1774,0.6,1324,0.5,1421,0.5,1912,0.7,2153,0.5,1731,0.5,1556,0.4,1814,0.5,2162,0.8
2,6,1,1,2,パン,2914,0.9,2272,0.9,2550,0.9,2934,1,3368,0.8,3428,0.9,3350,0.9,2415,0.7,2585,1
2,6,1,1,3,麺類,1328,0.4,1199,0.5,1288,0.5,1410,0.5,1382,0.3,1098,0.3,1203,0.3,1725,0.5,1461,0.6
2,6,1,1,4,他の穀類,608,0.2,292,0.1,400,0.1,592,0.2,497,0.1,1165,0.3,984,0.3,515,0.1,317,0.1
2,5,1,2,0,魚介類,5193,1.6,2972,1.2,3977,1.4,4563,1.6,5758,1.4,5350,1.5,6400,1.7,7688,2.1,6130,2.3
2,6,1,2,1,生鮮魚介,3162,1,2015,0.8,2357,0.9,2809,1,3443,0.9,3304,0.9,3862,1,4816,1.3,3499,1.3
2,6,1,2,2,塩干魚介,924,0.3,475,0.2,637,0.2,845,0.3,1055,0.3,794,0.2,1101,0.3,1498,0.4,1302,0.5
2,6,1,2,3,魚肉練製品,411,0.1,151,0.1,316,0.1,303,0.1,430,0.1,540,0.1,591,0.2,333,0.1,661,0.2
2,6,1,2,4,他の魚介加工品,696,0.2,331,0.1,668,0.2,606,0.2,830,0.2,713,0.2,846,0.2,1041,0.3,668,0.3
2,5,1,3,0,肉類,7550,2.3,5167,2.1,6587,2.4,7913,2.7,9944,2.5,7669,2.1,7643,2,7518,2.1,7048,2.7
2,6,1,3,1,生鮮肉,6066,1.9,4464,1.8,5261,1.9,6169,2.1,8224,2.1,6194,1.7,6088,1.6,5703,1.6,5568,2.1
2,6,1,3,2,加工肉,1484,0.5,703,0.3,1326,0.5,1744,0.6,1719,0.4,1475,0.4,1554,0.4,1815,0.5,1480,0.6
2,5,1,4,0,乳卵類,4164,1.3,3672,1.5,3919,1.4,3894,1.3,4598,1.2,4060,1.1,4550,1.2,5394,1.5,3710,1.4
2,6,1,4,1,牛乳,1309,0.4,1159,0.5,1184,0.4,1276,0.4,1405,0.4,1196,0.3,1156,0.3,2206,0.6,1200,0.5
2,6,1,4,2,乳製品,2135,0.7,2017,0.8,2028,0.7,1846,0.6,2367,0.6,2222,0.6,2625,0.7,2253,0.6,1853,0.7
2,6,1,4,3,卵,720,0.2,496,0.2,707,0.3,772,0.3,826,0.2,641,0.2,769,0.2,936,0.3,658,0.2
2,5,1,5,0,野菜・海藻,9449,2.9,5773,2.3,7880,2.9,8924,3.1,10926,2.7,8696,2.4,9944,2.7,12686,3.5,12342,4.7
2,6,1,5,1,生鮮野菜,6859,2.1,4376,1.8,5869,2.1,6297,2.2,7944,2,6464,1.8,7321,2,8816,2.5,8823,3.3
2,6,1,5,2,乾物・海藻,631,0.2,269,0.1,484,0.2,698,0.2,738,0.2,508,0.1,534,0.1,1040,0.3,913,0.3
2,6,1,5,3,大豆加工品,1041,0.3,711,0.3,924,0.3,947,0.3,1187,0.3,845,0.2,1262,0.3,1397,0.4,1287,0.5
2,6,1,5,4,他の野菜・海藻加工品,918,0.3,416,0.2,602,0.2,982,0.3,1056,0.3,879,0.2,826,0.2,1432,0.4,1320,0.5
2,5,1,6,0,果物,2788,0.9,1407,0.6,2321,0.8,2476,0.9,3243,0.8,2649,0.7,3391,0.9,4326,1.2,3236,1.2
2,6,1,6,1,生鮮果物,2541,0.8,1290,0.5,2239,0.8,2237,0.8,3055,0.8,2359,0.7,3138,0.8,3509,1,3018,1.1
2,6,1,6,2,果物加工品,247,0.1,118,0,82,0,239,0.1,188,0,289,0.1,253,0.1,817,0.2,218,0.1
2,5,1,7,0,油脂・調味料,3414,1.1,1975,0.8,2963,1.1,3495,1.2,4000,1,3020,0.8,3725,1,5083,1.4,3622,1.4
2,6,1,7,1,油脂,414,0.1,220,0.1,456,0.2,368,0.1,450,0.1,404,0.1,415,0.1,553,0.2,516,0.2
2,6,1,7,2,調味料,3000,0.9,1755,0.7,2506,0.9,3127,1.1,3551,0.9,2616,0.7,3310,0.9,4529,1.3,3106,1.2
2,5,1,8,0,菓子類,5861,1.8,4223,1.7,5624,2,6468,2.2,6046,1.5,6630,1.8,7077,1.9,5732,1.6,4555,1.7
2,5,1,9,0,調理食品,9951,3.1,6705,2.7,9800,3.5,9175,3.2,11209,2.8,11634,3.2,12404,3.3,9918,2.8,8488,3.2
2,6,1,9,1,主食的調理食品,4244,1.3,3303,1.3,4057,1.5,3789,1.3,4635,1.2,5206,1.4,5938,1.6,3035,0.8,3573,1.4
2,6,1,9,2,他の調理食品,5707,1.8,3401,1.4,5742,2.1,5386,1.9,6575,1.6,6428,1.8,6466,1.7,6884,1.9,4915,1.9
2,5,1,10,0,飲料,5187,1.6,3317,1.3,5349,1.9,5606,1.9,5606,1.4,4946,1.4,6889,1.8,5774,1.6,4057,1.5
2,6,1,10,1,茶類,1076,0.3,530,0.2,989,0.4,963,0.3,1151,0.3,1020,0.3,1235,0.3,1828,0.5,1246,0.5
2,6,1,10,2,コーヒー・ココア,1032,0.3,404,0.2,954,0.3,1049,0.4,1234,0.3,1228,0.3,1317,0.4,1029,0.3,957,0.4
2,6,1,10,3,他の飲料,3079,1,2383,1,3406,1.2,3593,1.2,3221,0.8,2699,0.7,4337,1.2,2917,0.8,1853,0.7
2,5,1,11,0,酒類,2910,0.9,1851,0.7,2577,0.9,2574,0.9,3350,0.8,3394,0.9,2969,0.8,3660,1,3122,1.2
2,5,1,12,0,外食,19607,6.1,16432,6.6,21755,7.9,20339,7,25809,6.5,25560,7.1,13471,3.6,13235,3.7,12646,4.8
2,6,1,12,1,一般外食,18166,5.6,14950,6,20678,7.5,17299,6,22904,5.7,24555,6.8,13334,3.6,13235,3.7,12646,4.8
2,6,1,12,2,学校給食,1441,0.4,1482,0.6,1077,0.4,3041,1.1,2906,0.7,1005,0.3,137,0,-,-,-,-
2,4,2,0,0,住居,28758,8.9,42138,16.9,24833,9,28261,9.8,38078,9.5,24772,6.8,20818,5.6,38973,10.9,11963,4.5
2,5,2,1,0,家賃地代,20292,6.3,42100,16.9,24748,9,25027,8.7,9081,2.3,23047,6.4,16483,4.4,4178,1.2,10748,4.1
2,5,2,2,0,設備修繕・維持,8466,2.6,38,0,85,0,3233,1.1,28996,7.3,1725,0.5,4335,1.2,34794,9.7,1215,0.5
2,6,2,2,1,設備材料,3292,1,38,0,8,0,3232,1.1,140,0,5,0,140,0,34774,9.7,661,0.2
2,6,2,2,2,工事その他のサービス,5174,1.6,-,-,77,0,1,0,28857,7.2,1720,0.5,4195,1.1,20,0,554,0.2
2,4,3,0,0,光熱・水道,16390,5.1,11657,4.7,15114,5.5,15972,5.5,17789,4.5,16718,4.6,17958,4.8,21913,6.1,15892,6
2,5,3,1,0,電気代,6374,2,4064,1.6,6660,2.4,5825,2,6837,1.7,6792,1.9,7687,2.1,7727,2.2,6001,2.3
2,5,3,2,0,ガス代,4843,1.5,3574,1.4,4151,1.5,4462,1.5,5635,1.4,5514,1.5,5377,1.4,5480,1.5,4642,1.8
