項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1757,-,6995,-,501,-,130,-,746,-,4488,-
0,0,0,0,0,調査世帯数,363,-,64,-,258,-,15,-,4,-,26,-,165,-
0,0,0,0,0,世帯人員,3.36,-,2,-,3.75,-,2.48,-,2.58,-,3.52,-,3.33,-
0,0,0,0,0,有業人員,1.64,-,1.65,-,1.64,-,1.63,-,1,-,1.65,-,2.13,-
0,0,0,0,0,世帯主平均年齢,48.2,-,55.4,-,45.5,-,52.4,-,43.3,-,53.5,-,47.2,-
1,0,0,0,0,受取,986515,-,962489,-,996918,-,939864,-,1219450,-,976895,-,1025149,-
1,1,0,0,0,実収入,495942,100,459925,100,506824,100,482948,100,475695,100,487462,100,540111,100
1,2,0,0,0,経常収入,491614,99.1,458620,99.7,501677,99,482806,100,475553,100,480890,98.7,535531,99.2
1,3,0,0,0,勤め先収入,483814,97.6,443010,96.3,497840,98.2,446410,92.4,441416,92.8,473533,97.1,531946,98.5
1,4,0,0,0,世帯主収入,425101,85.7,354312,77,447706,88.3,400456,82.9,441416,92.8,396442,81.3,415653,77
1,6,0,0,0,うち男,394144,79.5,348584,75.8,447706,88.3,105179,21.8,-,-,193337,39.7,411740,76.2
1,5,0,0,0,定期収入,414064,83.5,352818,76.7,442926,87.4,400341,82.9,441416,92.8,296970,60.9,412124,76.3
