項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,725,-,-,99,-,98,-,108,-,108,-,109,-,104,-,99,-
0,世帯人員,2.99,-,-,2.45,-,2.67,-,2.85,-,3.03,-,3.25,-,3.33,-,3.31,-
0,有業人員,1.33,-,-,1.14,-,1.08,-,1.27,-,1.31,-,1.52,-,1.56,-,1.45,-
0,世帯主平均年齢,59.6,-,-,65.3,-,65.4,-,58.2,-,59.2,-,57.6,-,53.7,-,57.6,-
0,消費支出,315530,100,-9.1,113236,100,172164,100,215049,100,262636,100,322159,100,420236,100,701090,100
2,基礎的支出,177663,56.3,-4.5,89103,78.7,129589,75.3,146124,67.9,173775,66.2,191826,59.5,212118,50.5,300329,42.8
3,選択的支出,137867,43.7,-14.3,24134,21.3,42575,24.7,68925,32.1,88860,33.8,130333,40.5,208118,49.5,400761,57.2
1,食料,86111,27.3,0.3,49520,43.7,63150,36.7,72299,33.6,87012,33.1,94060,29.2,110232,26.2,126212,18
2,基礎的支出,66148,21,3.8,43460,38.4,53680,31.2,59017,27.4,69681,26.5,72980,22.7,75662,18,88384,12.6
3,選択的支出,19962,6.3,-9.7,6060,5.4,9470,5.5,13283,6.2,17330,6.6,21080,6.5,34570,8.2,37828,5.4
1,住居,22193,7,-7.9,3623,3.2,10367,6,17675,8.2,24325,9.3,24164,7.5,26911,6.4,48114,6.9
2,基礎的支出,20739,6.6,-3.3,3577,3.2,10367,6,17344,8.1,22558,8.6,23115,7.2,23943,5.7,44112,6.3
3,選択的支出,1454,0.5,-45.3,46,0,-,-,332,0.2,1767,0.7,1049,0.3,2968,0.7,4003,0.6
1,光熱・水道,25599,8.1,-18.4,17475,15.4,22964,13.3,26087,12.1,24737,9.4,28551,8.9,28048,6.7,31280,4.5
2,基礎的支出,25599,8.1,-18.4,17475,15.4,22964,13.3,26087,12.1,24737,9.4,28551,8.9,28048,6.7,31280,4.5
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10523,3.3,22.7,3318,2.9,4361,2.5,6616,3.1,7678,2.9,12815,4,18851,4.5,19958,2.8
2,基礎的支出,6861,2.2,12.6,2657,2.3,3076,1.8,4104,1.9,5667,2.2,9231,2.9,10942,2.6,12313,1.8
3,選択的支出,3662,1.2,47.5,661,0.6,1285,0.7,2512,1.2,2011,0.8,3584,1.1,7909,1.9,7645,1.1
1,被服及び履物,17438,5.5,0,4134,3.7,5121,3,9121,4.2,12559,4.8,17624,5.5,31162,7.4,42206,6
2,基礎的支出,1111,0.4,12.1,310,0.3,433,0.3,912,0.4,1318,0.5,1184,0.4,1855,0.4,1760,0.3
