項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,731,-,-,103,-,103,-,103,-,104,-,108,-,104,-,106,-
0,世帯人員,2.99,-,-,2.78,-,2.73,-,2.88,-,2.9,-,3.14,-,3.15,-,3.31,-
0,有業人員,1.31,-,-,1.12,-,1.22,-,1.24,-,1.31,-,1.41,-,1.35,-,1.51,-
0,世帯主平均年齢,59.4,-,-,65,-,60.2,-,63,-,61.7,-,55.7,-,55.8,-,54.2,-
0,消費支出,305138,100,1.2,97192,100,160642,100,206815,100,246440,100,291817,100,368188,100,760595,100
2,基礎的支出,166923,54.7,-0.1,73859,76,108623,67.6,137640,66.6,150372,61,170443,58.4,198989,54,326931,43
3,選択的支出,138215,45.3,2.8,23333,24,52019,32.4,69175,33.4,96069,39,121375,41.6,169199,46,433663,57
1,食料,85527,28,-1.6,48673,50.1,63502,39.5,78283,37.9,87698,35.6,93272,32,101271,27.5,125483,16.5
2,基礎的支出,66259,21.7,-2,42823,44.1,52404,32.6,65487,31.7,68539,27.8,71628,24.5,74663,20.3,87983,11.6
3,選択的支出,19268,6.3,-0.1,5850,6,11099,6.9,12796,6.2,19159,7.8,21644,7.4,26608,7.2,37500,4.9
1,住居,20949,6.9,-7.7,1664,1.7,7002,4.4,12273,5.9,15464,6.3,22075,7.6,29516,8,58279,7.7
2,基礎的支出,19998,6.6,-5.2,1664,1.7,6904,4.3,12019,5.8,14579,5.9,21929,7.5,28247,7.7,54301,7.1
3,選択的支出,952,0.3,-40.5,-,-,98,0.1,254,0.1,885,0.4,146,0.1,1269,0.3,3978,0.5
1,光熱・水道,16995,5.6,-8.4,11776,12.1,13268,8.3,17242,8.3,16105,6.5,18883,6.5,20536,5.6,21091,2.8
2,基礎的支出,16995,5.6,-8.4,11776,12.1,13268,8.3,17242,8.3,16105,6.5,18883,6.5,20536,5.6,21091,2.8
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,11833,3.9,25.6,3373,3.5,6574,4.1,6719,3.2,7682,3.1,10010,3.4,15321,4.2,32961,4.3
2,基礎的支出,7203,2.4,13.2,2862,2.9,5244,3.3,5358,2.6,5885,2.4,6542,2.2,11794,3.2,12662,1.7
3,選択的支出,4629,1.5,51.2,511,0.5,1331,0.8,1361,0.7,1797,0.7,3468,1.2,3527,1,20298,2.7
1,被服及び履物,12267,4,-11.9,3198,3.3,5317,3.3,6382,3.1,9290,3.8,12609,4.3,19187,5.2,29691,3.9
2,基礎的支出,552,0.2,-14,204,0.2,296,0.2,614,0.3,476,0.2,638,0.2,580,0.2,1052,0.1
3,選択的支出,11715,3.8,-11.8,2995,3.1,5021,3.1,5768,2.8,8813,3.6,11971,4.1,18607,5.1,28640,3.8
1,保健医療,16019,5.2,5.6,4689,4.8,11114,6.9,9249,4.5,11883,4.8,13638,4.7,14785,4,46549,6.1
2,基礎的支出,14162,4.6,9.5,4604,4.7,9970,6.2,8455,4.1,10374,4.2,12277,4.2,12604,3.4,40660,5.3
3,選択的支出,1857,0.6,-16.8,85,0.1,1144,0.7,794,0.4,1510,0.6,1361,0.5,2181,0.6,5890,0.8
1,交通・通信,30474,10,-9.4,5952,6.1,15895,9.9,20509,9.9,27497,11.2,35295,12.1,43487,11.8,64301,8.5
2,基礎的支出,9661,3.2,-2.8,2408,2.5,6071,3.8,7718,3.7,9499,3.9,11685,4,13622,3.7,16537,2.2
3,選択的支出,20813,6.8,-12.1,3544,3.6,9825,6.1,12791,6.2,17999,7.3,23610,8.1,29866,8.1,47764,6.3
1,教育,25194,8.3,22,1335,1.4,2949,1.8,4151,2,3608,1.5,12022,4.1,11143,3,140350,18.5
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,25194,8.3,22,1335,1.4,2949,1.8,4151,2,3608,1.5,12022,4.1,11143,3,140350,18.5
1,教養娯楽,35387,11.6,-2.1,7781,8,16807,10.5,21554,10.4,32435,13.2,34177,11.7,46963,12.8,87439,11.5
2,基礎的支出,6416,2.1,-9.6,2869,3,5697,3.5,5179,2.5,7565,3.1,6128,2.1,8407,2.3,9022,1.2
3,選択的支出,28971,9.5,-0.2,4912,5.1,11109,6.9,16375,7.9,24870,10.1,28049,9.6,38556,10.5,78417,10.3
1,その他の消費支出,50494,16.5,13.8,8751,9,18211,11.3,30455,14.7,34778,14.1,39835,13.7,65979,17.9,154450,20.3
2,基礎的支出,25677,8.4,12.9,4650,4.8,8769,5.5,15568,7.5,17350,7,20733,7.1,28537,7.8,83624,11
3,選択的支出,24817,8.1,14.7,4102,4.2,9443,5.9,14887,7.2,17428,7.1,19102,6.5,37442,10.2,70827,9.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年9月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
