項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,742,-,-,105,-,105,-,110,-,107,-,107,-,106,-,102,-
0,0,世帯人員,2.95,-,-,2.7,-,2.6,-,2.93,-,3.03,-,3.14,-,3.09,-,3.14,-
0,0,有業人員,1.27,-,-,1.11,-,0.93,-,1.35,-,1.36,-,1.46,-,1.29,-,1.37,-
0,0,世帯主平均年齢,59.1,-,-,64.6,-,64.6,-,60,-,57.1,-,54.6,-,57.6,-,55.2,-
0,0,消費支出,312783,-,-0.7,101705,-,167296,-,214002,-,263763,-,318443,-,397851,-,724670,-
0,0,公共的料金,80034,25.6,-6.1,28349,27.9,46896,28,55848,26.1,74874,28.4,83082,26.1,111853,28.1,158938,21.9
1,0,公共料金等,52673,16.8,-3,22557,22.2,35461,21.2,41604,19.4,46564,17.7,54070,17,70450,17.7,97761,13.5
1,1,米,1540,0.5,-8.4,1368,1.3,1420,0.8,1689,0.8,1608,0.6,1795,0.6,1176,0.3,1723,0.2
1,1,食塩,32,0,-15.8,22,0,39,0,20,0,32,0,30,0,29,0,49,0
1,1,学校給食,941,0.3,18.8,218,0.2,258,0.2,959,0.4,1269,0.5,1377,0.4,1656,0.4,844,0.1
1,1,公営家賃,1034,0.3,-65.7,549,0.5,-,-,-,-,1109,0.4,2514,0.8,3067,0.8,-,-
1,1,電気代,7654,2.4,4.6,4767,4.7,6740,4,6781,3.2,7060,2.7,8513,2.7,10185,2.6,9510,1.3
1,1,都市ガス,4021,1.3,-5,2813,2.8,4231,2.5,3541,1.7,3829,1.5,4350,1.4,5279,1.3,4097,0.6
1,1,上下水道料,4873,1.6,0.3,2835,2.8,4037,2.4,4836,2.3,4443,1.7,5507,1.7,6896,1.7,5543,0.8
1,1,医科診療代,3825,1.2,9,1272,1.3,2600,1.6,2812,1.3,3286,1.2,3919,1.2,3453,0.9,9419,1.3
1,1,歯科診療代,2517,0.8,-41.2,211,0.2,1297,0.8,780,0.4,691,0.3,1355,0.4,3458,0.9,9801,1.4
1,1,出産入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1415,0.5,83.5,239,0.2,1668,1,1542,0.7,-,-,130,0,1048,0.3,5263,0.7
1,1,鉄道運賃,3172,1,-8.5,816,0.8,1704,1,1846,0.9,1898,0.7,1887,0.6,6453,1.6,7568,1
1,1,鉄道通学定期代,180,0.1,-16.7,-,-,-,-,-,-,125,0,323,0.1,182,0,628,0.1
1,1,鉄道通勤定期代,1127,0.4,-11.7,245,0.2,55,0,865,0.4,822,0.3,1910,0.6,1330,0.3,2654,0.4
1,1,バス代,412,0.1,16.1,210,0.2,107,0.1,195,0.1,436,0.2,384,0.1,961,0.2,587,0.1
1,1,バス通学定期代,137,0,495.7,-,-,-,-,-,-,120,0,269,0.1,569,0.1,-,-
1,1,バス通勤定期代,8,0,-93.6,-,-,-,-,-,-,-,-,-,-,-,-,58,0
1,1,タクシー代,910,0.3,62.2,214,0.2,613,0.4,829,0.4,808,0.3,771,0.2,463,0.1,2670,0.4
1,1,航空運賃,1180,0.4,14.2,-,-,-,-,-,-,467,0.2,-,-,1595,0.4,6181,0.9
1,1,郵便料,1211,0.4,2.7,286,0.3,983,0.6,866,0.4,1269,0.5,1425,0.4,1802,0.5,1840,0.3
1,1,固定電話通信料,2081,0.7,-12.5,1392,1.4,2032,1.2,2062,1,2289,0.9,2418,0.8,2510,0.6,1862,0.3
1,1,移動電話通信料,9280,3,-2,3098,3,5638,3.4,7639,3.6,10511,4,10210,3.2,14085,3.5,13736,1.9
1,1,ＮＨＫ放送受信料,830,0.3,-0.5,272,0.3,409,0.2,618,0.3,1270,0.5,971,0.3,1478,0.4,788,0.1
1,1,ケーブルテレビ放送受信料,1204,0.4,8.4,714,0.7,754,0.5,1206,0.6,1109,0.4,1392,0.4,1368,0.3,1883,0.3
1,1,他の放送受信料,150,0,14.5,22,0,91,0.1,356,0.2,20,0,170,0.1,230,0.1,159,0
1,1,国公立小学校,277,0.1,23.1,111,0.1,157,0.1,113,0.1,674,0.3,430,0.1,237,0.1,219,0
1,1,国公立中学校,278,0.1,70.6,262,0.3,20,0,349,0.2,124,0,547,0.2,260,0.1,379,0.1
1,1,国公立高校,391,0.1,...,-,-,-,-,884,0.4,64,0,863,0.3,-,-,923,0.1
1,1,国公立大学,1196,0.4,...,-,-,-,-,-,-,-,-,-,-,-,-,8353,1.2
1,1,たばこ,799,0.3,-5.3,620,0.6,608,0.4,817,0.4,1230,0.5,610,0.2,682,0.2,1025,0.1
2,0,準公共料金等,27361,8.7,-11.6,5793,5.7,11434,6.8,14244,6.7,28310,10.7,29012,9.1,41403,10.4,61177,8.4
2,1,牛乳,1283,0.4,-6.7,734,0.7,1223,0.7,1437,0.7,1128,0.4,1202,0.4,1629,0.4,1620,0.2
2,1,灯油,446,0.1,121.9,380,0.4,362,0.2,491,0.2,632,0.2,725,0.2,238,0.1,299,0
2,1,プロパンガス,339,0.1,35.1,358,0.4,304,0.2,358,0.2,496,0.2,293,0.1,364,0.1,203,0
2,1,理髪料,312,0.1,-18.5,63,0.1,185,0.1,132,0.1,177,0.1,535,0.2,512,0.1,581,0.1
2,1,パーマネント代,311,0.1,-8.5,218,0.2,196,0.1,164,0.1,219,0.1,356,0.1,413,0.1,607,0.1
2,1,洗濯代,902,0.3,38.3,418,0.4,320,0.2,277,0.1,675,0.3,683,0.2,1055,0.3,2877,0.4
